t,Cuff Pressure,Baseline Pressure
10.54 , 128.82 , 110.35
10.542 , 128.79 , 110.35
10.544 , 128.82 , 110.37
10.546 , 128.82 , 110.35
10.548 , 128.75 , 110.35
10.549 , 128.75 , 110.35
10.551 , 128.75 , 110.32
10.553 , 128.79 , 110.35
10.555 , 128.7 , 110.35
10.557 , 128.79 , 110.35
10.559 , 128.73 , 110.35
10.561 , 128.7 , 110.28
10.563 , 128.75 , 110.32
10.565 , 128.7 , 110.35
10.566 , 128.73 , 110.28
10.568 , 128.7 , 110.28
10.57 , 128.66 , 110.28
10.572 , 128.7 , 110.25
10.574 , 128.7 , 110.28
10.576 , 128.66 , 110.32
10.578 , 128.7 , 110.25
10.58 , 128.73 , 110.19
10.582 , 128.66 , 110.32
10.583 , 128.59 , 110.25
10.585 , 128.66 , 110.19
10.587 , 128.7 , 110.28
10.589 , 128.66 , 110.19
10.591 , 128.66 , 110.19
10.593 , 128.63 , 110.19
10.595 , 128.66 , 110.16
10.597 , 128.63 , 110.16
10.598 , 128.63 , 110.16
10.6 , 128.63 , 110.16
10.602 , 128.63 , 110.16
10.604 , 128.63 , 110.19
10.605 , 128.59 , 110.16
10.607 , 128.59 , 110.12
10.609 , 128.59 , 110.16
10.611 , 128.59 , 110.16
10.613 , 128.56 , 110.12
10.615 , 128.56 , 110.12
10.617 , 128.54 , 110.12
10.618 , 128.56 , 110.12
10.62 , 128.59 , 110.09
10.622 , 128.54 , 110.09
10.624 , 128.56 , 110.09
10.626 , 128.59 , 110.09
10.628 , 128.54 , 110.09
10.63 , 128.54 , 110.09
10.632 , 128.54 , 110.12
10.634 , 128.59 , 110.09
10.635 , 128.54 , 110.07
10.637 , 128.5 , 110.07
10.639 , 128.54 , 110.09
10.641 , 128.54 , 110.07
10.643 , 128.43 , 110.07
10.645 , 128.43 , 110.09
10.647 , 128.47 , 110.07
10.649 , 128.54 , 110.03
10.651 , 128.54 , 110.03
10.653 , 128.5 , 110.0
10.654 , 128.56 , 110.0
10.656 , 128.56 , 110.0
10.658 , 128.54 , 110.0
10.66 , 128.5 , 110.0
10.662 , 128.54 , 110.0
10.664 , 128.54 , 109.96
10.666 , 128.47 , 110.0
10.667 , 128.47 , 110.0
10.669 , 128.54 , 109.96
10.671 , 128.54 , 110.0
10.673 , 128.43 , 110.0
10.675 , 128.47 , 109.93
10.677 , 128.5 , 110.0
10.678 , 128.43 , 109.93
10.68 , 128.5 , 109.96
10.682 , 128.47 , 109.93
10.684 , 128.5 , 109.89
10.686 , 128.47 , 109.93
10.688 , 128.43 , 109.93
10.69 , 128.47 , 109.89
10.692 , 128.43 , 109.93
10.693 , 128.47 , 109.89
10.695 , 128.47 , 109.89
10.697 , 128.43 , 109.86
10.699 , 128.5 , 109.93
10.701 , 128.5 , 109.89
10.703 , 128.5 , 109.86
10.705 , 128.5 , 109.86
10.706 , 128.43 , 109.86
10.708 , 128.43 , 109.86
10.71 , 128.54 , 109.86
10.712 , 128.63 , 109.84
10.714 , 128.82 , 109.84
10.716 , 129.05 , 109.77
10.718 , 129.3 , 109.84
10.72 , 129.3 , 109.8
10.721 , 129.27 , 109.84
10.723 , 129.21 , 109.84
10.725 , 129.11 , 109.77
10.727 , 129.05 , 109.77
10.729 , 128.93 , 109.8
10.731 , 128.98 , 109.8
10.733 , 129.0 , 109.8
10.734 , 129.07 , 109.77
10.736 , 129.16 , 109.77
10.738 , 129.21 , 109.77
10.74 , 129.21 , 109.77
10.742 , 129.23 , 109.7
10.744 , 129.3 , 109.77
10.746 , 129.21 , 109.77
10.748 , 129.0 , 109.73
10.75 , 128.91 , 109.7
10.751 , 128.79 , 109.7
10.753 , 128.7 , 109.7
10.755 , 128.66 , 109.73
10.757 , 128.66 , 109.73
10.759 , 128.7 , 109.7
10.761 , 128.75 , 109.66
10.763 , 128.82 , 109.64
10.765 , 128.91 , 109.7
10.766 , 128.91 , 109.7
10.768 , 128.91 , 109.66
10.77 , 128.91 , 109.7
10.772 , 128.91 , 109.64
10.774 , 128.79 , 109.66
10.776 , 128.79 , 109.64
10.778 , 128.75 , 109.61
10.78 , 128.7 , 109.64
10.782 , 128.73 , 109.61
10.784 , 128.79 , 109.64
10.785 , 128.73 , 109.64
10.787 , 128.82 , 109.61
10.789 , 128.73 , 109.61
10.791 , 128.7 , 109.57
10.793 , 128.7 , 109.54
10.795 , 128.7 , 109.57
10.797 , 128.7 , 109.57
10.799 , 128.7 , 109.54
10.801 , 128.7 , 109.5
10.803 , 128.66 , 109.54
10.804 , 128.66 , 109.57
10.806 , 128.63 , 109.54
10.808 , 128.66 , 109.54
10.81 , 128.63 , 109.54
10.812 , 128.63 , 109.54
10.813 , 128.63 , 109.5
10.815 , 128.63 , 109.54
10.817 , 128.63 , 109.54
10.819 , 128.59 , 109.5
10.821 , 128.56 , 109.5
10.823 , 128.56 , 109.48
10.825 , 128.56 , 109.5
10.826 , 128.56 , 109.5
10.828 , 128.56 , 109.5
10.83 , 128.56 , 109.48
10.832 , 128.59 , 109.48
10.834 , 128.56 , 109.41
10.836 , 128.54 , 109.48
10.838 , 128.54 , 109.45
10.84 , 128.5 , 109.48
10.841 , 128.47 , 109.48
10.843 , 128.47 , 109.45
10.845 , 128.5 , 109.45
10.847 , 128.47 , 109.41
10.856 , 128.4 , 109.38
10.858 , 128.43 , 109.38
10.86 , 128.4 , 109.34
10.862 , 128.43 , 109.38
10.864 , 128.4 , 109.38
10.866 , 128.4 , 109.41
10.868 , 128.36 , 109.34
10.87 , 128.36 , 109.38
10.871 , 128.36 , 109.34
10.873 , 128.36 , 109.32
10.875 , 128.36 , 109.32
10.877 , 128.34 , 109.38
10.879 , 128.31 , 109.34
10.881 , 128.34 , 109.34
10.883 , 128.31 , 109.32
10.885 , 128.31 , 109.34
10.886 , 128.31 , 109.27
10.888 , 128.31 , 109.27
10.89 , 128.31 , 109.27
10.892 , 128.27 , 109.27
10.894 , 128.27 , 109.27
10.896 , 128.24 , 109.27
10.898 , 128.24 , 109.27
10.9 , 128.24 , 109.25
10.902 , 128.2 , 109.27
10.903 , 128.24 , 109.27
10.905 , 128.24 , 109.25
10.907 , 128.18 , 109.25
10.909 , 128.24 , 109.27
10.911 , 128.18 , 109.22
10.913 , 128.18 , 109.25
10.915 , 128.15 , 109.22
10.917 , 128.15 , 109.18
10.919 , 128.2 , 109.22
10.92 , 128.11 , 109.25
10.922 , 128.15 , 109.22
10.924 , 128.11 , 109.18
10.926 , 128.15 , 109.22
10.928 , 128.18 , 109.18
10.93 , 128.18 , 109.16
10.931 , 128.15 , 109.18
10.933 , 128.08 , 109.22
10.935 , 128.02 , 109.16
10.937 , 128.02 , 109.18
10.939 , 128.02 , 109.16
10.941 , 127.95 , 109.16
10.943 , 127.92 , 109.16
10.944 , 127.95 , 109.16
10.946 , 127.95 , 109.16
10.948 , 128.02 , 109.16
10.95 , 127.97 , 109.18
10.952 , 127.97 , 109.16
10.954 , 127.92 , 109.04
10.956 , 127.97 , 109.09
10.957 , 127.88 , 109.11
10.959 , 127.88 , 109.11
10.961 , 127.88 , 109.11
10.963 , 127.88 , 109.11
10.965 , 127.88 , 109.04
10.967 , 127.88 , 109.11
10.969 , 127.88 , 109.09
10.971 , 127.86 , 109.09
10.973 , 127.81 , 109.09
10.975 , 127.79 , 109.09
10.977 , 127.79 , 109.02
10.978 , 127.79 , 109.11
10.98 , 127.79 , 109.04
10.982 , 127.81 , 109.04
10.984 , 127.72 , 109.04
10.986 , 127.76 , 109.04
10.988 , 127.7 , 109.02
10.99 , 127.7 , 109.02
10.992 , 127.7 , 109.0
10.993 , 127.7 , 109.02
10.995 , 127.7 , 109.0
10.997 , 127.7 , 109.0
10.999 , 127.65 , 109.0
11.001 , 127.65 , 108.95
11.003 , 127.65 , 109.02
11.005 , 127.63 , 109.0
11.007 , 127.63 , 108.93
11.008 , 127.63 , 109.0
11.01 , 127.56 , 108.95
11.012 , 127.6 , 109.0
11.014 , 127.6 , 108.88
11.016 , 127.56 , 108.93
11.018 , 127.53 , 108.93
11.02 , 127.56 , 108.88
11.022 , 127.53 , 108.95
11.023 , 127.53 , 108.93
11.025 , 127.53 , 108.88
11.027 , 127.53 , 108.88
11.029 , 127.49 , 108.86
11.031 , 127.49 , 108.93
11.033 , 127.49 , 108.88
11.035 , 127.49 , 108.86
11.037 , 127.49 , 108.86
11.039 , 127.49 , 108.86
11.041 , 127.47 , 108.81
11.042 , 127.42 , 108.86
11.044 , 127.47 , 108.81
11.046 , 127.47 , 108.86
11.048 , 127.4 , 108.81
11.05 , 127.4 , 108.79
11.052 , 127.42 , 108.86
11.054 , 127.37 , 108.81
11.056 , 127.33 , 108.79
11.057 , 127.37 , 108.81
11.059 , 127.33 , 108.79
11.061 , 127.37 , 108.79
11.063 , 127.37 , 108.86
11.065 , 127.33 , 108.81
11.067 , 127.33 , 108.79
11.068 , 127.33 , 108.77
11.07 , 127.33 , 108.79
11.072 , 127.33 , 108.77
11.074 , 127.26 , 108.72
11.076 , 127.26 , 108.7
11.078 , 127.24 , 108.77
11.08 , 127.26 , 108.72
11.081 , 127.24 , 108.72
11.083 , 127.26 , 108.7
11.085 , 127.21 , 108.7
11.087 , 127.21 , 108.72
11.089 , 127.24 , 108.7
11.091 , 127.21 , 108.7
11.093 , 127.17 , 108.7
11.095 , 127.26 , 108.72
11.097 , 127.26 , 108.7
11.098 , 127.21 , 108.65
11.1 , 127.21 , 108.7
11.102 , 127.15 , 108.65
11.104 , 127.17 , 108.65
11.106 , 127.15 , 108.65
11.108 , 127.1 , 108.7
11.11 , 127.15 , 108.65
11.112 , 127.15 , 108.65
11.113 , 127.15 , 108.63
11.115 , 127.1 , 108.61
11.117 , 127.1 , 108.7
11.119 , 127.1 , 108.63
11.121 , 127.15 , 108.61
11.123 , 127.1 , 108.63
11.125 , 127.08 , 108.56
11.127 , 127.1 , 108.63
11.128 , 127.08 , 108.54
11.13 , 127.05 , 108.56
11.132 , 127.05 , 108.56
11.134 , 127.01 , 108.56
11.136 , 127.05 , 108.61
11.138 , 127.01 , 108.56
11.139 , 127.01 , 108.54
11.141 , 127.08 , 108.54
11.143 , 127.01 , 108.49
11.145 , 127.01 , 108.49
11.147 , 127.01 , 108.54
11.149 , 127.01 , 108.56
11.151 , 126.94 , 108.49
11.152 , 127.01 , 108.49
11.154 , 126.99 , 108.54
11.156 , 127.01 , 108.54
11.158 , 126.94 , 108.49
11.16 , 126.99 , 108.47
11.162 , 126.99 , 108.47
11.164 , 126.87 , 108.42
11.166 , 126.94 , 108.47
11.167 , 126.94 , 108.42
11.169 , 126.94 , 108.42
11.171 , 126.87 , 108.42
11.173 , 126.87 , 108.4
11.175 , 126.92 , 108.42
11.177 , 126.92 , 108.42
11.179 , 126.85 , 108.42
11.181 , 126.87 , 108.42
11.183 , 126.87 , 108.4
11.184 , 126.87 , 108.4
11.186 , 126.87 , 108.4
11.188 , 126.87 , 108.4
11.19 , 126.83 , 108.38
11.192 , 126.85 , 108.42
11.194 , 126.85 , 108.42
11.196 , 126.85 , 108.4
11.197 , 126.85 , 108.4
11.199 , 126.85 , 108.38
11.201 , 126.83 , 108.33
11.203 , 126.78 , 108.33
11.205 , 126.78 , 108.33
11.207 , 126.78 , 108.33
11.209 , 126.78 , 108.33
11.21 , 126.76 , 108.33
11.212 , 126.76 , 108.31
11.214 , 126.76 , 108.31
11.223 , 126.78 , 108.33
11.225 , 126.69 , 108.26
11.227 , 126.69 , 108.31
11.229 , 126.67 , 108.33
11.231 , 126.71 , 108.26
11.233 , 126.67 , 108.31
11.235 , 126.71 , 108.26
11.237 , 126.67 , 108.24
11.238 , 126.67 , 108.24
11.24 , 126.67 , 108.24
11.242 , 126.69 , 108.24
11.244 , 126.6 , 108.24
11.246 , 126.62 , 108.19
11.248 , 126.62 , 108.26
11.25 , 126.67 , 108.19
11.252 , 126.62 , 108.17
11.253 , 126.62 , 108.24
11.255 , 126.6 , 108.15
11.257 , 126.55 , 108.17
11.259 , 126.6 , 108.17
11.261 , 126.55 , 108.15
11.263 , 126.53 , 108.15
11.265 , 126.6 , 108.15
11.267 , 126.53 , 108.15
11.268 , 126.48 , 108.1
11.27 , 126.53 , 108.15
11.272 , 126.53 , 108.15
11.274 , 126.48 , 108.15
11.276 , 126.53 , 108.1
11.278 , 126.53 , 108.1
11.28 , 126.48 , 108.08
11.281 , 126.48 , 108.15
11.283 , 126.48 , 108.08
11.285 , 126.55 , 108.15
11.287 , 126.44 , 108.1
11.289 , 126.46 , 108.08
11.291 , 126.46 , 108.08
11.293 , 126.46 , 108.1
11.295 , 126.46 , 108.08
11.297 , 126.44 , 108.08
11.298 , 126.44 , 108.03
11.3 , 126.48 , 108.03
11.302 , 126.44 , 108.03
11.304 , 126.46 , 108.08
11.306 , 126.44 , 108.01
11.308 , 126.44 , 108.03
11.309 , 126.44 , 108.03
11.311 , 126.46 , 108.03
11.313 , 126.44 , 108.01
11.315 , 126.44 , 108.01
11.317 , 126.39 , 107.97
11.319 , 126.39 , 108.01
11.321 , 126.39 , 107.97
11.322 , 126.39 , 107.97
11.324 , 126.37 , 107.97
11.326 , 126.37 , 107.97
11.328 , 126.37 , 107.97
11.33 , 126.37 , 108.01
11.332 , 126.37 , 108.01
11.333 , 126.37 , 107.97
11.335 , 126.37 , 108.03
11.337 , 126.37 , 107.94
11.339 , 126.32 , 107.97
11.341 , 126.3 , 107.94
11.343 , 126.32 , 107.94
11.345 , 126.3 , 107.94
11.346 , 126.28 , 107.92
11.348 , 126.28 , 107.92
11.35 , 126.28 , 107.87
11.352 , 126.3 , 107.92
11.354 , 126.3 , 107.92
11.356 , 126.28 , 107.87
11.358 , 126.28 , 107.92
11.36 , 126.28 , 107.92
11.362 , 126.28 , 107.87
11.364 , 126.21 , 107.85
11.366 , 126.16 , 107.87
11.367 , 126.21 , 107.87
11.369 , 126.23 , 107.85
11.371 , 126.21 , 107.87
11.373 , 126.16 , 107.85
11.375 , 126.16 , 107.87
11.377 , 126.21 , 107.87
11.378 , 126.23 , 107.85
11.38 , 126.21 , 107.8
11.382 , 126.16 , 107.8
11.384 , 126.21 , 107.85
11.386 , 126.16 , 107.78
11.388 , 126.14 , 107.8
11.39 , 126.16 , 107.78
11.392 , 126.16 , 107.78
11.393 , 126.12 , 107.78
11.395 , 126.14 , 107.78
11.397 , 126.16 , 107.78
11.399 , 126.14 , 107.76
11.401 , 126.16 , 107.78
11.403 , 126.21 , 107.76
11.405 , 126.23 , 107.78
11.406 , 126.21 , 107.78
11.408 , 126.21 , 107.71
11.41 , 126.16 , 107.76
11.412 , 126.16 , 107.71
11.414 , 126.14 , 107.71
11.416 , 126.14 , 107.71
11.418 , 126.14 , 107.71
11.42 , 126.16 , 107.71
11.422 , 126.16 , 107.71
11.424 , 126.16 , 107.71
11.425 , 126.16 , 107.71
11.427 , 126.14 , 107.64
11.429 , 126.16 , 107.64
11.431 , 126.14 , 107.62
11.433 , 126.12 , 107.69
11.435 , 126.14 , 107.71
11.437 , 126.14 , 107.64
11.439 , 126.14 , 107.69
11.44 , 126.12 , 107.64
11.442 , 126.16 , 107.62
11.444 , 126.12 , 107.64
11.446 , 126.14 , 107.58
11.448 , 126.12 , 107.64
11.45 , 126.14 , 107.64
11.452 , 126.21 , 107.64
11.453 , 126.16 , 107.62
11.455 , 126.16 , 107.58
11.457 , 126.16 , 107.64
11.459 , 126.16 , 107.58
11.461 , 126.28 , 107.62
11.463 , 126.37 , 107.55
11.464 , 126.53 , 107.55
11.466 , 126.83 , 107.58
11.468 , 126.92 , 107.55
11.47 , 126.99 , 107.55
11.472 , 126.94 , 107.58
11.474 , 126.92 , 107.53
11.476 , 126.78 , 107.62
11.478 , 126.69 , 107.55
11.479 , 126.69 , 107.53
11.481 , 126.69 , 107.53
11.483 , 126.76 , 107.55
11.485 , 126.83 , 107.53
11.487 , 126.87 , 107.53
11.489 , 126.92 , 107.48
11.491 , 126.92 , 107.53
11.493 , 127.01 , 107.48
11.495 , 127.21 , 107.55
11.496 , 127.31 , 107.48
11.498 , 127.42 , 107.46
11.5 , 127.49 , 107.48
11.502 , 127.42 , 107.46
11.504 , 127.17 , 107.39
11.506 , 126.85 , 107.42
11.508 , 126.62 , 107.42
11.51 , 126.39 , 107.46
11.512 , 126.3 , 107.39
11.513 , 126.28 , 107.46
11.515 , 126.37 , 107.42
11.517 , 126.53 , 107.42
11.519 , 126.6 , 107.39
11.521 , 126.69 , 107.39
11.523 , 126.71 , 107.42
11.525 , 126.76 , 107.42
11.527 , 126.78 , 107.42
11.528 , 126.69 , 107.39
11.53 , 126.69 , 107.35
11.532 , 126.62 , 107.42
11.534 , 126.6 , 107.35
11.536 , 126.55 , 107.35
11.538 , 126.55 , 107.35
11.54 , 126.53 , 107.39
11.542 , 126.6 , 107.35
11.544 , 126.6 , 107.32
11.545 , 126.53 , 107.32
11.547 , 126.55 , 107.35
11.549 , 126.53 , 107.26
11.551 , 126.53 , 107.32
11.553 , 126.46 , 107.26
11.555 , 126.46 , 107.3
11.557 , 126.48 , 107.3
11.559 , 126.53 , 107.3
11.561 , 126.48 , 107.3
11.562 , 126.46 , 107.26
11.564 , 126.46 , 107.26
11.566 , 126.46 , 107.26
11.568 , 126.46 , 107.23
11.57 , 126.44 , 107.26
11.572 , 126.44 , 107.19
11.574 , 126.46 , 107.26
11.575 , 126.39 , 107.23
11.577 , 126.44 , 107.23
11.579 , 126.37 , 107.23
11.581 , 126.39 , 107.19
11.583 , 126.39 , 107.19
11.592 , 126.39 , 107.23
11.594 , 126.3 , 107.16
11.596 , 126.32 , 107.19
11.598 , 126.37 , 107.16
11.6 , 126.28 , 107.19
11.601 , 126.3 , 107.16
11.603 , 126.28 , 107.16
11.605 , 126.28 , 107.16
11.607 , 126.28 , 107.12
11.609 , 126.3 , 107.1
11.611 , 126.23 , 107.1
11.613 , 126.23 , 107.1
11.615 , 126.23 , 107.1
11.617 , 126.23 , 107.07
11.618 , 126.23 , 107.16
11.62 , 126.21 , 107.1
11.622 , 126.23 , 107.1
11.624 , 126.21 , 107.1
11.626 , 126.16 , 107.07
11.628 , 126.21 , 107.1
11.63 , 126.16 , 107.07
11.631 , 126.12 , 107.07
11.633 , 126.14 , 107.07
11.635 , 126.12 , 107.03
11.637 , 126.14 , 107.1
11.639 , 126.14 , 107.07
11.641 , 126.14 , 107.0
11.643 , 126.14 , 107.0
11.645 , 126.07 , 107.03
11.646 , 126.07 , 107.0
11.648 , 126.07 , 107.03
11.65 , 126.05 , 107.03
11.652 , 126.05 , 107.03
11.654 , 126.07 , 106.96
11.656 , 126.12 , 106.96
11.658 , 125.98 , 106.96
11.66 , 125.98 , 106.96
11.662 , 126.0 , 106.94
11.663 , 126.0 , 106.96
11.665 , 125.93 , 106.94
11.667 , 125.91 , 106.91
11.669 , 125.91 , 106.94
11.671 , 125.89 , 106.96
11.673 , 125.84 , 106.96
11.675 , 125.84 , 106.94
11.677 , 125.89 , 106.96
11.679 , 125.98 , 106.96
11.681 , 126.05 , 106.94
11.682 , 125.93 , 106.94
11.684 , 125.84 , 106.96
11.686 , 125.91 , 106.91
11.688 , 125.82 , 106.84
11.69 , 125.73 , 106.91
11.692 , 125.68 , 106.87
11.694 , 125.73 , 106.87
11.695 , 125.75 , 106.91
11.697 , 125.75 , 106.84
11.699 , 125.73 , 106.84
11.701 , 125.75 , 106.87
11.703 , 125.75 , 106.84
11.705 , 125.75 , 106.84
11.707 , 125.68 , 106.8
11.708 , 125.66 , 106.8
11.71 , 125.59 , 106.8
11.712 , 125.66 , 106.8
11.714 , 125.66 , 106.78
11.716 , 125.66 , 106.87
11.718 , 125.59 , 106.78
11.72 , 125.57 , 106.8
11.721 , 125.59 , 106.8
11.723 , 125.59 , 106.8
11.725 , 125.59 , 106.78
11.727 , 125.59 , 106.73
11.729 , 125.47 , 106.71
11.731 , 125.52 , 106.78
11.733 , 125.47 , 106.71
11.734 , 125.52 , 106.78
11.736 , 125.47 , 106.71
11.738 , 125.47 , 106.71
11.74 , 125.43 , 106.71
11.742 , 125.41 , 106.71
11.744 , 125.41 , 106.61
11.746 , 125.43 , 106.68
11.748 , 125.36 , 106.68
11.75 , 125.34 , 106.68
11.751 , 125.36 , 106.68
11.753 , 125.34 , 106.71
11.755 , 125.36 , 106.64
11.757 , 125.41 , 106.61
11.759 , 125.41 , 106.68
11.761 , 125.34 , 106.68
11.763 , 125.31 , 106.61
11.764 , 125.31 , 106.61
11.766 , 125.31 , 106.61
11.768 , 125.27 , 106.64
11.77 , 125.27 , 106.61
11.772 , 125.27 , 106.55
11.774 , 125.25 , 106.64
11.776 , 125.25 , 106.61
11.778 , 125.27 , 106.57
11.779 , 125.27 , 106.57
11.781 , 125.25 , 106.57
11.783 , 125.2 , 106.57
11.785 , 125.18 , 106.57
11.787 , 125.15 , 106.57
11.789 , 125.2 , 106.55
11.791 , 125.2 , 106.5
11.793 , 125.2 , 106.5
11.795 , 125.2 , 106.5
11.796 , 125.18 , 106.55
11.798 , 125.15 , 106.5
11.8 , 125.09 , 106.55
11.802 , 125.11 , 106.5
11.804 , 125.09 , 106.55
11.806 , 125.09 , 106.5
11.808 , 125.11 , 106.5
11.809 , 125.11 , 106.5
11.811 , 125.09 , 106.5
11.813 , 125.04 , 106.5
11.815 , 125.02 , 106.5
11.817 , 125.04 , 106.5
11.819 , 125.04 , 106.55
11.82 , 125.04 , 106.45
11.822 , 125.04 , 106.48
11.824 , 125.02 , 106.41
11.826 , 124.97 , 106.41
11.828 , 124.97 , 106.48
11.83 , 125.02 , 106.41
11.831 , 124.95 , 106.45
11.833 , 124.95 , 106.48
11.835 , 124.97 , 106.48
11.837 , 124.95 , 106.5
11.839 , 124.95 , 106.48
11.841 , 124.97 , 106.45
11.843 , 124.95 , 106.45
11.845 , 124.95 , 106.45
11.847 , 124.93 , 106.45
11.848 , 124.88 , 106.41
11.85 , 124.88 , 106.45
11.852 , 124.88 , 106.41
11.854 , 124.86 , 106.41
11.856 , 124.88 , 106.41
11.858 , 124.93 , 106.39
11.86 , 124.88 , 106.45
11.862 , 124.88 , 106.39
11.863 , 124.95 , 106.34
11.865 , 124.86 , 106.39
11.867 , 124.86 , 106.39
11.869 , 124.81 , 106.39
11.871 , 124.79 , 106.34
11.873 , 124.81 , 106.34
11.875 , 124.81 , 106.34
11.877 , 124.86 , 106.32
11.879 , 124.81 , 106.34
11.881 , 124.81 , 106.32
11.883 , 124.81 , 106.27
11.885 , 124.81 , 106.32
11.886 , 124.77 , 106.27
11.888 , 124.72 , 106.32
11.89 , 124.72 , 106.32
11.892 , 124.77 , 106.27
11.894 , 124.77 , 106.27
11.896 , 124.72 , 106.25
11.898 , 124.72 , 106.25
11.9 , 124.77 , 106.27
11.902 , 124.72 , 106.25
11.903 , 124.65 , 106.25
11.905 , 124.65 , 106.23
11.907 , 124.72 , 106.25
11.909 , 124.7 , 106.25
11.911 , 124.7 , 106.23
11.913 , 124.65 , 106.23
11.914 , 124.63 , 106.23
11.916 , 124.61 , 106.23
11.918 , 124.63 , 106.23
11.92 , 124.65 , 106.18
11.922 , 124.56 , 106.23
11.924 , 124.56 , 106.23
11.926 , 124.61 , 106.18
11.927 , 124.56 , 106.18
11.929 , 124.56 , 106.11
11.931 , 124.61 , 106.18
11.933 , 124.49 , 106.16
11.935 , 124.54 , 106.11
11.937 , 124.49 , 106.18
11.939 , 124.49 , 106.11
11.941 , 124.54 , 106.11
11.942 , 124.49 , 106.16
11.944 , 124.49 , 106.11
11.946 , 124.49 , 106.16
11.948 , 124.47 , 106.11
11.95 , 124.49 , 106.09
11.952 , 124.47 , 106.11
11.961 , 124.38 , 106.09
11.963 , 124.38 , 106.07
11.965 , 124.4 , 106.07
11.967 , 124.38 , 106.02
11.968 , 124.4 , 106.07
11.97 , 124.38 , 106.07
11.972 , 124.38 , 106.07
11.974 , 124.33 , 106.02
11.976 , 124.38 , 106.07
11.978 , 124.33 , 106.02
11.98 , 124.33 , 106.02
11.982 , 124.33 , 106.02
11.983 , 124.33 , 106.0
11.985 , 124.31 , 106.02
11.987 , 124.31 , 106.02
11.989 , 124.24 , 106.0
11.991 , 124.26 , 106.0
11.993 , 124.26 , 105.95
11.995 , 124.26 , 106.0
11.997 , 124.26 , 105.95
11.999 , 124.26 , 105.93
12.0 , 124.26 , 105.95
12.002 , 124.31 , 105.95
12.004 , 124.26 , 105.93
12.006 , 124.24 , 105.95
12.008 , 124.24 , 105.93
12.01 , 124.24 , 105.93
12.012 , 124.24 , 105.93
12.013 , 124.22 , 105.93
12.015 , 124.24 , 105.93
12.017 , 124.24 , 105.88
12.019 , 124.22 , 105.86
12.021 , 124.24 , 105.86
12.023 , 124.24 , 105.86
12.024 , 124.22 , 105.95
12.026 , 124.17 , 105.88
12.028 , 124.17 , 105.93
12.03 , 124.22 , 105.95
12.032 , 124.17 , 105.93
12.034 , 124.17 , 105.93
12.036 , 124.17 , 105.88
12.038 , 124.17 , 105.86
12.039 , 124.15 , 105.88
12.041 , 124.15 , 105.86
12.043 , 124.15 , 105.88
12.045 , 124.17 , 105.84
12.047 , 124.17 , 105.84
12.049 , 124.1 , 105.84
12.051 , 124.1 , 105.84
12.053 , 124.15 , 105.84
12.054 , 124.17 , 105.79
12.056 , 124.1 , 105.79
12.058 , 124.1 , 105.84
12.06 , 124.1 , 105.84
12.062 , 124.1 , 105.79
12.064 , 124.1 , 105.79
12.066 , 124.15 , 105.77
12.068 , 124.08 , 105.79
12.07 , 124.08 , 105.7
12.072 , 124.1 , 105.7
12.073 , 124.08 , 105.7
12.075 , 124.08 , 105.77
12.077 , 124.01 , 105.7
12.079 , 124.03 , 105.68
12.081 , 124.01 , 105.7
12.083 , 124.03 , 105.7
12.085 , 124.01 , 105.7
12.087 , 124.01 , 105.63
12.088 , 124.01 , 105.7
12.09 , 124.01 , 105.7
12.092 , 124.03 , 105.68
12.094 , 124.01 , 105.7
12.096 , 124.03 , 105.61
12.098 , 124.01 , 105.63
12.1 , 123.99 , 105.61
12.101 , 123.94 , 105.63
12.103 , 123.99 , 105.63
12.105 , 124.01 , 105.61
12.107 , 123.99 , 105.61
12.109 , 124.01 , 105.61
12.111 , 123.94 , 105.58
12.112 , 123.99 , 105.58
12.114 , 123.94 , 105.63
12.116 , 123.94 , 105.58
12.118 , 123.99 , 105.61
12.12 , 123.92 , 105.58
12.122 , 123.94 , 105.52
12.124 , 123.92 , 105.52
12.126 , 123.92 , 105.54
12.127 , 123.92 , 105.47
12.129 , 123.92 , 105.45
12.131 , 123.87 , 105.47
12.133 , 123.92 , 105.47
12.135 , 123.87 , 105.52
12.137 , 123.92 , 105.54
12.139 , 123.92 , 105.47
12.141 , 123.87 , 105.52
12.142 , 123.85 , 105.45
12.144 , 123.87 , 105.47
12.146 , 123.87 , 105.54
12.148 , 123.92 , 105.45
12.15 , 123.92 , 105.45
12.152 , 123.87 , 105.4
12.154 , 123.94 , 105.45
12.155 , 123.94 , 105.52
12.157 , 123.94 , 105.47
12.159 , 123.94 , 105.45
12.161 , 123.92 , 105.45
12.163 , 123.87 , 105.4
12.165 , 123.87 , 105.45
12.167 , 123.85 , 105.4
12.168 , 123.85 , 105.4
12.17 , 123.85 , 105.45
12.172 , 123.83 , 105.38
12.174 , 123.85 , 105.4
12.176 , 123.85 , 105.4
12.178 , 123.87 , 105.38
12.18 , 123.85 , 105.4
12.181 , 123.83 , 105.4
12.183 , 123.85 , 105.38
12.185 , 123.83 , 105.38
12.187 , 123.85 , 105.4
12.189 , 123.85 , 105.38
12.191 , 123.83 , 105.38
12.193 , 123.83 , 105.4
12.195 , 123.83 , 105.38
12.197 , 123.83 , 105.38
12.198 , 123.85 , 105.31
12.2 , 123.85 , 105.36
12.202 , 123.85 , 105.31
