t, Cuff Pressure, Target Pressure
8.781 , 113.82 , 150
8.782 , 113.8 , 150
8.783 , 113.8 , 150
8.784 , 113.8 , 150
8.785 , 113.82 , 150
8.786 , 113.8 , 150
8.786 , 113.82 , 150
8.787 , 113.82 , 150
8.788 , 113.87 , 150
8.789 , 113.82 , 150
8.79 , 113.82 , 150
8.791 , 113.82 , 150
8.792 , 113.82 , 150
8.793 , 113.8 , 150
8.794 , 113.82 , 150
8.794 , 113.82 , 150
8.795 , 113.8 , 150
8.796 , 113.8 , 150
8.797 , 113.8 , 150
8.798 , 113.76 , 150
8.799 , 113.71 , 150
8.8 , 113.76 , 150
8.8 , 113.76 , 150
8.801 , 113.76 , 150
8.802 , 113.71 , 150
8.803 , 113.73 , 150
8.804 , 113.73 , 150
8.805 , 113.73 , 150
8.805 , 113.73 , 150
8.806 , 113.73 , 150
8.807 , 113.71 , 150
8.808 , 113.73 , 150
8.809 , 113.71 , 150
8.81 , 113.66 , 150
8.81 , 113.73 , 150
8.811 , 113.73 , 150
8.812 , 113.76 , 150
8.813 , 113.73 , 150
8.814 , 113.73 , 150
8.815 , 113.76 , 150
8.815 , 113.76 , 150
8.816 , 113.73 , 150
8.817 , 113.71 , 150
8.818 , 113.73 , 150
8.819 , 113.71 , 150
8.82 , 113.73 , 150
8.821 , 113.66 , 150
8.821 , 113.71 , 150
8.822 , 113.66 , 150
8.823 , 113.66 , 150
8.824 , 113.64 , 150
8.825 , 113.64 , 150
8.826 , 113.64 , 150
8.826 , 113.64 , 150
8.827 , 113.64 , 150
8.828 , 113.6 , 150
8.829 , 113.64 , 150
8.83 , 113.64 , 150
8.831 , 113.64 , 150
8.832 , 113.6 , 150
8.833 , 113.6 , 150
8.834 , 113.66 , 150
8.834 , 113.64 , 150
8.835 , 113.6 , 150
8.836 , 113.57 , 150
8.837 , 113.6 , 150
8.838 , 113.64 , 150
8.839 , 113.57 , 150
8.84 , 113.64 , 150
8.841 , 113.64 , 150
8.841 , 113.57 , 150
8.842 , 113.57 , 150
8.843 , 113.57 , 150
8.844 , 113.57 , 150
8.845 , 113.57 , 150
8.846 , 113.57 , 150
8.847 , 113.53 , 150
8.848 , 113.5 , 150
8.848 , 113.53 , 150
8.849 , 113.53 , 150
8.85 , 113.48 , 150
8.851 , 113.48 , 150
8.852 , 113.48 , 150
8.853 , 113.48 , 150
8.854 , 113.5 , 150
8.854 , 113.48 , 150
8.855 , 113.5 , 150
8.856 , 113.5 , 150
8.857 , 113.48 , 150
8.858 , 113.48 , 150
8.859 , 113.5 , 150
8.859 , 113.48 , 150
8.86 , 113.5 , 150
8.861 , 113.5 , 150
8.862 , 113.53 , 150
8.863 , 113.5 , 150
8.864 , 113.5 , 150
8.864 , 113.5 , 150
8.865 , 113.53 , 150
8.866 , 113.5 , 150
8.867 , 113.53 , 150
8.868 , 113.48 , 150
8.869 , 113.48 , 150
8.869 , 113.48 , 150
8.87 , 113.48 , 150
8.871 , 113.44 , 150
8.872 , 113.44 , 150
8.873 , 113.48 , 150
8.874 , 113.44 , 150
8.875 , 113.41 , 150
8.875 , 113.41 , 150
8.876 , 113.41 , 150
8.877 , 113.44 , 150
8.878 , 113.37 , 150
8.879 , 113.41 , 150
8.88 , 113.41 , 150
8.88 , 113.41 , 150
8.881 , 113.37 , 150
8.882 , 113.41 , 150
8.883 , 113.44 , 150
8.884 , 113.41 , 150
8.885 , 113.37 , 150
8.885 , 113.44 , 150
8.886 , 113.41 , 150
8.887 , 113.44 , 150
8.888 , 113.44 , 150
8.889 , 113.48 , 150
8.89 , 113.41 , 150
8.89 , 113.41 , 150
8.891 , 113.41 , 150
8.892 , 113.44 , 150
8.893 , 113.37 , 150
8.894 , 113.37 , 150
8.895 , 113.37 , 150
8.895 , 113.37 , 150
8.896 , 113.37 , 150
8.897 , 113.3 , 150
8.898 , 113.34 , 150
8.899 , 113.34 , 150
8.9 , 113.3 , 150
8.901 , 113.34 , 150
8.901 , 113.37 , 150
8.902 , 113.3 , 150
8.903 , 113.34 , 150
8.904 , 113.3 , 150
8.905 , 113.3 , 150
8.906 , 113.34 , 150
8.906 , 113.3 , 150
8.907 , 113.3 , 150
8.908 , 113.34 , 150
8.909 , 113.3 , 150
8.91 , 113.34 , 150
8.911 , 113.34 , 150
8.912 , 113.34 , 150
8.912 , 113.34 , 150
8.913 , 113.37 , 150
8.914 , 113.3 , 150
8.915 , 113.34 , 150
8.916 , 113.34 , 150
8.917 , 113.3 , 150
8.918 , 113.3 , 150
8.918 , 113.28 , 150
8.919 , 113.28 , 150
8.92 , 113.28 , 150
8.921 , 113.3 , 150
8.922 , 113.28 , 150
8.923 , 113.28 , 150
8.924 , 113.25 , 150
8.924 , 113.21 , 150
8.925 , 113.25 , 150
8.926 , 113.28 , 150
8.927 , 113.21 , 150
8.928 , 113.21 , 150
8.929 , 113.25 , 150
8.93 , 113.21 , 150
8.93 , 113.25 , 150
8.931 , 113.25 , 150
8.932 , 113.25 , 150
8.933 , 113.21 , 150
8.934 , 113.25 , 150
8.935 , 113.25 , 150
8.935 , 113.25 , 150
8.936 , 113.25 , 150
8.937 , 113.25 , 150
8.938 , 113.25 , 150
8.939 , 113.3 , 150
8.94 , 113.3 , 150
8.94 , 113.3 , 150
8.941 , 113.3 , 150
8.942 , 113.28 , 150
8.943 , 113.28 , 150
8.944 , 113.28 , 150
8.945 , 113.28 , 150
8.946 , 113.28 , 150
8.947 , 113.25 , 150
8.947 , 113.25 , 150
8.948 , 113.21 , 150
8.949 , 113.21 , 150
8.95 , 113.21 , 150
8.951 , 113.18 , 150
8.952 , 113.21 , 150
8.953 , 113.21 , 150
8.953 , 113.21 , 150
8.954 , 113.18 , 150
8.955 , 113.18 , 150
8.956 , 113.25 , 150
8.957 , 113.18 , 150
8.958 , 113.21 , 150
8.959 , 113.18 , 150
8.959 , 113.25 , 150
8.96 , 113.18 , 150
8.961 , 113.25 , 150
8.962 , 113.21 , 150
8.963 , 113.25 , 150
8.964 , 113.21 , 150
8.964 , 113.18 , 150
8.965 , 113.21 , 150
8.966 , 113.21 , 150
8.967 , 113.18 , 150
8.968 , 113.18 , 150
8.969 , 113.18 , 150
8.97 , 113.18 , 150
8.97 , 113.14 , 150
8.971 , 113.14 , 150
8.972 , 113.14 , 150
8.973 , 113.14 , 150
8.974 , 113.14 , 150
8.975 , 113.14 , 150
8.976 , 113.14 , 150
8.977 , 113.14 , 150
8.977 , 113.14 , 150
8.978 , 113.12 , 150
8.979 , 113.12 , 150
8.98 , 113.12 , 150
8.981 , 113.07 , 150
8.982 , 113.12 , 150
8.982 , 113.12 , 150
8.983 , 113.12 , 150
8.984 , 113.14 , 150
8.985 , 113.12 , 150
8.986 , 113.12 , 150
8.987 , 113.14 , 150
8.988 , 113.12 , 150
8.988 , 113.12 , 150
8.989 , 113.14 , 150
8.99 , 113.12 , 150
8.991 , 113.12 , 150
8.992 , 113.14 , 150
8.993 , 113.12 , 150
8.994 , 113.07 , 150
8.994 , 113.07 , 150
8.995 , 113.07 , 150
8.996 , 113.07 , 150
8.997 , 113.02 , 150
8.998 , 113.05 , 150
8.999 , 113.05 , 150
9.0 , 113.05 , 150
9.0 , 113.02 , 150
9.001 , 113.02 , 150
9.002 , 113.02 , 150
9.003 , 113.05 , 150
9.004 , 113.02 , 150
9.005 , 113.05 , 150
9.005 , 113.07 , 150
9.006 , 113.02 , 150
9.007 , 113.02 , 150
9.008 , 113.05 , 150
9.009 , 113.05 , 150
9.01 , 113.05 , 150
9.01 , 113.07 , 150
9.011 , 113.07 , 150
9.012 , 113.07 , 150
9.013 , 113.05 , 150
9.014 , 113.02 , 150
9.015 , 113.05 , 150
9.015 , 113.02 , 150
9.016 , 113.02 , 150
9.017 , 113.05 , 150
9.018 , 113.02 , 150
9.019 , 112.98 , 150
9.02 , 112.98 , 150
9.02 , 113.02 , 150
9.021 , 112.98 , 150
9.022 , 112.98 , 150
9.023 , 112.98 , 150
9.024 , 112.95 , 150
9.025 , 112.98 , 150
9.025 , 112.95 , 150
9.026 , 112.95 , 150
9.027 , 112.98 , 150
9.028 , 112.91 , 150
9.029 , 112.95 , 150
9.03 , 112.95 , 150
9.031 , 112.95 , 150
9.031 , 112.95 , 150
9.032 , 112.98 , 150
9.033 , 112.95 , 150
9.034 , 112.98 , 150
9.035 , 112.98 , 150
9.036 , 112.98 , 150
9.036 , 112.95 , 150
9.037 , 112.95 , 150
9.038 , 112.98 , 150
9.039 , 112.91 , 150
9.04 , 112.95 , 150
9.041 , 112.91 , 150
9.042 , 112.95 , 150
9.042 , 112.82 , 150
9.043 , 112.82 , 150
9.044 , 112.84 , 150
9.045 , 112.82 , 150
9.046 , 112.79 , 150
9.047 , 112.75 , 150
9.048 , 112.75 , 150
9.048 , 112.75 , 150
9.049 , 112.79 , 150
9.05 , 112.82 , 150
9.051 , 112.82 , 150
9.052 , 112.82 , 150
9.053 , 112.89 , 150
9.054 , 112.91 , 150
9.054 , 112.95 , 150
9.055 , 112.89 , 150
9.056 , 112.95 , 150
9.057 , 112.98 , 150
9.058 , 112.98 , 150
9.059 , 113.02 , 150
9.06 , 113.02 , 150
9.06 , 113.02 , 150
9.061 , 112.98 , 150
9.062 , 112.98 , 150
9.063 , 112.98 , 150
9.064 , 112.95 , 150
9.065 , 112.95 , 150
9.066 , 112.89 , 150
9.066 , 112.89 , 150
9.067 , 112.89 , 150
9.068 , 112.89 , 150
9.069 , 112.84 , 150
9.07 , 112.84 , 150
9.071 , 112.84 , 150
9.072 , 112.84 , 150
9.073 , 112.89 , 150
9.073 , 112.89 , 150
9.074 , 112.84 , 150
9.075 , 112.89 , 150
9.076 , 112.89 , 150
9.077 , 112.89 , 150
9.078 , 112.89 , 150
9.079 , 112.89 , 150
9.08 , 112.89 , 150
9.081 , 112.89 , 150
9.081 , 112.91 , 150
9.082 , 112.95 , 150
9.083 , 112.91 , 150
9.084 , 112.89 , 150
9.085 , 112.89 , 150
9.086 , 112.89 , 150
9.086 , 112.91 , 150
9.087 , 112.89 , 150
9.088 , 112.89 , 150
9.089 , 112.91 , 150
9.09 , 112.89 , 150
9.091 , 112.89 , 150
9.092 , 112.91 , 150
9.093 , 112.84 , 150
9.093 , 112.89 , 150
9.094 , 112.89 , 150
9.095 , 112.89 , 150
9.096 , 112.89 , 150
9.097 , 112.89 , 150
9.098 , 112.89 , 150
9.099 , 112.89 , 150
9.1 , 112.89 , 150
9.1 , 112.89 , 150
9.101 , 112.91 , 150
9.102 , 112.91 , 150
9.111 , 112.91 , 150
9.112 , 112.91 , 150
9.112 , 112.91 , 150
9.113 , 112.98 , 150
9.114 , 113.02 , 150
9.115 , 113.05 , 150
9.116 , 113.14 , 150
9.117 , 113.14 , 150
9.117 , 113.28 , 150
9.118 , 113.37 , 150
9.119 , 113.53 , 150
9.12 , 113.71 , 150
9.121 , 113.82 , 150
9.122 , 113.87 , 150
9.123 , 113.87 , 150
9.123 , 113.87 , 150
9.124 , 113.87 , 150
9.125 , 113.89 , 150
9.126 , 113.94 , 150
9.127 , 113.87 , 150
9.128 , 113.82 , 150
9.128 , 113.8 , 150
9.129 , 113.73 , 150
9.13 , 113.71 , 150
9.131 , 113.73 , 150
9.132 , 113.66 , 150
9.133 , 113.64 , 150
9.133 , 113.57 , 150
9.134 , 113.57 , 150
9.135 , 113.64 , 150
9.136 , 113.73 , 150
9.137 , 113.76 , 150
9.138 , 113.76 , 150
9.139 , 113.82 , 150
9.139 , 113.87 , 150
9.14 , 113.94 , 150
9.141 , 113.94 , 150
9.142 , 113.98 , 150
9.143 , 114.03 , 150
9.144 , 114.05 , 150
9.145 , 114.12 , 150
9.145 , 114.17 , 150
9.146 , 114.28 , 150
9.147 , 114.35 , 150
9.148 , 114.4 , 150
9.149 , 114.49 , 150
9.15 , 114.56 , 150
9.151 , 114.56 , 150
9.151 , 114.63 , 150
9.152 , 114.63 , 150
9.153 , 114.72 , 150
9.154 , 114.72 , 150
9.155 , 114.76 , 150
9.156 , 114.74 , 150
9.156 , 114.81 , 150
9.157 , 114.81 , 150
9.158 , 114.81 , 150
9.159 , 114.76 , 150
9.16 , 114.83 , 150
9.161 , 114.81 , 150
9.162 , 114.83 , 150
9.162 , 114.83 , 150
9.163 , 114.83 , 150
9.164 , 114.83 , 150
9.165 , 114.88 , 150
9.166 , 114.95 , 150
9.167 , 114.97 , 150
9.168 , 114.97 , 150
9.168 , 114.99 , 150
9.169 , 115.06 , 150
9.17 , 115.04 , 150
9.171 , 115.11 , 150
9.172 , 115.11 , 150
9.173 , 115.13 , 150
9.173 , 115.13 , 150
9.174 , 115.18 , 150
9.175 , 115.18 , 150
9.176 , 115.2 , 150
9.177 , 115.22 , 150
9.178 , 115.22 , 150
9.179 , 115.27 , 150
9.179 , 115.27 , 150
9.18 , 115.29 , 150
9.181 , 115.29 , 150
9.182 , 115.34 , 150
9.183 , 115.36 , 150
9.184 , 115.36 , 150
9.185 , 115.4 , 150
9.185 , 115.43 , 150
9.186 , 115.4 , 150
9.187 , 115.43 , 150
9.188 , 115.45 , 150
9.189 , 115.5 , 150
9.19 , 115.5 , 150
9.19 , 115.52 , 150
9.191 , 115.52 , 150
9.192 , 115.4 , 150
9.193 , 115.27 , 150
9.194 , 115.04 , 150
9.195 , 114.88 , 150
9.196 , 114.63 , 150
9.196 , 114.35 , 150
9.197 , 114.33 , 150
9.198 , 114.17 , 150
9.199 , 114.12 , 150
9.2 , 114.05 , 150
9.201 , 113.98 , 150
9.202 , 113.96 , 150
9.202 , 113.98 , 150
9.203 , 114.03 , 150
9.204 , 114.1 , 150
9.205 , 114.17 , 150
9.206 , 114.26 , 150
9.207 , 114.35 , 150
9.208 , 114.49 , 150
9.208 , 114.51 , 150
9.209 , 114.63 , 150
9.21 , 114.65 , 150
9.211 , 114.72 , 150
9.212 , 114.76 , 150
9.212 , 114.81 , 150
9.213 , 114.81 , 150
9.214 , 114.81 , 150
9.215 , 114.81 , 150
9.216 , 114.76 , 150
9.217 , 114.76 , 150
9.218 , 114.65 , 150
9.218 , 114.58 , 150
9.219 , 114.58 , 150
9.22 , 114.56 , 150
9.221 , 114.51 , 150
9.222 , 114.47 , 150
9.223 , 114.49 , 150
9.224 , 114.47 , 150
9.224 , 114.42 , 150
9.225 , 114.42 , 150
9.226 , 114.47 , 150
9.227 , 114.51 , 150
9.228 , 114.49 , 150
9.229 , 114.49 , 150
9.229 , 114.49 , 150
9.23 , 114.49 , 150
9.231 , 114.51 , 150
9.232 , 114.56 , 150
9.233 , 114.56 , 150
9.234 , 114.51 , 150
9.235 , 114.51 , 150
9.235 , 114.56 , 150
9.236 , 114.56 , 150
9.237 , 114.51 , 150
9.238 , 114.51 , 150
9.239 , 114.51 , 150
9.24 , 114.49 , 150
9.241 , 114.51 , 150
9.241 , 114.49 , 150
9.242 , 114.49 , 150
9.243 , 114.47 , 150
9.244 , 114.49 , 150
9.245 , 114.51 , 150
9.246 , 114.47 , 150
9.246 , 114.49 , 150
9.247 , 114.49 , 150
9.248 , 114.51 , 150
9.249 , 114.51 , 150
9.25 , 114.56 , 150
9.251 , 114.51 , 150
9.251 , 114.56 , 150
9.252 , 114.56 , 150
9.253 , 114.56 , 150
9.254 , 114.51 , 150
9.255 , 114.56 , 150
9.256 , 114.56 , 150
9.257 , 114.51 , 150
9.258 , 114.56 , 150
9.258 , 114.56 , 150
9.259 , 114.56 , 150
9.26 , 114.51 , 150
9.261 , 114.51 , 150
9.262 , 114.51 , 150
9.263 , 114.49 , 150
9.264 , 114.51 , 150
9.264 , 114.51 , 150
9.265 , 114.51 , 150
9.266 , 114.51 , 150
9.267 , 114.51 , 150
9.268 , 114.51 , 150
9.268 , 114.49 , 150
9.269 , 114.49 , 150
9.27 , 114.51 , 150
9.271 , 114.51 , 150
9.272 , 114.49 , 150
9.273 , 114.51 , 150
9.274 , 114.51 , 150
9.274 , 114.51 , 150
9.275 , 114.51 , 150
9.276 , 114.51 , 150
9.277 , 114.49 , 150
9.278 , 114.51 , 150
9.279 , 114.51 , 150
9.279 , 114.49 , 150
9.28 , 114.51 , 150
9.281 , 114.51 , 150
9.282 , 114.51 , 150
9.283 , 114.56 , 150
9.284 , 114.49 , 150
9.285 , 114.51 , 150
9.285 , 114.49 , 150
9.286 , 114.49 , 150
9.287 , 114.51 , 150
9.288 , 114.51 , 150
9.289 , 114.51 , 150
9.29 , 114.56 , 150
9.291 , 114.51 , 150
9.291 , 114.51 , 150
9.292 , 114.49 , 150
9.293 , 114.51 , 150
9.294 , 114.56 , 150
9.295 , 114.56 , 150
9.296 , 114.51 , 150
9.296 , 114.56 , 150
9.297 , 114.51 , 150
9.298 , 114.56 , 150
9.299 , 114.49 , 150
9.3 , 114.51 , 150
9.301 , 114.49 , 150
9.302 , 114.51 , 150
9.302 , 114.49 , 150
9.303 , 114.51 , 150
9.304 , 114.47 , 150
9.305 , 114.56 , 150
9.306 , 114.51 , 150
9.307 , 114.49 , 150
9.308 , 114.49 , 150
9.308 , 114.51 , 150
9.309 , 114.49 , 150
9.31 , 114.49 , 150
9.311 , 114.51 , 150
9.312 , 114.49 , 150
9.313 , 114.47 , 150
9.314 , 114.51 , 150
9.314 , 114.49 , 150
9.315 , 114.49 , 150
9.316 , 114.49 , 150
9.317 , 114.51 , 150
9.318 , 114.49 , 150
9.319 , 114.51 , 150
9.319 , 114.49 , 150
9.32 , 114.51 , 150
9.321 , 114.49 , 150
9.322 , 114.51 , 150
9.323 , 114.49 , 150
9.324 , 114.49 , 150
9.325 , 114.51 , 150
9.325 , 114.49 , 150
9.326 , 114.51 , 150
9.327 , 114.47 , 150
9.328 , 114.49 , 150
9.329 , 114.49 , 150
9.33 , 114.51 , 150
9.331 , 114.49 , 150
9.331 , 114.51 , 150
9.332 , 114.51 , 150
9.333 , 114.56 , 150
9.334 , 114.56 , 150
9.335 , 114.47 , 150
9.336 , 114.42 , 150
9.337 , 114.4 , 150
9.337 , 114.4 , 150
9.338 , 114.4 , 150
9.339 , 114.4 , 150
9.34 , 114.33 , 150
9.341 , 114.33 , 150
9.342 , 114.28 , 150
9.342 , 114.28 , 150
9.343 , 114.28 , 150
9.344 , 114.26 , 150
9.345 , 114.26 , 150
9.346 , 114.28 , 150
9.347 , 114.28 , 150
9.347 , 114.33 , 150
9.348 , 114.33 , 150
9.349 , 114.35 , 150
9.35 , 114.4 , 150
9.351 , 114.4 , 150
9.352 , 114.35 , 150
9.353 , 114.35 , 150
9.353 , 114.35 , 150
9.354 , 114.4 , 150
9.355 , 114.35 , 150
9.356 , 114.33 , 150
9.357 , 114.35 , 150
9.358 , 114.28 , 150
9.359 , 114.33 , 150
9.359 , 114.33 , 150
9.36 , 114.33 , 150
9.361 , 114.28 , 150
9.362 , 114.26 , 150
9.363 , 114.28 , 150
9.364 , 114.26 , 150
9.364 , 114.28 , 150
9.365 , 114.28 , 150
9.366 , 114.28 , 150
9.367 , 114.26 , 150
9.368 , 114.26 , 150
9.369 , 114.28 , 150
9.37 , 114.26 , 150
9.37 , 114.28 , 150
9.371 , 114.26 , 150
9.372 , 114.26 , 150
9.373 , 114.28 , 150
9.374 , 114.26 , 150
9.375 , 114.26 , 150
9.376 , 114.26 , 150
9.376 , 114.24 , 150
9.377 , 114.24 , 150
9.378 , 114.19 , 150
9.379 , 114.17 , 150
9.38 , 114.24 , 150
9.381 , 114.24 , 150
9.382 , 114.24 , 150
9.382 , 114.24 , 150
9.383 , 114.26 , 150
9.384 , 114.19 , 150
9.385 , 114.19 , 150
9.386 , 114.17 , 150
9.387 , 114.19 , 150
9.388 , 114.12 , 150
9.388 , 114.12 , 150
9.389 , 114.1 , 150
9.39 , 114.12 , 150
9.391 , 114.1 , 150
9.392 , 114.12 , 150
9.393 , 114.1 , 150
9.394 , 114.1 , 150
9.394 , 114.05 , 150
9.395 , 114.05 , 150
9.396 , 114.1 , 150
9.397 , 114.1 , 150
9.398 , 114.1 , 150
9.399 , 114.1 , 150
9.4 , 114.12 , 150
9.4 , 114.1 , 150
9.401 , 114.12 , 150
9.402 , 114.1 , 150
9.403 , 114.1 , 150
9.404 , 114.1 , 150
9.405 , 114.1 , 150
9.406 , 114.05 , 150
9.406 , 114.1 , 150
9.407 , 114.03 , 150
9.408 , 114.03 , 150
9.409 , 114.03 , 150
9.41 , 114.03 , 150
9.411 , 113.96 , 150
9.412 , 114.03 , 150
9.412 , 113.96 , 150
9.413 , 113.94 , 150
9.414 , 113.96 , 150
9.415 , 113.98 , 150
9.416 , 113.98 , 150
9.417 , 113.98 , 150
9.418 , 114.03 , 150
9.418 , 113.98 , 150
9.419 , 113.98 , 150
9.42 , 113.98 , 150
9.421 , 113.96 , 150
9.422 , 113.98 , 150
9.423 , 113.98 , 150
9.424 , 113.94 , 150
9.424 , 113.96 , 150
9.425 , 113.96 , 150
9.426 , 113.94 , 150
9.427 , 113.94 , 150
9.428 , 113.94 , 150
9.429 , 113.94 , 150
9.43 , 113.94 , 150
9.43 , 113.89 , 150
9.431 , 113.89 , 150
9.432 , 113.89 , 150
9.433 , 113.89 , 150
9.434 , 113.94 , 150
9.435 , 113.89 , 150
9.436 , 113.89 , 150
9.436 , 113.94 , 150
9.437 , 113.89 , 150
9.438 , 113.89 , 150
9.439 , 113.94 , 150
9.44 , 113.89 , 150
9.441 , 113.94 , 150
9.442 , 113.89 , 150
9.443 , 113.89 , 150
9.443 , 113.89 , 150
9.444 , 113.89 , 150
9.445 , 113.89 , 150
9.446 , 113.89 , 150
9.447 , 113.94 , 150
9.448 , 113.94 , 150
9.449 , 113.94 , 150
9.449 , 113.89 , 150
9.45 , 113.89 , 150
9.451 , 113.89 , 150
9.452 , 113.89 , 150
9.453 , 113.89 , 150
9.454 , 113.87 , 150
9.455 , 113.87 , 150
9.456 , 113.87 , 150
9.456 , 113.87 , 150
9.457 , 113.87 , 150
9.458 , 113.87 , 150
9.459 , 113.87 , 150
9.46 , 113.8 , 150
9.461 , 113.8 , 150
9.461 , 113.8 , 150
9.462 , 113.82 , 150
9.463 , 113.82 , 150
9.464 , 113.8 , 150
9.465 , 113.8 , 150
9.466 , 113.8 , 150
9.467 , 113.76 , 150
9.467 , 113.82 , 150
9.468 , 113.8 , 150
9.469 , 113.8 , 150
9.47 , 113.8 , 150
9.471 , 113.8 , 150
9.471 , 113.76 , 150
9.472 , 113.76 , 150
9.473 , 113.8 , 150
9.474 , 113.76 , 150
9.475 , 113.76 , 150
9.476 , 113.8 , 150
9.477 , 113.82 , 150
9.477 , 113.8 , 150
9.478 , 113.82 , 150
9.479 , 113.8 , 150
9.48 , 113.82 , 150
9.481 , 113.8 , 150
9.482 , 113.8 , 150
9.483 , 113.8 , 150
9.483 , 113.73 , 150
9.484 , 113.76 , 150
9.485 , 113.76 , 150
9.486 , 113.76 , 150
9.487 , 113.73 , 150
9.488 , 113.73 , 150
9.488 , 113.73 , 150
9.489 , 113.71 , 150
9.49 , 113.73 , 150
9.491 , 113.73 , 150
9.492 , 113.66 , 150
9.493 , 113.66 , 150
9.493 , 113.66 , 150
9.494 , 113.66 , 150
9.495 , 113.64 , 150
9.496 , 113.66 , 150
9.497 , 113.73 , 150
9.498 , 113.71 , 150
9.499 , 113.71 , 150
9.5 , 113.73 , 150
9.5 , 113.71 , 150
9.501 , 113.73 , 150
9.502 , 113.76 , 150
9.503 , 113.73 , 150
9.504 , 113.71 , 150
9.504 , 113.71 , 150
9.505 , 113.66 , 150
9.506 , 113.73 , 150
9.507 , 113.64 , 150
9.508 , 113.64 , 150
9.509 , 113.66 , 150
9.51 , 113.64 , 150
9.51 , 113.64 , 150
9.511 , 113.6 , 150
9.512 , 113.64 , 150
9.513 , 113.6 , 150
9.514 , 113.6 , 150
9.515 , 113.57 , 150
9.516 , 113.6 , 150
9.517 , 113.57 , 150
9.517 , 113.6 , 150
9.518 , 113.6 , 150
9.519 , 113.57 , 150
9.52 , 113.57 , 150
9.521 , 113.57 , 150
9.522 , 113.6 , 150
9.523 , 113.57 , 150
9.524 , 113.6 , 150
9.524 , 113.6 , 150
9.525 , 113.6 , 150
9.526 , 113.6 , 150
9.527 , 113.6 , 150
9.528 , 113.6 , 150
9.529 , 113.57 , 150
9.53 , 113.6 , 150
9.531 , 113.6 , 150
9.531 , 113.57 , 150
9.532 , 113.57 , 150
9.533 , 113.57 , 150
9.534 , 113.53 , 150
9.535 , 113.53 , 150
9.536 , 113.5 , 150
9.537 , 113.53 , 150
9.537 , 113.5 , 150
9.538 , 113.5 , 150
9.539 , 113.48 , 150
9.54 , 113.5 , 150
9.541 , 113.53 , 150
9.542 , 113.5 , 150
9.543 , 113.5 , 150
9.543 , 113.48 , 150
9.544 , 113.5 , 150
9.545 , 113.5 , 150
9.546 , 113.48 , 150
9.547 , 113.53 , 150
9.548 , 113.53 , 150
9.548 , 113.5 , 150
9.549 , 113.53 , 150
9.55 , 113.53 , 150
9.551 , 113.5 , 150
9.552 , 113.5 , 150
9.553 , 113.5 , 150
9.553 , 113.5 , 150
9.554 , 113.48 , 150
9.555 , 113.48 , 150
9.556 , 113.48 , 150
9.557 , 113.44 , 150
9.558 , 113.44 , 150
9.558 , 113.44 , 150
9.559 , 113.41 , 150
9.56 , 113.41 , 150
9.561 , 113.34 , 150
9.562 , 113.41 , 150
9.563 , 113.41 , 150
9.563 , 113.37 , 150
9.564 , 113.37 , 150
9.565 , 113.41 , 150
9.566 , 113.37 , 150
9.567 , 113.34 , 150
9.568 , 113.37 , 150
9.569 , 113.37 , 150
9.569 , 113.37 , 150
9.57 , 113.37 , 150
9.571 , 113.41 , 150
9.572 , 113.41 , 150
9.573 , 113.41 , 150
9.574 , 113.41 , 150
9.574 , 113.41 , 150
9.575 , 113.41 , 150
9.576 , 113.41 , 150
9.577 , 113.37 , 150
9.578 , 113.37 , 150
9.579 , 113.34 , 150
9.579 , 113.41 , 150
9.58 , 113.34 , 150
9.581 , 113.37 , 150
9.582 , 113.3 , 150
9.583 , 113.34 , 150
9.584 , 113.3 , 150
9.584 , 113.34 , 150
9.585 , 113.34 , 150
9.586 , 113.3 , 150
9.587 , 113.3 , 150
9.588 , 113.3 , 150
9.589 , 113.34 , 150
9.59 , 113.3 , 150
9.59 , 113.28 , 150
9.591 , 113.28 , 150
9.592 , 113.3 , 150
9.593 , 113.3 , 150
9.594 , 113.3 , 150
9.595 , 113.3 , 150
9.595 , 113.34 , 150
9.596 , 113.3 , 150
9.597 , 113.3 , 150
9.598 , 113.3 , 150
9.599 , 113.3 , 150
9.6 , 113.3 , 150
9.6 , 113.28 , 150
9.601 , 113.28 , 150
9.602 , 113.3 , 150
9.603 , 113.28 , 150
9.604 , 113.28 , 150
9.605 , 113.21 , 150
9.606 , 113.25 , 150
9.606 , 113.28 , 150
9.607 , 113.21 , 150
9.608 , 113.21 , 150
9.609 , 113.25 , 150
9.61 , 113.25 , 150
9.611 , 113.21 , 150
9.612 , 113.21 , 150
9.612 , 113.25 , 150
9.613 , 113.21 , 150
9.614 , 113.21 , 150
9.615 , 113.21 , 150
9.616 , 113.21 , 150
9.617 , 113.18 , 150
9.617 , 113.21 , 150
9.618 , 113.25 , 150
9.619 , 113.18 , 150
9.62 , 113.21 , 150
9.621 , 113.25 , 150
9.622 , 113.25 , 150
9.622 , 113.21 , 150
9.623 , 113.25 , 150
9.624 , 113.21 , 150
9.625 , 113.21 , 150
9.626 , 113.18 , 150
9.627 , 113.21 , 150
9.628 , 113.18 , 150
9.628 , 113.18 , 150
9.629 , 113.18 , 150
9.63 , 113.14 , 150
9.631 , 113.18 , 150
9.632 , 113.14 , 150
9.633 , 113.14 , 150
9.633 , 113.18 , 150
9.634 , 113.14 , 150
9.635 , 113.14 , 150
9.636 , 113.14 , 150
9.637 , 113.12 , 150
9.638 , 113.14 , 150
