t, Cuff Pressure, Target Pressure
0.114 , 14.21 , 150
0.115 , 16.41 , 150
0.115 , 20.26 , 150
0.116 , 4.67 , 150
0.117 , 1.6 , 150
0.117 , 12.63 , 150
0.118 , 16.39 , 150
0.119 , 21.24 , 150
0.119 , 7.58 , 150
0.12 , 1.24 , 150
0.121 , 2.56 , 150
0.121 , 15.31 , 150
0.122 , 19.89 , 150
0.123 , 9.0 , 150
0.123 , 1.85 , 150
0.124 , 5.72 , 150
0.125 , 15.13 , 150
0.125 , 19.43 , 150
0.126 , 12.02 , 150
0.126 , 1.03 , 150
0.127 , 1.95 , 150
0.128 , 19.27 , 150
0.128 , 21.24 , 150
0.129 , 16.41 , 150
0.13 , 2.91 , 150
0.131 , 9.54 , 150
0.131 , 14.4 , 150
0.132 , 21.86 , 150
0.133 , 10.0 , 150
0.133 , 1.79 , 150
0.134 , 2.17 , 150
0.135 , 17.67 , 150
0.135 , 18.97 , 150
0.136 , 13.05 , 150
0.136 , 5.97 , 150
0.137 , 5.33 , 150
0.138 , 14.6 , 150
0.139 , 23.0 , 150
0.139 , 15.47 , 150
0.14 , 3.78 , 150
0.141 , 6.36 , 150
0.141 , 22.02 , 150
0.142 , 23.21 , 150
0.143 , 10.99 , 150
0.143 , 5.95 , 150
0.144 , 9.98 , 150
0.145 , 16.32 , 150
0.145 , 21.72 , 150
0.146 , 14.03 , 150
0.147 , 4.74 , 150
0.148 , 14.63 , 150
0.148 , 22.64 , 150
0.149 , 25.2 , 150
0.149 , 17.74 , 150
0.15 , 6.25 , 150
0.151 , 6.59 , 150
0.151 , 17.33 , 150
0.152 , 25.7 , 150
0.153 , 12.79 , 150
0.154 , 6.73 , 150
0.154 , 6.64 , 150
0.155 , 21.77 , 150
0.156 , 25.25 , 150
0.156 , 15.31 , 150
0.157 , 8.26 , 150
0.158 , 10.37 , 150
0.158 , 18.59 , 150
0.159 , 26.05 , 150
0.16 , 18.04 , 150
0.16 , 7.58 , 150
0.161 , 12.13 , 150
0.162 , 22.8 , 150
0.162 , 27.37 , 150
0.163 , 13.46 , 150
0.164 , 9.43 , 150
0.164 , 15.4 , 150
0.165 , 20.97 , 150
0.166 , 28.11 , 150
0.166 , 16.71 , 150
0.167 , 8.67 , 150
0.168 , 20.03 , 150
0.168 , 26.67 , 150
0.169 , 28.34 , 150
0.17 , 11.6 , 150
0.17 , 9.93 , 150
0.171 , 10.05 , 150
0.172 , 20.58 , 150
0.172 , 28.93 , 150
0.173 , 21.77 , 150
0.174 , 9.61 , 150
0.174 , 9.2 , 150
0.175 , 26.92 , 150
0.176 , 27.1 , 150
0.176 , 27.79 , 150
0.177 , 11.19 , 150
0.178 , 11.9 , 150
0.178 , 21.08 , 150
0.179 , 28.82 , 150
0.18 , 14.83 , 150
0.181 , 9.66 , 150
0.181 , 11.83 , 150
0.182 , 24.9 , 150
0.183 , 26.92 , 150
0.183 , 16.18 , 150
0.184 , 11.67 , 150
0.185 , 23.6 , 150
0.185 , 22.41 , 150
0.186 , 27.1 , 150
0.187 , 19.3 , 150
0.187 , 10.44 , 150
0.188 , 17.67 , 150
0.189 , 30.76 , 150
0.189 , 30.69 , 150
0.19 , 14.21 , 150
0.191 , 11.81 , 150
0.191 , 20.05 , 150
0.192 , 24.77 , 150
0.193 , 25.54 , 150
0.193 , 18.45 , 150
0.194 , 11.28 , 150
0.195 , 10.67 , 150
0.196 , 29.69 , 150
0.196 , 31.29 , 150
0.197 , 13.25 , 150
0.198 , 12.77 , 150
0.198 , 23.69 , 150
0.199 , 23.3 , 150
0.2 , 31.47 , 150
0.2 , 17.85 , 150
0.201 , 11.72 , 150
0.201 , 11.15 , 150
0.202 , 28.5 , 150
0.203 , 28.82 , 150
0.204 , 20.1 , 150
0.204 , 13.34 , 150
0.205 , 13.73 , 150
0.206 , 23.74 , 150
0.206 , 31.06 , 150
0.207 , 17.01 , 150
0.208 , 11.81 , 150
0.208 , 12.63 , 150
0.209 , 27.88 , 150
0.21 , 30.19 , 150
0.211 , 18.95 , 150
0.211 , 14.01 , 150
0.212 , 26.44 , 150
0.213 , 24.38 , 150
0.213 , 30.53 , 150
0.214 , 22.22 , 150
0.214 , 12.25 , 150
0.215 , 12.86 , 150
0.216 , 34.17 , 150
0.216 , 31.84 , 150
0.217 , 29.23 , 150
0.218 , 13.73 , 150
0.219 , 18.2 , 150
0.219 , 26.96 , 150
0.22 , 32.89 , 150
0.22 , 21.95 , 150
0.221 , 15.75 , 150
0.222 , 13.12 , 150
0.222 , 18.43 , 150
0.223 , 27.97 , 150
0.224 , 28.4 , 150
0.224 , 17.05 , 150
0.225 , 14.44 , 150
0.226 , 26.96 , 150
0.226 , 26.83 , 150
0.227 , 29.48 , 150
0.228 , 15.4 , 150
0.229 , 13.57 , 150
0.229 , 35.39 , 150
0.23 , 33.71 , 150
0.231 , 17.3 , 150
0.232 , 14.9 , 150
0.232 , 21.33 , 150
0.233 , 27.19 , 150
0.234 , 29.55 , 150
0.235 , 21.47 , 150
0.235 , 13.28 , 150
0.236 , 21.19 , 150
0.237 , 27.42 , 150
0.237 , 32.43 , 150
0.238 , 14.72 , 150
0.238 , 12.93 , 150
0.239 , 21.17 , 150
0.24 , 24.44 , 150
0.24 , 31.91 , 150
0.241 , 18.88 , 150
0.242 , 10.99 , 150
0.243 , 10.57 , 150
0.243 , 30.44 , 150
0.244 , 30.92 , 150
0.245 , 22.77 , 150
0.245 , 11.9 , 150
0.246 , 11.58 , 150
0.247 , 22.98 , 150
0.247 , 31.47 , 150
0.248 , 24.42 , 150
0.248 , 11.49 , 150
0.249 , 10.37 , 150
0.25 , 25.59 , 150
0.25 , 26.99 , 150
0.251 , 30.76 , 150
0.252 , 12.95 , 150
0.253 , 12.25 , 150
0.253 , 23.07 , 150
0.254 , 27.35 , 150
0.255 , 23.69 , 150
0.255 , 11.06 , 150
0.256 , 11.22 , 150
0.257 , 28.13 , 150
0.257 , 27.74 , 150
0.258 , 20.35 , 150
0.259 , 12.63 , 150
0.259 , 12.59 , 150
0.26 , 24.54 , 150
0.261 , 28.34 , 150
0.261 , 22.48 , 150
0.262 , 16.64 , 150
0.263 , 11.19 , 150
0.263 , 30.33 , 150
0.264 , 28.34 , 150
0.265 , 29.87 , 150
0.266 , 12.2 , 150
0.266 , 13.28 , 150
0.267 , 24.99 , 150
0.268 , 29.39 , 150
0.268 , 21.7 , 150
0.269 , 15.98 , 150
0.27 , 11.35 , 150
0.27 , 31.93 , 150
0.271 , 26.76 , 150
0.271 , 29.02 , 150
0.272 , 17.85 , 150
0.273 , 12.54 , 150
0.273 , 15.01 , 150
0.274 , 23.03 , 150
0.275 , 29.62 , 150
0.275 , 21.08 , 150
0.276 , 10.96 , 150
0.277 , 11.6 , 150
0.277 , 32.98 , 150
0.278 , 30.49 , 150
0.279 , 16.82 , 150
0.28 , 12.89 , 150
0.28 , 12.89 , 150
0.281 , 23.55 , 150
0.282 , 29.32 , 150
0.282 , 15.18 , 150
0.283 , 11.22 , 150
0.284 , 14.6 , 150
0.284 , 33.37 , 150
0.285 , 30.9 , 150
0.286 , 16.62 , 150
0.286 , 12.7 , 150
0.287 , 17.81 , 150
0.288 , 24.35 , 150
0.288 , 28.82 , 150
0.289 , 20.58 , 150
0.29 , 11.74 , 150
0.291 , 17.07 , 150
0.291 , 26.53 , 150
0.292 , 31.86 , 150
0.293 , 15.98 , 150
0.293 , 13.02 , 150
0.294 , 19.36 , 150
0.295 , 25.36 , 150
0.295 , 32.34 , 150
0.296 , 20.51 , 150
0.297 , 12.06 , 150
0.297 , 11.97 , 150
0.298 , 33.49 , 150
0.299 , 32.39 , 150
0.299 , 26.28 , 150
0.3 , 13.39 , 150
0.301 , 21.26 , 150
0.301 , 25.38 , 150
0.302 , 32.96 , 150
0.303 , 20.1 , 150
0.303 , 13.71 , 150
0.304 , 11.9 , 150
0.305 , 33.26 , 150
0.305 , 32.73 , 150
0.306 , 25.38 , 150
0.307 , 13.78 , 150
0.308 , 23.03 , 150
0.308 , 25.29 , 150
0.309 , 33.07 , 150
0.31 , 19.87 , 150
0.31 , 12.86 , 150
0.311 , 25.36 , 150
0.312 , 32.73 , 150
0.312 , 33.07 , 150
0.313 , 14.47 , 150
0.314 , 14.33 , 150
0.315 , 24.51 , 150
0.315 , 25.36 , 150
0.316 , 33.28 , 150
0.316 , 19.73 , 150
0.317 , 13.16 , 150
0.318 , 12.27 , 150
0.318 , 32.0 , 150
0.319 , 28.95 , 150
0.32 , 23.32 , 150
0.32 , 14.79 , 150
0.321 , 14.01 , 150
0.322 , 25.13 , 150
0.322 , 29.64 , 150
0.323 , 25.7 , 150
0.324 , 13.02 , 150
0.324 , 13.48 , 150
0.325 , 30.17 , 150
0.326 , 31.52 , 150
0.326 , 32.91 , 150
0.327 , 14.56 , 150
0.328 , 14.33 , 150
0.328 , 26.87 , 150
0.329 , 30.4 , 150
0.33 , 25.31 , 150
0.331 , 19.34 , 150
0.331 , 13.69 , 150
0.332 , 12.93 , 150
0.333 , 30.01 , 150
0.333 , 33.44 , 150
0.334 , 14.76 , 150
0.335 , 14.49 , 150
0.335 , 26.76 , 150
0.336 , 30.24 , 150
0.337 , 25.91 , 150
0.337 , 19.89 , 150
0.338 , 13.94 , 150
0.339 , 31.45 , 150
0.339 , 32.0 , 150
0.34 , 33.6 , 150
0.341 , 14.92 , 150
0.342 , 14.99 , 150
0.342 , 27.42 , 150
0.343 , 31.08 , 150
0.344 , 25.68 , 150
0.344 , 19.87 , 150
0.345 , 14.21 , 150
0.345 , 13.41 , 150
0.346 , 31.93 , 150
0.347 , 33.58 , 150
0.347 , 22.98 , 150
0.348 , 15.59 , 150
0.349 , 15.45 , 150
0.349 , 26.23 , 150
0.35 , 33.99 , 150
0.351 , 25.98 , 150
0.351 , 13.85 , 150
0.352 , 14.67 , 150
0.353 , 33.07 , 150
0.353 , 31.47 , 150
0.354 , 23.03 , 150
0.355 , 15.38 , 150
0.356 , 15.68 , 150
0.356 , 26.67 , 150
0.357 , 34.26 , 150
0.358 , 26.07 , 150
0.358 , 14.26 , 150
0.359 , 13.96 , 150
0.36 , 33.71 , 150
0.36 , 31.63 , 150
0.361 , 23.03 , 150
0.362 , 15.86 , 150
0.362 , 15.93 , 150
0.363 , 26.76 , 150
0.364 , 32.39 , 150
0.364 , 26.39 , 150
0.365 , 14.33 , 150
0.366 , 14.26 , 150
0.367 , 33.71 , 150
0.367 , 31.91 , 150
0.368 , 23.55 , 150
0.369 , 15.93 , 150
0.369 , 16.16 , 150
0.37 , 27.19 , 150
0.371 , 32.57 , 150
0.371 , 26.76 , 150
0.372 , 14.79 , 150
0.373 , 15.4 , 150
0.373 , 33.6 , 150
0.374 , 31.98 , 150
0.375 , 34.95 , 150
0.375 , 16.23 , 150
0.376 , 16.14 , 150
0.377 , 29.0 , 150
0.377 , 32.5 , 150
0.378 , 27.35 , 150
0.379 , 14.99 , 150
0.38 , 14.53 , 150
0.38 , 32.85 , 150
0.381 , 31.86 , 150
0.382 , 24.88 , 150
0.382 , 17.01 , 150
0.383 , 16.14 , 150
0.384 , 28.89 , 150
0.385 , 36.1 , 150
0.385 , 21.95 , 150
0.386 , 15.59 , 150
0.387 , 14.85 , 150
0.387 , 35.61 , 150
0.388 , 31.4 , 150
0.389 , 26.6 , 150
0.389 , 17.28 , 150
0.39 , 27.83 , 150
0.391 , 28.66 , 150
0.392 , 36.55 , 150
0.392 , 22.48 , 150
0.393 , 15.93 , 150
0.394 , 15.18 , 150
0.394 , 36.46 , 150
0.395 , 31.38 , 150
0.396 , 27.72 , 150
0.396 , 17.4 , 150
0.397 , 27.26 , 150
0.398 , 29.39 , 150
0.398 , 36.94 , 150
0.399 , 22.84 , 150
0.4 , 16.69 , 150
0.4 , 15.36 , 150
0.401 , 28.13 , 150
0.402 , 31.36 , 150
0.402 , 28.63 , 150
0.403 , 17.76 , 150
0.404 , 16.71 , 150
0.405 , 29.87 , 150
0.405 , 37.29 , 150
0.406 , 30.9 , 150
0.407 , 17.17 , 150
0.407 , 15.91 , 150
0.408 , 26.46 , 150
0.409 , 31.45 , 150
0.409 , 29.69 , 150
0.41 , 18.72 , 150
0.411 , 17.1 , 150
0.411 , 30.37 , 150
0.412 , 31.06 , 150
0.413 , 31.7 , 150
0.413 , 24.06 , 150
0.414 , 16.62 , 150
0.415 , 24.97 , 150
0.415 , 39.21 , 150
0.416 , 37.15 , 150
0.417 , 19.36 , 150
0.417 , 17.85 , 150
0.418 , 24.93 , 150
0.418 , 30.92 , 150
0.419 , 37.47 , 150
0.42 , 32.73 , 150
0.42 , 18.29 , 150
0.421 , 16.59 , 150
0.422 , 40.05 , 150
0.422 , 31.91 , 150
0.423 , 32.04 , 150
0.424 , 18.13 , 150
0.425 , 17.97 , 150
0.425 , 31.82 , 150
0.426 , 37.7 , 150
0.427 , 33.94 , 150
0.427 , 19.2 , 150
0.428 , 17.05 , 150
0.429 , 40.54 , 150
0.429 , 32.39 , 150
0.43 , 33.51 , 150
0.431 , 18.13 , 150
0.432 , 22.25 , 150
0.432 , 32.23 , 150
0.433 , 37.56 , 150
0.433 , 35.04 , 150
0.434 , 20.21 , 150
0.435 , 17.51 , 150
0.436 , 19.5 , 150
0.436 , 33.74 , 150
0.445 , 19.34 , 150
0.446 , 18.75 , 150
0.446 , 30.44 , 150
0.447 , 35.8 , 150
0.448 , 29.05 , 150
0.448 , 17.53 , 150
0.449 , 17.24 , 150
0.45 , 36.3 , 150
0.45 , 34.56 , 150
0.451 , 27.15 , 150
0.452 , 19.0 , 150
0.452 , 18.31 , 150
0.453 , 31.22 , 150
0.454 , 34.65 , 150
0.454 , 30.67 , 150
0.455 , 18.22 , 150
0.456 , 18.31 , 150
0.456 , 32.62 , 150
0.457 , 33.76 , 150
0.458 , 29.78 , 150
0.459 , 19.66 , 150
0.459 , 18.54 , 150
0.46 , 32.16 , 150
0.461 , 39.37 , 150
0.461 , 32.75 , 150
0.462 , 19.0 , 150
0.463 , 17.97 , 150
0.463 , 28.04 , 150
0.464 , 33.58 , 150
0.465 , 32.23 , 150
0.465 , 20.71 , 150
0.466 , 19.18 , 150
0.467 , 33.3 , 150
0.467 , 32.57 , 150
0.468 , 34.56 , 150
0.469 , 20.21 , 150
0.47 , 18.49 , 150
0.47 , 23.55 , 150
0.471 , 33.76 , 150
0.472 , 34.58 , 150
0.472 , 19.75 , 150
0.473 , 19.75 , 150
0.474 , 34.29 , 150
0.474 , 31.82 , 150
0.475 , 36.53 , 150
0.476 , 21.65 , 150
0.476 , 18.45 , 150
0.477 , 20.44 , 150
0.478 , 35.27 , 150
0.478 , 37.86 , 150
0.479 , 24.31 , 150
0.48 , 20.51 , 150
0.48 , 34.74 , 150
0.481 , 32.0 , 150
0.482 , 38.48 , 150
0.483 , 23.21 , 150
0.483 , 19.34 , 150
0.484 , 18.95 , 150
0.485 , 37.33 , 150
0.485 , 38.91 , 150
0.486 , 26.83 , 150
0.487 , 21.08 , 150
0.487 , 19.94 , 150
0.488 , 36.6 , 150
0.489 , 40.15 , 150
0.49 , 24.97 , 150
0.49 , 19.71 , 150
0.491 , 18.61 , 150
0.492 , 40.58 , 150
0.492 , 40.08 , 150
0.493 , 30.44 , 150
0.494 , 21.13 , 150
0.494 , 19.66 , 150
0.495 , 33.67 , 150
0.496 , 41.04 , 150
0.496 , 26.34 , 150
0.497 , 20.16 , 150
0.498 , 19.11 , 150
0.498 , 29.39 , 150
0.499 , 34.7 , 150
0.5 , 33.71 , 150
0.5 , 21.65 , 150
0.501 , 20.44 , 150
0.502 , 34.93 , 150
0.502 , 33.99 , 150
0.503 , 36.03 , 150
0.504 , 21.4 , 150
0.504 , 19.82 , 150
0.505 , 24.28 , 150
0.506 , 35.32 , 150
0.506 , 36.23 , 150
0.507 , 23.69 , 150
0.508 , 21.13 , 150
0.508 , 36.03 , 150
0.509 , 40.38 , 150
0.51 , 38.29 , 150
0.511 , 23.14 , 150
0.511 , 20.39 , 150
0.512 , 21.08 , 150
0.513 , 37.06 , 150
0.513 , 38.8 , 150
0.514 , 26.14 , 150
0.515 , 21.88 , 150
0.515 , 36.16 , 150
0.516 , 39.09 , 150
0.517 , 40.22 , 150
0.517 , 24.77 , 150
0.518 , 20.1 , 150
0.519 , 19.73 , 150
0.519 , 40.08 , 150
0.52 , 37.24 , 150
0.521 , 29.46 , 150
0.521 , 21.08 , 150
0.522 , 20.74 , 150
0.523 , 34.36 , 150
0.523 , 37.47 , 150
0.524 , 33.3 , 150
0.525 , 20.65 , 150
0.525 , 20.9 , 150
0.526 , 33.76 , 150
0.527 , 35.91 , 150
0.527 , 41.63 , 150
0.528 , 21.84 , 150
0.529 , 20.97 , 150
0.53 , 35.84 , 150
0.53 , 35.5 , 150
0.531 , 36.16 , 150
0.532 , 22.02 , 150
0.532 , 20.97 , 150
0.533 , 27.21 , 150
0.534 , 36.16 , 150
0.534 , 36.6 , 150
0.535 , 22.06 , 150
0.536 , 22.02 , 150
0.536 , 37.15 , 150
0.537 , 34.52 , 150
0.538 , 38.93 , 150
0.538 , 23.44 , 150
0.539 , 21.1 , 150
0.54 , 21.56 , 150
0.54 , 38.86 , 150
0.541 , 39.32 , 150
0.542 , 27.65 , 150
0.542 , 22.91 , 150
0.543 , 22.18 , 150
0.5440001 , 34.63 , 150
0.5440001 , 39.69 , 150
0.545 , 32.5 , 150
0.546 , 21.08 , 150
0.546 , 21.84 , 150
0.547 , 39.23 , 150
0.548 , 37.51 , 150
0.548 , 31.59 , 150
0.549 , 21.93 , 150
0.55 , 21.54 , 150
0.55 , 34.33 , 150
0.551 , 37.56 , 150
0.552 , 43.05 , 150
0.552 , 27.97 , 150
0.553 , 21.93 , 150
0.554 , 32.09 , 150
0.555 , 36.85 , 150
0.555 , 42.66 , 150
0.556 , 23.53 , 150
0.557 , 22.18 , 150
0.557 , 29.62 , 150
0.558 , 35.96 , 150
0.559 , 38.38 , 150
0.559 , 29.55 , 150
0.56 , 21.95 , 150
0.561 , 25.31 , 150
0.561 , 37.88 , 150
0.562 , 41.45 , 150
0.563 , 26.07 , 150
0.563 , 23.3 , 150
0.564 , 24.97 , 150
0.565 , 35.2 , 150
0.565 , 42.02 , 150
0.566 , 31.68 , 150
0.567 , 22.09 , 150
0.567 , 22.29 , 150
0.568 , 44.34 , 150
0.569 , 39.6 , 150
0.57 , 42.11 , 150
0.57 , 22.55 , 150
0.571 , 22.52 , 150
0.572 , 36.16 , 150
0.572 , 39.96 , 150
0.573 , 34.63 , 150
0.574 , 22.38 , 150
0.574 , 22.8 , 150
0.575 , 36.69 , 150
0.576 , 37.77 , 150
0.576 , 34.36 , 150
0.577 , 23.23 , 150
0.578 , 22.57 , 150
0.579 , 38.02 , 150
0.579 , 37.54 , 150
0.58 , 37.86 , 150
0.5809999 , 23.44 , 150
0.5809999 , 22.41 , 150
0.582 , 28.18 , 150
0.583 , 38.22 , 150
0.583 , 38.64 , 150
0.584 , 23.83 , 150
0.585 , 23.85 , 150
0.586 , 39.55 , 150
0.586 , 43.42 , 150
0.587 , 41.2 , 150
0.588 , 25.54 , 150
0.588 , 23.14 , 150
0.589 , 23.37 , 150
0.59 , 41.2 , 150
0.59 , 42.41 , 150
0.591 , 29.39 , 150
0.592 , 25.09 , 150
0.592 , 38.61 , 150
0.593 , 37.15 , 150
0.594 , 44.22 , 150
0.594 , 28.2 , 150
0.595 , 23.53 , 150
0.596 , 22.45 , 150
0.596 , 46.42 , 150
0.597 , 38.57 , 150
0.598 , 34.97 , 150
0.598 , 25.09 , 150
0.599 , 23.28 , 150
0.6 , 38.98 , 150
0.6 , 44.93 , 150
0.601 , 38.64 , 150
0.602 , 24.24 , 150
0.602 , 23.07 , 150
0.603 , 49.21 , 150
0.604 , 39.09 , 150
0.605 , 39.78 , 150
0.605 , 24.47 , 150
0.606 , 24.65 , 150
0.607 , 40.65 , 150
0.607 , 44.04 , 150
0.608 , 32.57 , 150
0.609 , 26.53 , 150
0.609 , 23.83 , 150
0.61 , 46.85 , 150
0.611 , 42.57 , 150
0.611 , 43.31 , 150
0.612 , 30.69 , 150
0.613 , 25.7 , 150
0.613 , 39.6 , 150
0.614 , 41.45 , 150
0.615 , 44.84 , 150
0.615 , 28.73 , 150
0.616 , 23.9 , 150
0.617 , 23.14 , 150
0.618 , 47.63 , 150
0.618 , 45.09 , 150
0.619 , 35.96 , 150
0.62 , 25.91 , 150
0.62 , 33.88 , 150
0.621 , 38.91 , 150
0.622 , 45.82 , 150
0.623 , 31.08 , 150
0.623 , 24.38 , 150
0.624 , 28.59 , 150
0.624 , 50.26 , 150
0.625 , 44.04 , 150
0.626 , 40.97 , 150
0.626 , 25.09 , 150
0.627 , 27.42 , 150
0.628 , 41.66 , 150
0.629 , 44.45 , 150
0.629 , 33.65 , 150
0.63 , 27.51 , 150
0.631 , 24.58 , 150
0.631 , 46.49 , 150
0.632 , 41.45 , 150
0.633 , 44.54 , 150
0.633 , 24.51 , 150
0.634 , 26.6 , 150
0.635 , 39.6 , 150
0.635 , 41.82 , 150
0.636 , 37.24 , 150
0.637 , 29.8 , 150
0.638 , 25.04 , 150
0.638 , 36.92 , 150
0.639 , 39.83 , 150
0.64 , 45.66 , 150
0.64 , 25.66 , 150
0.641 , 24.9 , 150
0.642 , 41.43 , 150
0.642 , 39.21 , 150
0.643 , 46.53 , 150
0.644 , 26.67 , 150
0.644 , 24.9 , 150
0.645 , 26.62 , 150
0.646 , 42.34 , 150
0.646 , 43.53 , 150
0.647 , 29.96 , 150
0.648 , 26.8 , 150
0.649 , 25.91 , 150
0.649 , 39.02 , 150
0.65 , 45.69 , 150
0.651 , 29.16 , 150
0.651 , 24.99 , 150
0.652 , 24.51 , 150
0.653 , 47.52 , 150
0.653 , 41.11 , 150
0.654 , 35.2 , 150
0.655 , 27.42 , 150
0.655 , 37.56 , 150
0.656 , 40.99 , 150
0.657 , 47.22 , 150
0.657 , 39.76 , 150
0.658 , 25.93 , 150
0.659 , 24.88 , 150
0.66 , 51.64 , 150
0.66 , 40.67 , 150
0.661 , 40.81 , 150
0.662 , 26.6 , 150
0.662 , 26.34 , 150
0.663 , 42.96 , 150
0.664 , 46.46 , 150
0.664 , 34.17 , 150
0.665 , 27.97 , 150
0.666 , 25.75 , 150
0.667 , 49.67 , 150
0.667 , 43.33 , 150
0.668 , 45.43 , 150
0.6690001 , 25.75 , 150
0.6690001 , 25.68 , 150
0.67 , 41.82 , 150
0.671 , 43.49 , 150
0.671 , 46.94 , 150
0.672 , 30.79 , 150
0.673 , 26.37 , 150
0.673 , 39.02 , 150
0.674 , 50.7 , 150
0.675 , 47.01 , 150
0.675 , 38.61 , 150
0.676 , 27.83 , 150
0.677 , 34.81 , 150
0.677 , 42.82 , 150
0.678 , 47.84 , 150
0.679 , 33.28 , 150
0.679 , 26.3 , 150
0.68 , 29.11 , 150
0.681 , 52.64 , 150
0.682 , 45.25 , 150
0.682 , 30.24 , 150
0.683 , 27.9 , 150
0.684 , 27.65 , 150
0.684 , 40.31 , 150
0.685 , 45.48 , 150
0.686 , 36.42 , 150
0.687 , 26.39 , 150
0.687 , 25.89 , 150
0.688 , 49.03 , 150
0.689 , 47.52 , 150
0.689 , 36.39 , 150
0.69 , 28.79 , 150
0.691 , 38.84 , 150
0.691 , 42.57 , 150
0.692 , 48.59 , 150
0.693 , 32.5 , 150
0.693 , 27.33 , 150
0.694 , 26.16 , 150
0.695 , 33.21 , 150
0.696 , 46.62 , 150
0.696 , 43.24 , 150
0.697 , 27.6 , 150
0.698 , 29.71 , 150
0.698 , 44.68 , 150
0.699 , 47.01 , 150
0.7 , 36.0 , 150
0.7 , 29.71 , 150
0.701 , 26.96 , 150
0.702 , 48.32 , 150
0.702 , 47.93 , 150
0.703 , 47.22 , 150
0.704 , 26.83 , 150
0.704 , 29.05 , 150
0.705 , 41.2 , 150
0.7059999 , 43.53 , 150
