t,pwm
3.135 , 40488.61
3.137 , 39986.24
3.139 , 40586.87
3.141 , 40587.52
3.143 , 40487.73
3.145 , 40387.37
3.147 , 40889.55
3.149 , 40288.66
3.151 , 40790.34
3.153 , 40691.55
3.155 , 39888.7
3.157 , 40086.82
3.159 , 39984.45
3.161 , 40584.91
3.163 , 40384.6
3.165 , 40283.81
3.167 , 40483.93
3.169 , 40383.56
3.171 , 40282.7
3.173 , 40784.38
3.175 , 40685.52
3.178 , 40686.67
3.18 , 40587.38
3.182 , 40688.48
3.184 , 40689.64
3.186 , 40590.27
3.188 , 39887.43
3.19 , 40487.64
3.192 , 40588.31
3.194 , 41091.42
3.196 , 40994.06
3.198 , 40494.26
3.2 , 41097.21
3.202 , 40798.88
3.204 , 40700.02
3.206 , 40902.21
3.208 , 40803.84
3.21 , 40604.46
3.212 , 40705.71
3.214 , 40606.34
3.217 , 40607.0
3.219 , 40306.09
3.221 , 41008.74
3.223 , 40910.87
3.225 , 40812.58
3.227 , 40814.23
3.229 , 40715.37
3.231 , 40917.57
3.233 , 40819.2
3.235 , 40720.41
3.237 , 40721.56
3.239 , 40622.2
3.241 , 40823.81
3.243 , 40724.95
3.245 , 40625.58
3.247 , 40626.23
3.249 , 40325.3
3.251 , 40424.9
3.253 , 40927.09
3.255 , 40326.19
3.257 , 40827.87
3.259 , 40729.01
3.261 , 40830.68
3.264 , 40631.37
3.266 , 40732.47
3.268 , 40532.65
3.27 , 40633.25
3.272 , 40332.5
3.274 , 41035.14
3.276 , 40434.75
3.278 , 41137.9
3.28 , 41040.53
3.282 , 40741.7
3.284 , 40943.81
3.286 , 40644.56
3.288 , 41348.71
3.29 , 40548.84
3.3 , 40246.12
3.302 , 40345.22
3.304 , 40344.37
3.306 , 40243.0
3.308 , 40141.21
3.31 , 40641.89
3.312 , 40039.49
3.314 , 40037.14
3.316 , 40637.77
3.318 , 40337.02
3.32 , 40537.13
3.322 , 40436.77
3.324 , 40436.42
3.326 , 40335.38
3.328 , 40937.5
3.33 , 40437.2
3.333 , 40336.41
3.335 , 40034.0
3.337 , 40232.69
3.339 , 40633.28
3.341 , 40131.48
3.343 , 40531.56
3.345 , 40431.27
3.347 , 40430.92
3.349 , 40330.05
3.351 , 40530.25
3.353 , 40228.84
3.355 , 40328.09
3.357 , 40327.24
3.359 , 40728.32
3.361 , 40227.02
3.363 , 40125.15
3.365 , 40726.27
3.367 , 40727.43
3.369 , 40427.09
3.371 , 39924.29
3.373 , 40524.42
3.375 , 40423.88
3.377 , 40323.08
3.379 , 40322.23
3.382 , 40220.86
3.384 , 40721.97
3.386 , 40120.14
3.388 , 40520.23
3.39 , 40520.38
3.392 , 40822.09
3.394 , 40421.74
3.396 , 40521.91
3.398 , 40421.54
3.4 , 40421.19
3.402 , 40119.36
3.404 , 40318.55
3.406 , 40418.14
3.408 , 40317.28
3.41 , 40316.43
3.412 , 40717.59
3.414 , 40216.21
3.416 , 40616.94
3.418 , 40718.04
3.42 , 40518.23
3.422 , 40417.85
3.424 , 40417.5
3.426 , 40517.6
3.428 , 41120.63
3.43 , 40420.28
3.432 , 40118.44
3.434 , 40719.57
3.436 , 40017.22
3.438 , 40617.93
3.441 , 40618.57
3.443 , 40518.71
3.445 , 40418.34
3.447 , 40417.98
3.449 , 39613.62
3.451 , 40513.73
3.453 , 40413.43
3.455 , 40312.57
3.457 , 40713.72
3.459 , 40212.34
3.461 , 40914.49
3.463 , 40112.7
3.465 , 40010.33
3.467 , 40711.47
3.469 , 40612.1
3.471 , 40311.26
3.473 , 40511.38
3.475 , 40411.09
3.477 , 40511.08
3.479 , 41013.68
3.481 , 40915.81
3.483 , 40917.96
3.485 , 40317.21
3.487 , 40014.8
3.49 , 40213.49
3.492 , 40614.07
3.494 , 40614.72
3.496 , 40012.39
3.498 , 40613.09
3.5 , 40412.7
3.502 , 40512.88
3.504 , 40311.98
3.506 , 40813.66
3.508 , 40714.79
3.51 , 40313.93
3.512 , 40212.63
3.514 , 40613.29
3.516 , 40814.9
3.518 , 40414.54
3.52 , 40715.68
3.522 , 40616.21
3.524 , 40617.04
3.526 , 40215.5
3.528 , 40415.11
3.53 , 40615.73
3.532 , 40515.86
3.534 , 40415.56
3.536 , 40214.24
3.538 , 40112.37
3.54 , 40713.5
3.542 , 40212.11
3.544 , 40110.32
3.546 , 40108.46
3.549 , 40508.63
3.551 , 39905.72
3.553 , 40606.36
3.555 , 40506.49
3.557 , 40506.64
3.559 , 40406.34
3.561 , 40104.5
3.563 , 40705.63
3.565 , 40606.25
3.567 , 40908.39
3.569 , 40508.6
3.571 , 40408.23
3.573 , 40407.88
3.575 , 40608.49
3.577 , 40609.14
3.579 , 40509.27
3.581 , 40408.79
3.583 , 40810.45
3.585 , 40711.57
3.587 , 40210.19
3.589 , 40610.85
3.592 , 40510.98
3.594 , 40511.13
3.596 , 40410.82
3.598 , 40611.44
3.6 , 40612.09
3.602 , 40210.73
3.604 , 40209.37
3.606 , 40107.57
3.608 , 40306.69
3.61 , 40305.84
3.612 , 39902.97
3.614 , 40201.61
3.616 , 40300.78
3.618 , 40199.48
3.62 , 40198.13
3.622 , 40498.26
3.624 , 40096.4
3.626 , 40396.04
3.628 , 40295.24
3.63 , 40294.39
3.632 , 39791.0
3.634 , 40390.45
3.636 , 40088.61
3.639 , 40287.72
3.641 , 40588.43
3.643 , 40187.07
3.645 , 40085.2
3.647 , 40083.34
3.649 , 40382.98
3.651 , 39880.17
3.653 , 40279.32
3.655 , 39775.94
3.657 , 40174.59
3.659 , 39670.71
3.661 , 40269.83
3.663 , 39967.49
3.665 , 40166.18
3.667 , 40566.84
3.669 , 40466.96
3.671 , 39964.4
3.673 , 40364.05
3.683 , 40060.98
3.685 , 39958.6
3.687 , 39956.24
3.689 , 39853.45
3.691 , 39750.07
3.693 , 39947.68
3.695 , 39844.81
3.698 , 40042.74
3.7 , 40040.89
3.702 , 39938.59
3.704 , 40338.24
3.706 , 40237.37
3.708 , 40135.99
3.71 , 40436.12
3.712 , 40034.34
3.714 , 40032.48
3.716 , 40231.59
3.718 , 40130.21
3.72 , 39827.38
3.722 , 40025.48
3.724 , 39722.14
3.726 , 40321.84
3.728 , 40522.27
3.73 , 39718.9
3.732 , 40117.55
3.734 , 40015.76
3.736 , 40315.39
3.738 , 40214.51
3.74 , 40515.14
3.742 , 39812.29
3.745 , 40010.4
3.747 , 39707.06
3.749 , 40306.75
3.751 , 40406.92
3.753 , 40407.07
3.755 , 40306.7
3.757 , 40306.34
3.759 , 40205.46
3.761 , 40104.16
3.763 , 40102.8
3.765 , 40302.42
3.767 , 40000.57
3.769 , 40199.68
3.771 , 39796.9
3.773 , 40396.84
3.775 , 39693.48
3.777 , 39891.09
3.779 , 40290.75
3.781 , 40189.87
3.784 , 40088.57
3.786 , 40087.22
3.788 , 40688.84
3.79 , 39986.98
3.792 , 40588.1
3.794 , 40086.79
3.796 , 40688.41
3.798 , 39283.06
3.8 , 40383.21
3.802 , 40282.84
3.804 , 40181.96
3.806 , 40382.07
3.808 , 40080.8
3.81 , 40280.41
3.812 , 40179.35
3.814 , 40077.98
3.816 , 40378.11
3.818 , 40277.8
3.82 , 40176.93
3.822 , 40176.07
3.824 , 40074.7
3.827 , 40073.34
3.829 , 40373.47
3.831 , 40273.16
3.833 , 40574.37
3.835 , 40173.43
3.837 , 40172.57
3.839 , 40372.76
3.841 , 40272.38
3.843 , 40272.02
3.845 , 40573.15
3.847 , 40574.3
3.849 , 40072.99
3.851 , 40372.87
3.853 , 40272.56
3.855 , 40473.25
3.857 , 40172.32
3.859 , 40171.47
3.861 , 40271.13
3.863 , 40170.25
3.865 , 39968.36
3.868 , 40569.55
3.87 , 40570.69
3.872 , 40471.31
3.874 , 40572.48
3.876 , 40372.57
3.878 , 40272.27
3.88 , 40271.91
3.882 , 40673.57
3.884 , 40072.16
3.886 , 40573.33
3.888 , 40172.46
3.89 , 40372.47
3.892 , 40071.13
3.894 , 39969.24
3.896 , 40268.88
3.898 , 40168.0
3.901 , 40066.7
3.903 , 40065.34
3.905 , 40566.43
3.907 , 40567.57
3.909 , 40267.23
3.911 , 40367.31
3.913 , 40367.46
3.915 , 40066.19
3.917 , 40768.32
3.919 , 40669.95
3.921 , 40068.54
3.923 , 40569.71
3.925 , 39967.8
3.927 , 39965.94
3.929 , 39863.64
3.931 , 40263.29
3.933 , 40262.93
3.935 , 40363.02
3.937 , 40061.56
3.939 , 40763.7
3.941 , 40162.79
3.943 , 40563.94
3.945 , 40062.55
3.947 , 40463.2
3.949 , 40463.84
3.952 , 40364.04
3.954 , 40263.66
3.956 , 40263.3
3.958 , 40564.43
3.96 , 40364.53
3.962 , 40465.27
3.964 , 40867.84
3.966 , 40870.48
3.968 , 40772.6
3.97 , 40774.74
3.972 , 40676.36
3.974 , 40778.6
3.976 , 40579.52
3.978 , 40681.18
3.98 , 40582.3
3.982 , 40583.44
3.984 , 40283.09
3.986 , 40986.3
3.989 , 40888.93
3.991 , 40791.05
3.993 , 40793.19
3.995 , 40694.8
3.997 , 40696.45
3.999 , 40798.61
4.001 , 40499.26
4.003 , 40499.9
4.005 , 40600.98
4.007 , 40501.6
4.009 , 40502.24
4.011 , 41105.94
4.013 , 40908.61
4.015 , 40308.2
4.017 , 40207.32
4.019 , 40708.8
4.021 , 40610.0
4.023 , 40510.62
4.025 , 40511.26
4.027 , 40813.31
4.029 , 40413.52
4.032 , 40514.1
4.034 , 40414.3
4.036 , 40615.41
4.038 , 40315.05
4.04 , 40515.66
4.042 , 40918.31
4.044 , 40117.01
4.046 , 40316.61
4.048 , 40215.73
4.05 , 40214.87
4.052 , 40113.49
4.054 , 40514.14
4.056 , 40012.25
4.065 , 40412.47
4.067 , 40310.64
4.069 , 40310.29
4.072 , 40209.4
4.074 , 40610.55
4.076 , 40812.73
4.078 , 40714.35
4.08 , 40012.41
4.082 , 40412.64
4.084 , 40513.3
4.086 , 40513.94
4.088 , 40213.02
4.09 , 40413.2
4.092 , 40312.81
4.094 , 40212.0
4.096 , 40412.11
