t,p
4.342 , 88.2
4.342 , 88.2
4.343 , 88.2
4.344 , 88.2
4.344 , 88.2
4.345 , 88.2
4.346 , 88.2
4.346 , 88.2
4.347 , 88.2
4.348 , 88.2
4.348 , 88.2
4.349 , 88.2
4.35 , 88.2
4.35 , 88.2
4.351 , 88.2
4.352 , 88.12
4.352 , 88.12
4.353 , 88.12
4.353 , 88.12
4.354 , 88.12
4.354 , 88.12
4.355 , 88.12
4.356 , 88.12
4.356 , 88.12
4.357 , 88.12
4.358 , 88.12
4.358 , 88.12
4.359 , 88.12
4.359 , 88.12
4.36 , 88.12
4.361 , 88.12
4.361 , 88.12
4.362 , 88.12
4.362 , 88.12
4.363 , 88.12
4.364 , 88.12
4.364 , 88.04
4.365 , 88.04
4.365 , 88.04
4.366 , 88.04
4.367 , 88.04
4.367 , 88.04
4.368 , 88.04
4.368 , 88.04
4.369 , 88.04
4.37 , 88.04
4.37 , 88.04
4.371 , 88.04
4.372 , 88.04
4.372 , 88.04
4.373 , 88.04
4.373 , 88.04
4.374 , 88.04
4.375 , 88.04
4.375 , 88.04
4.376 , 88.04
4.376 , 88.04
4.377 , 88.04
4.378 , 88.01
4.378 , 88.01
4.379 , 88.01
4.379 , 88.01
4.38 , 88.01
4.381 , 88.01
4.381 , 88.01
4.382 , 88.01
4.382 , 88.01
4.383 , 88.01
4.384 , 88.01
4.384 , 88.01
4.385 , 88.01
4.385 , 88.01
4.386 , 88.01
4.387 , 88.01
4.387 , 88.01
4.388 , 88.01
4.388 , 88.01
4.389 , 88.01
4.39 , 88.01
4.39 , 88.01
4.391 , 87.98
4.392 , 87.98
4.392 , 87.98
4.393 , 87.98
4.393 , 87.98
4.394 , 87.98
4.395 , 87.98
4.395 , 87.98
4.396 , 87.98
4.397 , 87.98
4.397 , 87.98
4.398 , 87.98
4.399 , 87.98
4.399 , 87.98
4.4 , 87.98
4.4 , 87.98
4.401 , 87.98
4.402 , 87.98
4.402 , 87.98
4.403 , 87.98
4.403 , 87.91
4.404 , 87.91
4.405 , 87.91
4.405 , 87.91
4.406 , 87.91
4.407 , 87.91
4.407 , 87.91
4.408 , 87.91
4.408 , 87.91
4.409 , 87.91
4.41 , 87.91
4.41 , 87.91
4.411 , 87.91
4.412 , 87.91
4.412 , 87.91
4.413 , 87.91
4.413 , 87.91
4.414 , 87.91
4.414 , 87.91
4.415 , 87.91
4.416 , 87.91
4.416 , 87.91
4.417 , 87.86
4.418 , 87.86
4.418 , 87.86
4.419 , 87.86
4.419 , 87.86
4.42 , 87.86
4.421 , 87.86
4.421 , 87.86
4.422 , 87.86
4.422 , 87.86
4.423 , 87.86
4.424 , 87.86
4.424 , 87.86
4.425 , 87.86
4.425 , 87.86
4.426 , 87.86
4.427 , 87.86
4.427 , 87.86
4.428 , 87.86
4.428 , 87.86
4.429 , 87.86
4.43 , 87.8
4.43 , 87.8
4.431 , 87.8
4.432 , 87.8
4.432 , 87.8
4.433 , 87.8
4.433 , 87.8
4.434 , 87.8
4.435 , 87.8
4.435 , 87.8
4.436 , 87.8
4.437 , 87.8
4.437 , 87.8
4.438 , 87.8
4.438 , 87.8
4.439 , 87.8
4.44 , 87.8
4.44 , 87.8
4.441 , 87.8
4.441 , 87.8
4.442 , 87.8
4.443 , 87.8
4.443 , 87.75
4.444 , 87.75
4.445 , 87.75
4.445 , 87.75
4.446 , 87.75
4.446 , 87.75
4.447 , 87.75
4.448 , 87.75
4.448 , 87.75
4.449 , 87.75
4.449 , 87.75
4.45 , 87.75
4.451 , 87.75
4.451 , 87.75
4.452 , 87.75
4.453 , 87.75
4.453 , 87.75
4.454 , 87.75
4.454 , 87.75
4.455 , 87.75
4.456 , 87.75
4.456 , 87.7
4.457 , 87.7
4.458 , 87.7
4.458 , 87.7
4.459 , 87.7
4.46 , 87.7
4.46 , 87.7
4.461 , 87.7
4.462 , 87.7
4.462 , 87.7
4.463 , 87.7
4.464 , 87.7
4.464 , 87.7
4.465 , 87.7
4.466 , 87.7
4.466 , 87.7
4.467 , 87.7
4.467 , 87.7
4.468 , 87.7
4.469 , 87.7
4.47 , 87.65
4.47 , 87.65
4.471 , 87.65
4.471 , 87.65
4.472 , 87.65
4.473 , 87.65
4.473 , 87.65
4.474 , 87.65
4.474 , 87.65
4.475 , 87.65
4.476 , 87.65
4.476 , 87.65
4.477 , 87.65
4.478 , 87.65
4.478 , 87.65
4.479 , 87.65
4.479 , 87.65
4.48 , 87.65
4.481 , 87.65
4.481 , 87.65
4.482 , 87.65
4.483 , 87.59
4.483 , 87.59
4.484 , 87.59
4.485 , 87.59
4.485 , 87.59
4.486 , 87.59
4.487 , 87.59
4.487 , 87.59
4.488 , 87.59
4.489 , 87.59
4.489 , 87.59
4.49 , 87.59
4.491 , 87.59
4.491 , 87.59
4.492 , 87.59
4.493 , 87.59
4.493 , 87.59
4.494 , 87.59
4.495 , 87.59
4.495 , 87.54
4.496 , 87.54
4.497 , 87.54
4.497 , 87.54
4.498 , 87.54
4.498 , 87.54
4.499 , 87.54
4.499 , 87.54
4.5 , 87.54
4.501 , 87.54
4.501 , 87.54
4.502 , 87.54
4.503 , 87.54
4.503 , 87.54
4.504 , 87.54
4.504 , 87.54
4.505 , 87.54
4.506 , 87.54
4.506 , 87.54
4.507 , 87.54
4.507 , 87.54
4.508 , 87.54
4.509 , 87.49
4.509 , 87.49
4.51 , 87.49
4.511 , 87.49
4.511 , 87.49
4.512 , 87.49
4.513 , 87.49
4.513 , 87.49
4.514 , 87.49
4.515 , 87.49
4.515 , 87.49
4.516 , 87.49
4.517 , 87.49
4.517 , 87.49
4.518 , 87.49
4.519 , 87.49
4.519 , 87.49
4.52 , 87.49
4.521 , 87.49
4.521 , 87.49
4.522 , 87.44
4.523 , 87.44
4.523 , 87.44
4.524 , 87.44
4.524 , 87.44
4.525 , 87.44
4.526 , 87.44
4.526 , 87.44
4.527 , 87.44
4.527 , 87.44
4.528 , 87.44
4.529 , 87.44
4.529 , 87.44
4.53 , 87.44
4.531 , 87.44
4.531 , 87.44
4.532 , 87.44
4.532 , 87.44
4.533 , 87.44
4.533 , 87.44
4.534 , 87.44
4.535 , 87.38
4.535 , 87.38
4.536 , 87.38
4.537 , 87.38
4.537 , 87.38
4.538 , 87.38
4.539 , 87.38
4.539 , 87.38
4.54 , 87.38
4.541 , 87.38
4.541 , 87.38
4.542 , 87.38
4.543 , 87.38
4.543 , 87.38
4.544 , 87.38
4.545 , 87.38
4.545 , 87.38
4.546 , 87.38
4.547 , 87.38
4.547 , 87.32
4.548 , 87.32
4.549 , 87.32
4.549 , 87.32
4.55 , 87.32
4.551 , 87.32
4.551 , 87.32
4.552 , 87.32
4.553 , 87.32
4.553 , 87.32
4.554 , 87.32
4.555 , 87.32
4.555 , 87.32
4.556 , 87.32
4.557 , 87.32
4.557 , 87.32
4.558 , 87.32
4.559 , 87.32
4.559 , 87.32
4.56 , 87.32
4.561 , 87.27
4.561 , 87.27
4.562 , 87.27
4.563 , 87.27
4.563 , 87.27
4.564 , 87.27
4.565 , 87.27
4.565 , 87.27
4.566 , 87.27
4.567 , 87.27
4.567 , 87.27
4.568 , 87.27
4.569 , 87.27
4.569 , 87.27
4.57 , 87.27
4.571 , 87.27
4.571 , 87.27
4.572 , 87.27
4.573 , 87.27
4.573 , 87.27
4.574 , 87.21
4.575 , 87.21
4.575 , 87.21
4.576 , 87.21
4.577 , 87.21
4.577 , 87.21
4.578 , 87.21
4.578 , 87.21
4.579 , 87.21
4.58 , 87.21
4.581 , 87.21
4.581 , 87.21
4.582 , 87.21
4.583 , 87.21
4.583 , 87.21
4.584 , 87.21
4.584 , 87.21
4.585 , 87.21
4.586 , 87.21
4.586 , 87.21
4.587 , 87.16
4.588 , 87.16
4.588 , 87.16
4.589 , 87.16
4.59 , 87.16
4.59 , 87.16
4.591 , 87.16
4.591 , 87.16
4.592 , 87.16
4.593 , 87.16
4.593 , 87.16
4.594 , 87.16
4.595 , 87.16
4.595 , 87.16
4.596 , 87.16
4.596 , 87.16
4.597 , 87.16
4.598 , 87.16
4.598 , 87.16
4.599 , 87.16
4.6 , 87.16
4.6 , 87.11
4.601 , 87.11
4.601 , 87.11
4.602 , 87.11
4.603 , 87.11
4.603 , 87.11
4.604 , 87.11
4.604 , 87.11
4.605 , 87.11
4.605 , 87.11
4.606 , 87.11
4.607 , 87.11
4.607 , 87.11
4.608 , 87.11
4.609 , 87.11
4.609 , 87.11
4.61 , 87.11
4.61 , 87.11
4.611 , 87.11
4.611 , 87.11
4.612 , 87.11
4.613 , 87.11
4.613 , 87.06
4.614 , 87.06
4.615 , 87.06
4.615 , 87.06
4.616 , 87.06
4.617 , 87.06
4.617 , 87.06
4.618 , 87.06
4.618 , 87.06
4.619 , 87.06
4.62 , 87.06
4.62 , 87.06
4.621 , 87.06
4.622 , 87.06
4.622 , 87.06
4.623 , 87.06
4.624 , 87.06
4.624 , 87.06
4.625 , 87.06
4.626 , 87.06
4.626 , 87.01
4.627 , 87.01
4.628 , 87.01
4.628 , 87.01
4.629 , 87.01
4.629 , 87.01
4.63 , 87.01
4.631 , 87.01
4.631 , 87.01
4.632 , 87.01
4.632 , 87.01
4.633 , 87.01
4.634 , 87.01
4.634 , 87.01
4.635 , 87.01
4.635 , 87.01
4.636 , 87.01
4.637 , 87.01
4.637 , 87.01
4.638 , 87.01
4.638 , 87.01
4.639 , 87.01
4.64 , 86.95
4.64 , 86.95
4.641 , 86.95
4.642 , 86.95
4.642 , 86.95
4.643 , 86.95
4.644 , 86.95
4.644 , 86.95
4.645 , 86.95
4.646 , 86.95
4.646 , 86.95
4.647 , 86.95
4.648 , 86.95
4.648 , 86.95
4.649 , 86.95
4.65 , 86.95
4.65 , 86.95
4.651 , 86.95
4.652 , 86.95
4.652 , 86.9
4.653 , 86.9
4.654 , 86.9
4.654 , 86.9
4.655 , 86.9
4.655 , 86.9
4.656 , 86.9
4.657 , 86.9
4.657 , 86.9
4.658 , 86.9
4.658 , 86.9
4.659 , 86.9
4.66 , 86.9
4.66 , 86.9
4.661 , 86.9
4.662 , 86.9
4.662 , 86.9
4.663 , 86.9
4.663 , 86.9
4.664 , 86.9
4.665 , 86.9
4.665 , 86.85
4.666 , 86.85
4.667 , 86.85
4.667 , 86.85
4.668 , 86.85
4.669 , 86.85
4.669 , 86.85
4.67 , 86.85
4.671 , 86.85
4.671 , 86.85
4.672 , 86.85
4.673 , 86.85
4.673 , 86.85
4.674 , 86.85
4.675 , 86.85
4.675 , 86.85
4.676 , 86.85
4.677 , 86.85
4.677 , 86.85
4.678 , 86.85
4.679 , 86.8
4.679 , 86.8
4.68 , 86.8
4.681 , 86.8
4.681 , 86.8
4.682 , 86.8
4.682 , 86.8
4.683 , 86.8
4.684 , 86.8
4.684 , 86.8
4.685 , 86.8
4.685 , 86.8
4.686 , 86.8
4.687 , 86.8
4.687 , 86.8
4.688 , 86.8
4.689 , 86.8
4.689 , 86.8
4.69 , 86.8
4.69 , 86.8
4.691 , 86.8
4.692 , 86.75
4.692 , 86.75
4.693 , 86.75
4.694 , 86.75
4.694 , 86.75
4.695 , 86.75
4.695 , 86.75
4.696 , 86.75
4.697 , 86.75
4.697 , 86.75
4.698 , 86.75
4.698 , 86.75
4.699 , 86.75
4.7 , 86.75
4.7 , 86.75
4.701 , 86.75
4.702 , 86.75
4.702 , 86.75
4.703 , 86.75
4.703 , 86.75
4.704 , 86.75
4.705 , 86.69
4.705 , 86.69
4.706 , 86.69
4.707 , 86.69
4.707 , 86.69
4.708 , 86.69
4.709 , 86.69
4.709 , 86.69
4.71 , 86.69
4.71 , 86.69
4.711 , 86.69
4.712 , 86.69
4.712 , 86.69
4.713 , 86.69
4.713 , 86.69
4.714 , 86.69
4.715 , 86.69
4.715 , 86.69
4.716 , 86.69
4.716 , 86.69
4.717 , 86.69
4.718 , 86.64
4.718 , 86.64
4.719 , 86.64
4.72 , 86.64
4.72 , 86.64
4.721 , 86.64
4.722 , 86.64
4.722 , 86.64
4.723 , 86.64
4.724 , 86.64
4.724 , 86.64
4.725 , 86.64
4.726 , 86.64
4.726 , 86.64
4.727 , 86.64
4.728 , 86.64
4.729 , 86.64
4.729 , 86.64
4.73 , 86.64
4.73 , 86.64
4.731 , 86.61
4.732 , 86.61
4.732 , 86.61
4.733 , 86.61
4.734 , 86.61
4.734 , 86.61
4.735 , 86.61
4.735 , 86.61
4.736 , 86.61
4.736 , 86.61
4.737 , 86.61
4.738 , 86.61
4.738 , 86.61
4.739 , 86.61
4.74 , 86.61
4.74 , 86.61
4.741 , 86.61
4.741 , 86.61
4.742 , 86.61
4.743 , 86.61
4.743 , 86.61
4.744 , 86.69
4.744 , 86.69
4.745 , 86.69
4.746 , 86.69
4.746 , 86.69
4.747 , 86.69
4.748 , 86.69
4.748 , 86.69
4.749 , 86.69
4.75 , 86.69
4.75 , 86.69
4.751 , 86.69
4.751 , 86.69
4.752 , 86.69
4.753 , 86.69
4.753 , 86.69
4.754 , 86.69
4.755 , 86.69
4.755 , 86.69
4.756 , 86.69
4.756 , 86.69
4.757 , 86.69
4.758 , 86.69
4.758 , 86.69
4.759 , 86.69
4.76 , 86.69
4.76 , 86.69
4.761 , 86.69
4.761 , 86.69
4.762 , 86.69
4.763 , 86.69
4.763 , 86.69
4.764 , 86.69
4.764 , 86.69
4.765 , 86.69
4.766 , 86.69
4.766 , 86.69
4.767 , 86.69
4.768 , 86.69
4.768 , 86.69
4.769 , 86.69
4.769 , 86.69
4.77 , 86.67
4.771 , 86.67
4.772 , 86.67
4.772 , 86.67
4.773 , 86.67
4.774 , 86.67
4.774 , 86.67
4.775 , 86.67
4.776 , 86.67
4.776 , 86.67
4.777 , 86.67
4.778 , 86.67
4.778 , 86.67
4.779 , 86.67
4.78 , 86.67
4.78 , 86.67
4.781 , 86.67
4.782 , 86.67
4.782 , 86.67
4.783 , 86.67
4.784 , 86.69
4.784 , 86.69
4.785 , 86.69
4.786 , 86.69
4.786 , 86.69
4.787 , 86.69
4.787 , 86.69
4.788 , 86.69
4.789 , 86.69
4.789 , 86.69
4.79 , 86.69
4.791 , 86.69
4.791 , 86.69
4.792 , 86.69
4.793 , 86.69
4.793 , 86.69
4.794 , 86.69
4.794 , 86.69
4.795 , 86.69
4.796 , 86.69
4.796 , 86.84
4.797 , 86.84
4.798 , 86.84
4.798 , 86.84
4.799 , 86.84
4.8 , 86.84
4.8 , 86.84
4.801 , 86.84
4.802 , 86.84
4.802 , 86.84
4.803 , 86.84
4.803 , 86.84
4.804 , 86.84
4.805 , 86.84
4.806 , 86.84
4.806 , 86.84
4.807 , 86.84
4.807 , 86.84
4.808 , 86.84
4.809 , 86.84
4.809 , 87.33
4.81 , 87.33
4.811 , 87.33
4.811 , 87.33
4.812 , 87.33
4.813 , 87.33
4.813 , 87.33
4.814 , 87.33
4.814 , 87.33
4.815 , 87.33
4.815 , 87.33
4.816 , 87.33
4.817 , 87.33
4.817 , 87.33
4.818 , 87.33
4.819 , 87.33
4.819 , 87.33
4.82 , 87.33
4.82 , 87.33
4.821 , 87.33
4.822 , 87.33
4.822 , 87.33
4.823 , 87.66
4.823 , 87.66
4.824 , 87.66
4.825 , 87.66
4.825 , 87.66
4.826 , 87.66
4.827 , 87.66
4.827 , 87.66
4.828 , 87.66
4.828 , 87.66
4.829 , 87.66
4.83 , 87.66
4.83 , 87.66
4.831 , 87.66
4.832 , 87.66
4.832 , 87.66
4.833 , 87.66
4.833 , 87.66
4.834 , 87.66
4.835 , 87.66
4.835 , 87.66
4.836 , 88.19
4.837 , 88.19
4.837 , 88.19
4.838 , 88.19
4.839 , 88.19
4.839 , 88.19
4.84 , 88.19
4.84 , 88.19
4.841 , 88.19
4.841 , 88.19
4.842 , 88.19
4.843 , 88.19
4.843 , 88.19
4.844 , 88.19
4.845 , 88.19
4.845 , 88.19
4.846 , 88.19
4.846 , 88.19
4.847 , 88.19
4.848 , 88.19
4.848 , 88.19
4.849 , 88.59
4.85 , 88.59
4.85 , 88.59
4.851 , 88.59
4.852 , 88.59
4.852 , 88.59
4.853 , 88.59
4.854 , 88.59
4.854 , 88.59
4.855 , 88.59
4.856 , 88.59
4.856 , 88.59
4.857 , 88.59
4.858 , 88.59
4.858 , 88.59
4.859 , 88.59
4.86 , 88.59
4.86 , 88.59
4.861 , 88.59
4.862 , 88.91
4.862 , 88.91
4.863 , 88.91
4.864 , 88.91
4.864 , 88.91
4.865 , 88.91
4.866 , 88.91
4.866 , 88.91
4.867 , 88.91
4.867 , 88.91
4.868 , 88.91
4.869 , 88.91
4.869 , 88.91
4.87 , 88.91
4.87 , 88.91
4.871 , 88.91
4.872 , 88.91
4.872 , 88.91
4.873 , 88.91
4.874 , 88.91
4.874 , 88.91
4.875 , 89.22
4.875 , 89.22
4.876 , 89.22
4.877 , 89.22
4.877 , 89.22
4.878 , 89.22
4.879 , 89.22
4.879 , 89.22
4.88 , 89.22
4.88 , 89.22
4.881 , 89.22
4.882 , 89.22
4.882 , 89.22
4.883 , 89.22
4.884 , 89.22
4.884 , 89.22
4.885 , 89.22
4.885 , 89.22
4.886 , 89.22
4.887 , 89.22
4.887 , 89.22
4.888 , 89.44
4.888 , 89.44
4.889 , 89.44
4.89 , 89.44
4.89 , 89.44
4.891 , 89.44
4.892 , 89.44
4.892 , 89.44
4.893 , 89.44
4.893 , 89.44
4.894 , 89.44
4.895 , 89.44
4.895 , 89.44
4.896 , 89.44
4.897 , 89.44
4.897 , 89.44
4.898 , 89.44
4.899 , 89.44
4.899 , 89.44
4.9 , 89.44
4.9 , 89.44
4.901 , 88.98
4.902 , 88.98
4.902 , 88.98
4.903 , 88.98
4.904 , 88.98
4.904 , 88.98
4.905 , 88.98
4.905 , 88.98
4.906 , 88.98
4.907 , 88.98
4.907 , 88.98
4.908 , 88.98
4.909 , 88.98
4.909 , 88.98
4.91 , 88.98
4.911 , 88.98
4.911 , 88.98
4.912 , 88.98
4.912 , 88.98
4.913 , 88.98
4.914 , 88.98
4.914 , 88.71
4.915 , 88.71
4.916 , 88.71
4.916 , 88.71
4.917 , 88.71
4.918 , 88.71
4.918 , 88.71
4.919 , 88.71
4.92 , 88.71
4.92 , 88.71
4.921 , 88.71
4.922 , 88.71
4.922 , 88.71
4.923 , 88.71
4.924 , 88.71
4.924 , 88.71
4.925 , 88.71
4.926 , 88.71
4.926 , 88.71
4.927 , 88.71
4.928 , 88.81
4.928 , 88.81
4.929 , 88.81
4.93 , 88.81
4.93 , 88.81
4.931 , 88.81
4.932 , 88.81
4.932 , 88.81
4.933 , 88.81
4.934 , 88.81
4.934 , 88.81
4.935 , 88.81
4.935 , 88.81
4.936 , 88.81
4.937 , 88.81
4.938 , 88.81
4.938 , 88.81
4.939 , 88.81
4.94 , 88.81
4.94 , 88.77
4.941 , 88.77
4.942 , 88.77
4.942 , 88.77
4.943 , 88.77
4.944 , 88.77
4.944 , 88.77
4.945 , 88.77
4.946 , 88.77
4.946 , 88.77
4.947 , 88.77
4.948 , 88.77
4.948 , 88.77
4.949 , 88.77
4.95 , 88.77
4.95 , 88.77
4.951 , 88.77
4.952 , 88.77
4.952 , 88.77
4.953 , 88.77
4.954 , 88.76
4.954 , 88.76
4.955 , 88.76
4.956 , 88.76
4.956 , 88.76
4.957 , 88.76
4.958 , 88.76
4.958 , 88.76
4.959 , 88.76
4.959 , 88.76
4.96 , 88.76
4.961 , 88.76
4.961 , 88.76
4.962 , 88.76
4.963 , 88.76
4.963 , 88.76
4.964 , 88.76
4.965 , 88.76
4.965 , 88.76
4.966 , 88.76
4.966 , 88.77
4.967 , 88.77
4.968 , 88.77
4.968 , 88.77
4.969 , 88.77
4.97 , 88.77
4.97 , 88.77
4.971 , 88.77
4.972 , 88.77
4.972 , 88.77
4.973 , 88.77
4.974 , 88.77
4.974 , 88.77
4.975 , 88.77
4.976 , 88.77
4.977 , 88.77
4.977 , 88.77
4.978 , 88.77
4.979 , 88.77
4.979 , 88.77
4.98 , 88.75
4.98 , 88.75
4.981 , 88.75
4.982 , 88.75
4.982 , 88.75
4.983 , 88.75
4.984 , 88.75
4.984 , 88.75
4.985 , 88.75
4.986 , 88.75
4.986 , 88.75
4.987 , 88.75
4.987 , 88.75
4.988 , 88.75
4.989 , 88.75
4.989 , 88.75
4.99 , 88.75
4.991 , 88.75
4.991 , 88.75
4.992 , 88.75
4.993 , 88.74
4.993 , 88.74
4.994 , 88.74
4.995 , 88.74
4.995 , 88.74
4.996 , 88.74
4.997 , 88.74
4.997 , 88.74
4.998 , 88.74
4.999 , 88.74
4.999 , 88.74
5.0 , 88.74
5.001 , 88.74
5.001 , 88.74
5.002 , 88.74
5.003 , 88.74
5.003 , 88.74
5.004 , 88.74
5.005 , 88.74
5.005 , 88.74
5.006 , 88.72
5.006 , 88.72
5.007 , 88.72
5.008 , 88.72
5.008 , 88.72
5.009 , 88.72
5.01 , 88.72
5.01 , 88.72
5.011 , 88.72
5.011 , 88.72
5.012 , 88.72
5.012 , 88.72
5.013 , 88.72
5.014 , 88.72
5.014 , 88.72
5.015 , 88.72
5.015 , 88.72
5.016 , 88.72
5.017 , 88.72
5.017 , 88.72
5.018 , 88.72
5.018 , 88.72
5.019 , 88.67
5.02 , 88.67
5.02 , 88.67
5.021 , 88.67
5.022 , 88.67
5.022 , 88.67
5.023 , 88.67
5.024 , 88.67
5.024 , 88.67
5.025 , 88.67
5.026 , 88.67
5.026 , 88.67
5.027 , 88.67
5.028 , 88.67
5.028 , 88.67
5.029 , 88.67
5.03 , 88.67
5.03 , 88.67
5.031 , 88.67
5.032 , 88.67
5.032 , 88.55
5.033 , 88.55
5.034 , 88.55
5.034 , 88.55
5.035 , 88.55
5.035 , 88.55
5.036 , 88.55
5.037 , 88.55
5.037 , 88.55
5.038 , 88.55
5.039 , 88.55
5.039 , 88.55
5.04 , 88.55
5.04 , 88.55
5.041 , 88.55
5.042 , 88.55
5.042 , 88.55
5.043 , 88.55
5.043 , 88.55
5.044 , 88.55
5.045 , 88.55
5.045 , 88.47
5.046 , 88.47
5.046 , 88.47
5.047 , 88.47
5.048 , 88.47
5.048 , 88.47
5.049 , 88.47
5.05 , 88.47
5.05 , 88.47
5.051 , 88.47
5.051 , 88.47
5.052 , 88.47
5.052 , 88.47
5.053 , 88.47
5.054 , 88.47
5.054 , 88.47
5.055 , 88.47
5.056 , 88.47
5.056 , 88.47
5.057 , 88.47
5.057 , 88.47
5.058 , 88.37
5.059 , 88.37
5.059 , 88.37
5.06 , 88.37
5.06 , 88.37
5.061 , 88.37
5.062 , 88.37
5.062 , 88.37
5.063 , 88.37
5.064 , 88.37
5.064 , 88.37
5.065 , 88.37
5.065 , 88.37
5.066 , 88.37
5.066 , 88.37
5.067 , 88.37
5.068 , 88.37
5.068 , 88.37
5.069 , 88.37
5.07 , 88.37
5.07 , 88.37
5.071 , 88.37
5.072 , 88.3
5.072 , 88.3
5.073 , 88.3
5.073 , 88.3
5.074 , 88.3
5.075 , 88.3
5.075 , 88.3
5.076 , 88.3
5.076 , 88.3
5.077 , 88.3
5.078 , 88.3
5.078 , 88.3
5.079 , 88.3
5.079 , 88.3
5.08 , 88.3
5.081 , 88.3
5.081 , 88.3
5.082 , 88.3
5.083 , 88.3
5.083 , 88.3
5.084 , 88.3
5.084 , 88.22
5.085 , 88.22
5.085 , 88.22
5.086 , 88.22
5.087 , 88.22
5.087 , 88.22
5.088 , 88.22
5.089 , 88.22
5.089 , 88.22
5.09 , 88.22
5.09 , 88.22
5.091 , 88.22
5.091 , 88.22
5.092 , 88.22
5.093 , 88.22
5.093 , 88.22
5.094 , 88.22
5.095 , 88.22
5.095 , 88.22
5.096 , 88.22
5.096 , 88.22
5.097 , 88.22
5.098 , 88.14
5.098 , 88.14
5.099 , 88.14
5.1 , 88.14
5.1 , 88.14
5.101 , 88.14
5.102 , 88.14
5.102 , 88.14
5.103 , 88.14
5.103 , 88.14
5.104 , 88.14
5.105 , 88.14
5.105 , 88.14
5.106 , 88.14
5.107 , 88.14
5.107 , 88.14
5.108 , 88.14
5.109 , 88.14
5.109 , 88.14
5.11 , 88.14
5.11 , 88.06
5.111 , 88.06
5.112 , 88.06
5.112 , 88.06
5.113 , 88.06
5.114 , 88.06
5.114 , 88.06
5.115 , 88.06
5.116 , 88.06
5.116 , 88.06
5.117 , 88.06
5.118 , 88.06
5.118 , 88.06
5.119 , 88.06
5.12 , 88.06
5.12 , 88.06
5.121 , 88.06
5.122 , 88.06
5.122 , 88.06
5.123 , 88.06
5.124 , 88.01
5.124 , 88.01
5.125 , 88.01
5.125 , 88.01
5.126 , 88.01
5.126 , 88.01
5.127 , 88.01
5.128 , 88.01
5.128 , 88.01
5.129 , 88.01
5.129 , 88.01
5.13 , 88.01
5.131 , 88.01
5.131 , 88.01
5.132 , 88.01
5.132 , 88.01
5.133 , 88.01
5.134 , 88.01
5.134 , 88.01
5.135 , 88.01
5.135 , 88.01
5.136 , 88.01
5.137 , 87.99
5.137 , 87.99
5.138 , 87.99
5.139 , 87.99
5.139 , 87.99
5.14 , 87.99
5.141 , 87.99
5.141 , 87.99
5.142 , 87.99
5.143 , 87.99
5.143 , 87.99
5.144 , 87.99
5.145 , 87.99
5.145 , 87.99
5.146 , 87.99
5.147 , 87.99
5.147 , 87.99
5.148 , 87.99
5.149 , 87.99
5.149 , 87.99
5.15 , 87.93
5.151 , 87.93
5.151 , 87.93
5.152 , 87.93
5.152 , 87.93
5.153 , 87.93
5.154 , 87.93
5.154 , 87.93
5.155 , 87.93
5.156 , 87.93
5.156 , 87.93
5.157 , 87.93
5.157 , 87.93
5.158 , 87.93
5.159 , 87.93
5.159 , 87.93
5.16 , 87.93
5.161 , 87.93
5.161 , 87.93
5.162 , 87.93
5.162 , 87.93
5.163 , 87.87
5.164 , 87.87
5.164 , 87.87
5.165 , 87.87
5.165 , 87.87
5.166 , 87.87
5.167 , 87.87
5.167 , 87.87
5.168 , 87.87
5.169 , 87.87
5.169 , 87.87
5.17 , 87.87
5.17 , 87.87
5.171 , 87.87
5.172 , 87.87
5.172 , 87.87
5.173 , 87.87
5.174 , 87.87
5.174 , 87.87
5.175 , 87.87
5.175 , 87.87
5.176 , 87.82
5.177 , 87.82
5.177 , 87.82
5.178 , 87.82
5.179 , 87.82
5.179 , 87.82
5.18 , 87.82
5.181 , 87.82
5.181 , 87.82
5.182 , 87.82
5.183 , 87.82
5.183 , 87.82
5.184 , 87.82
5.185 , 87.82
5.185 , 87.82
5.186 , 87.82
5.187 , 87.82
5.187 , 87.82
5.188 , 87.82
5.189 , 87.82
5.189 , 87.77
5.19 , 87.77
5.191 , 87.77
5.191 , 87.77
5.192 , 87.77
5.193 , 87.77
5.194 , 87.77
5.194 , 87.77
5.195 , 87.77
5.196 , 87.77
5.196 , 87.77
5.197 , 87.77
5.198 , 87.77
5.198 , 87.77
5.199 , 87.77
5.2 , 87.77
5.2 , 87.77
5.201 , 87.77
5.202 , 87.77
5.202 , 87.72
5.203 , 87.72
5.203 , 87.72
5.204 , 87.72
5.205 , 87.72
5.205 , 87.72
5.206 , 87.72
5.207 , 87.72
5.207 , 87.72
5.208 , 87.72
5.208 , 87.72
5.209 , 87.72
5.21 , 87.72
5.21 , 87.72
5.211 , 87.72
5.211 , 87.72
5.212 , 87.72
5.213 , 87.72
5.213 , 87.72
5.214 , 87.72
5.214 , 87.72
5.215 , 87.72
5.216 , 87.66
5.216 , 87.66
5.217 , 87.66
5.217 , 87.66
5.218 , 87.66
5.219 , 87.66
5.219 , 87.66
5.22 , 87.66
5.221 , 87.66
5.221 , 87.66
5.222 , 87.66
5.222 , 87.66
5.223 , 87.66
5.223 , 87.66
5.224 , 87.66
5.225 , 87.66
5.225 , 87.66
5.226 , 87.66
5.227 , 87.66
5.227 , 87.66
