t,pwm
1.188 , 29329.06
1.191 , 30020.82
1.193 , 29448.74
1.196 , 29373.65
1.199 , 29345.15
1.201 , 29372.74
1.204 , 30138.01
1.207 , 29409.7
1.209 , 29437.73
1.212 , 29362.27
1.215 , 29333.89
1.217 , 29962.06
1.22 , 29386.86
1.222 , 29414.63
1.225 , 29339.42
1.227 , 29367.19
1.23 , 30131.93
1.233 , 29403.91
1.235 , 29431.93
1.238 , 29356.65
1.24 , 29384.3
1.243 , 30029.44
1.245 , 29457.6
1.248 , 29382.24
1.251 , 29353.95
1.253 , 29381.79
1.256 , 30146.96
1.258 , 29474.91
1.261 , 29399.96
1.264 , 29371.6
1.266 , 29399.32
1.269 , 29924.52
1.272 , 29396.22
1.274 , 29424.23
1.277 , 29348.75
1.28 , 29320.34
1.282 , 29948.49
1.285 , 29373.27
1.288 , 29344.63
1.29 , 29372.59
1.293 , 29297.1
1.296 , 30228.82
1.298 , 29456.92
1.301 , 29381.93
1.304 , 29353.51
1.306 , 29381.18
1.309 , 29906.32
1.311 , 29434.36
1.314 , 29358.94
1.317 , 29330.59
1.319 , 29358.36
1.322 , 30003.28
1.324 , 29431.18
1.327 , 29356.1
1.33 , 29327.59
1.332 , 29355.17
1.335 , 30120.44
1.337 , 29448.5
1.34 , 29373.34
1.342 , 29401.1
1.345 , 29325.91
1.348 , 30017.74
1.35 , 29445.71
1.353 , 29370.7
1.355 , 29398.64
1.358 , 29323.29
1.361 , 30014.93
1.363 , 29443.24
1.366 , 29368.06
1.368 , 29395.82
1.371 , 29320.61
1.374 , 30012.44
1.376 , 29440.58
1.379 , 29365.22
1.382 , 29336.93
1.384 , 29364.75
1.387 , 29889.71
1.39 , 29361.16
1.392 , 29389.23
1.395 , 29313.86
1.398 , 29285.22
1.4 , 30033.11
1.403 , 29358.1
1.406 , 29329.64
1.408 , 29357.26
1.411 , 29882.36
1.414 , 29353.97
1.416 , 29381.88
1.419 , 29306.31
1.421 , 29334.18
1.424 , 30099.25
1.427 , 29370.9
1.429 , 29398.7
1.432 , 29323.54
1.435 , 29294.96
1.437 , 30162.92
1.44 , 29388.1
1.442 , 29416.16
1.445 , 29340.92
1.447 , 29368.61
1.45 , 30013.79
1.453 , 29385.6
1.455 , 29413.47
1.458 , 29338.38
1.461 , 29309.87
1.463 , 30057.89
1.466 , 29383.0
1.469 , 29354.67
1.471 , 29382.61
1.474 , 29307.25
1.477 , 29999.07
1.479 , 29427.21
1.482 , 29352.04
1.485 , 29323.59
1.487 , 29351.22
1.49 , 30116.37
1.493 , 29388.26
1.495 , 29416.15
1.498 , 29341.09
1.501 , 29312.61
1.503 , 29940.83
1.506 , 29365.5
1.508 , 29393.65
1.511 , 29318.35
1.513 , 29345.97
1.516 , 29991.09
1.519 , 29362.84
1.521 , 29390.64
1.524 , 29315.49
1.526 , 29343.29
1.529 , 29988.25
1.531 , 29416.19
1.534 , 29341.14
1.537 , 29312.68
1.539 , 29340.29
1.542 , 30105.59
1.553 , 28926.73
1.555 , 29929.37
1.558 , 29354.21
1.561 , 29325.63
1.563 , 29353.64
1.566 , 29278.21
1.569 , 30089.97
1.571 , 29417.99
1.574 , 29342.97
1.577 , 29314.54
1.579 , 29342.18
1.582 , 29987.31
1.585 , 29359.08
1.587 , 29387.08
1.59 , 29311.62
1.592 , 29339.58
1.595 , 30104.76
1.598 , 29376.51
1.6 , 29404.4
1.603 , 29329.34
1.605 , 29357.23
1.608 , 29882.09
1.61 , 29410.32
1.613 , 29335.13
1.616 , 29306.68
1.618 , 29334.3
1.621 , 30099.44
1.623 , 29427.7
1.626 , 29352.41
1.628 , 29380.55
1.631 , 29305.26
1.634 , 29877.13
1.636 , 29405.01
1.639 , 29329.97
1.641 , 29357.69
1.644 , 29282.46
1.647 , 29974.27
1.649 , 29402.38
1.652 , 29327.18
1.655 , 29298.53
1.657 , 29326.47
1.66 , 29971.43
1.663 , 29343.17
1.665 , 29370.96
1.668 , 29295.79
1.671 , 29267.21
1.673 , 30015.15
1.676 , 29340.19
1.679 , 29311.79
1.681 , 29339.46
1.684 , 29264.18
1.687 , 29956.12
1.689 , 29384.02
1.692 , 29308.59
1.694 , 29336.59
1.697 , 29261.15
1.7 , 30072.91
1.702 , 29400.92
1.705 , 29325.9
1.707 , 29353.82
1.71 , 29278.27
1.713 , 29970.25
1.715 , 29398.37
1.718 , 29323.19
1.72 , 29350.92
1.723 , 29275.71
1.725 , 30144.09
1.728 , 29368.84
1.731 , 29340.73
1.733 , 29368.72
1.736 , 29293.43
1.739 , 29985.14
1.741 , 29413.49
1.744 , 29338.38
1.747 , 29310.0
1.749 , 29337.69
1.752 , 29862.87
1.755 , 29334.56
1.757 , 29362.35
1.76 , 29287.2
1.763 , 29979.08
1.765 , 29407.26
1.768 , 29331.95
1.771 , 29303.71
1.773 , 29331.56
1.776 , 29976.59
1.779 , 29348.22
1.781 , 29376.41
1.784 , 29301.17
1.786 , 29328.84
1.789 , 29974.01
1.792 , 29345.82
1.794 , 29373.85
1.797 , 29298.42
1.799 , 29326.42
1.802 , 29971.44
1.805 , 29343.24
1.807 , 29371.08
1.81 , 29295.98
1.813 , 29267.46
1.815 , 30015.64
1.818 , 29340.6
1.821 , 29312.26
1.823 , 29340.16
1.826 , 29264.61
1.828 , 30012.94
1.831 , 29337.89
1.834 , 29309.54
1.836 , 29337.26
1.839 , 29262.04
1.842 , 30073.87
1.844 , 29401.93
1.847 , 29326.97
1.85 , 29298.59
1.852 , 29326.45
1.855 , 29851.29
1.857 , 29379.49
1.86 , 29304.29
1.863 , 29275.83
1.865 , 29303.43
1.868 , 30068.73
1.871 , 29340.46
1.873 , 29368.31
1.876 , 29293.23
1.878 , 29321.08
1.881 , 29966.12
1.884 , 29337.75
1.886 , 29365.93
1.889 , 29290.7
1.892 , 29262.19
1.894 , 30010.19
1.897 , 29335.31
1.9 , 29306.98
1.902 , 29334.72
1.905 , 29259.52
1.907 , 29887.68
1.91 , 29312.33
1.913 , 29284.07
1.915 , 29311.9
1.918 , 29236.46
1.921 , 30048.03
1.923 , 29376.35
1.926 , 29301.17
1.928 , 29328.9
1.931 , 29253.68
1.934 , 29945.5
1.936 , 29373.61
1.939 , 29298.24
1.942 , 29269.94
1.944 , 29297.73
1.947 , 29822.68
1.95 , 29294.3
1.952 , 29322.01
1.955 , 29246.78
1.957 , 29274.29
1.96 , 30039.53
1.963 , 29311.18
1.965 , 29339.14
1.968 , 29263.65
1.97 , 29291.58
1.973 , 29936.54
1.976 , 29308.28
1.978 , 29336.05
1.981 , 29260.89
1.984 , 29232.31
1.986 , 29980.24
1.989 , 29305.29
1.992 , 29276.89
1.994 , 29304.73
1.997 , 29229.12
2.0 , 30041.04
2.002 , 29369.21
2.005 , 29294.05
2.007 , 29321.78
2.01 , 29246.57
2.013 , 30058.6
2.015 , 29386.52
2.018 , 29311.58
2.02 , 29339.57
2.023 , 29264.29
2.026 , 29956.01
2.028 , 29384.35
2.031 , 29309.26
2.034 , 29280.89
2.036 , 29308.58
2.039 , 29833.77
2.041 , 29361.82
2.044 , 29286.46
2.047 , 29258.16
2.049 , 30126.41
2.052 , 29351.56
2.055 , 29323.19
2.057 , 29351.39
2.06 , 29276.17
2.062 , 30024.48
2.065 , 29349.57
2.068 , 29321.38
2.07 , 29349.23
2.073 , 29274.16
2.076 , 29966.12
2.078 , 29394.37
2.081 , 29319.14
2.083 , 29347.33
2.086 , 29272.09
2.089 , 29964.04
2.092 , 29335.94
2.094 , 29363.86
2.097 , 29288.85
2.099 , 29316.77
2.102 , 29961.69
2.105 , 29333.73
2.107 , 29361.83
2.11 , 29286.66
2.113 , 29258.04
2.115 , 29886.43
2.118 , 29311.33
2.121 , 29283.0
2.123 , 29310.72
2.126 , 29235.5
2.128 , 29983.48
2.131 , 29308.59
2.134 , 29280.25
2.136 , 29308.14
2.139 , 29232.59
2.141 , 30101.1
2.144 , 29326.03
2.147 , 29297.77
2.149 , 29325.55
2.152 , 29250.41
2.155 , 29822.1
2.157 , 29350.11
2.16 , 29275.07
2.162 , 29302.95
2.165 , 29227.57
2.168 , 29919.56
2.17 , 29347.31
2.173 , 29272.26
2.176 , 29243.8
2.178 , 29271.38
2.181 , 30036.5
2.184 , 29308.37
2.186 , 29336.21
2.189 , 29261.13
2.191 , 29288.97
2.194 , 29934.0
2.197 , 29305.63
2.199 , 29333.8
2.202 , 29258.56
2.205 , 29230.05
2.207 , 29978.04
2.21 , 29303.16
2.212 , 29331.17
2.215 , 29255.74
2.218 , 29227.38
2.221 , 29799.19
2.223 , 29327.16
2.226 , 29251.72
2.228 , 29279.69
2.231 , 29204.25
2.234 , 30016.18
2.236 , 29344.01
2.239 , 29268.97
2.242 , 29240.53
2.244 , 29268.12
2.247 , 29913.24
2.249 , 29341.34
2.252 , 29266.15
2.255 , 29237.51
2.257 , 29265.44
2.26 , 30030.41
2.263 , 29302.3
2.265 , 29330.15
2.268 , 29255.08
2.271 , 29226.58
2.273 , 30094.78
2.276 , 29319.9
2.278 , 29348.01
2.281 , 29272.86
2.284 , 29244.25
2.286 , 30112.68
2.289 , 29337.87
2.292 , 29309.71
2.294 , 29337.6
2.297 , 29983.2
2.3 , 29355.09
2.302 , 29383.16
2.305 , 29308.31
2.308 , 29280.03
2.31 , 29908.24
2.313 , 29333.27
2.315 , 29361.59
2.318 , 29286.5
2.321 , 29258.14
2.331 , 29556.12
2.334 , 29255.38
2.336 , 30003.7
2.339 , 29328.8
2.342 , 29300.44
2.344 , 29328.63
2.347 , 29253.42
2.35 , 29825.37
2.352 , 29353.3
2.355 , 29278.34
2.358 , 29249.96
2.36 , 29277.62
2.363 , 29922.81
2.366 , 29294.63
2.368 , 29322.47
2.371 , 29247.39
2.374 , 29218.9
2.376 , 30087.09
2.379 , 29312.2
2.382 , 29283.77
2.384 , 29311.91
2.387 , 29236.64
2.389 , 29864.7
2.392 , 29289.76
2.395 , 29261.44
2.398 , 29233.01
2.4 , 29260.61
2.403 , 30025.95
2.405 , 29354.03
2.408 , 29278.94
2.411 , 29250.4
2.413 , 29278.41
2.416 , 29803.27
2.419 , 29275.13
2.421 , 29302.92
2.424 , 29227.78
2.426 , 29255.37
2.429 , 30020.69
2.432 , 29292.44
2.434 , 29320.47
2.437 , 29245.08
2.44 , 29216.75
2.442 , 30084.95
2.445 , 29310.07
2.447 , 29338.0
2.45 , 29263.01
2.453 , 29234.6
2.455 , 29982.87
2.458 , 29307.93
2.461 , 29279.7
2.463 , 29307.7
2.466 , 29232.25
2.468 , 29980.66
2.471 , 29305.72
2.474 , 29277.49
2.477 , 29249.14
2.479 , 29276.84
2.482 , 30042.08
2.484 , 29370.22
2.487 , 29295.37
2.49 , 29267.1
2.492 , 30015.5
2.495 , 29340.52
2.498 , 29312.58
2.5 , 29340.71
2.503 , 29265.59
2.506 , 29957.66
2.508 , 29385.99
2.511 , 29311.05
2.514 , 29282.85
2.516 , 29310.67
2.519 , 29956.04
2.521 , 29384.37
2.524 , 29309.24
2.527 , 29281.18
2.53 , 29252.86
2.532 , 29881.0
2.535 , 29305.99
2.537 , 29334.25
2.54 , 29259.1
2.543 , 29230.7
2.545 , 29858.76
2.548 , 29283.84
2.551 , 29255.53
2.553 , 29283.25
2.556 , 29208.07
