t,o,f
4.806 , 1.24 , 0.81
4.807 , 1.3 , 1.01
4.808 , 1.56 , 1.23
4.809 , 1.69 , 1.41
4.809 , 1.85 , 1.59
4.81 , 2.01 , 1.76
4.811 , 2.15 , 1.92
4.812 , 2.29 , 2.07
4.813 , 2.47 , 2.23
4.813 , 2.52 , 2.35
4.814 , 2.61 , 2.45
4.815 , 2.68 , 2.54
4.816 , 2.75 , 2.62
4.817 , 2.86 , 2.72
4.818 , 2.86 , 2.78
4.818 , 2.98 , 2.86
4.819 , 3.0 , 2.92
4.82 , 3.07 , 2.98
4.821 , 3.09 , 3.02
4.822 , 3.14 , 3.07
4.823 , 3.23 , 3.13
4.823 , 3.23 , 3.17
4.824 , 3.27 , 3.21
4.825 , 3.3 , 3.25
4.826 , 3.36 , 3.29
4.827 , 3.36 , 3.32
4.827 , 3.36 , 3.34
4.828 , 3.43 , 3.38
4.829 , 3.46 , 3.41
4.83 , 3.5 , 3.45
4.831 , 3.5 , 3.47
4.831 , 3.55 , 3.5
4.832 , 3.55 , 3.52
4.833 , 3.62 , 3.56
4.834 , 3.62 , 3.58
4.835 , 3.66 , 3.61
4.835 , 3.69 , 3.64
4.836 , 3.73 , 3.68
4.837 , 3.78 , 3.72
4.838 , 3.82 , 3.76
4.839 , 3.82 , 3.78
4.84 , 3.85 , 3.81
4.841 , 3.89 , 3.84
4.841 , 3.91 , 3.87
4.842 , 3.98 , 3.91
4.843 , 4.01 , 3.95
4.844 , 4.07 , 4.0
4.844 , 4.05 , 4.02
4.845 , 4.07 , 4.04
4.846 , 4.07 , 4.05
4.847 , 4.12 , 4.08
4.848 , 4.14 , 4.1
4.848 , 4.14 , 4.12
4.849 , 4.12 , 4.12
4.85 , 4.14 , 4.13
4.851 , 4.19 , 4.15
4.852 , 4.19 , 4.17
4.852 , 4.23 , 4.19
4.853 , 4.21 , 4.2
4.854 , 4.21 , 4.2
4.855 , 4.21 , 4.2
4.856 , 4.28 , 4.23
4.856 , 4.3 , 4.26
4.857 , 4.28 , 4.27
4.858 , 4.3 , 4.28
4.859 , 4.3 , 4.29
4.86 , 4.35 , 4.31
4.86 , 4.35 , 4.33
4.861 , 4.37 , 4.35
4.862 , 4.37 , 4.36
4.863 , 4.37 , 4.36
4.864 , 4.42 , 4.38
4.865 , 4.42 , 4.4
4.865 , 4.42 , 4.41
4.866 , 4.44 , 4.42
4.867 , 4.42 , 4.42
4.868 , 4.42 , 4.42
4.868 , 4.42 , 4.42
4.869 , 4.42 , 4.42
4.87 , 4.37 , 4.4
4.871 , 4.44 , 4.42
4.871 , 4.37 , 4.4
4.872 , 4.44 , 4.42
4.873 , 4.42 , 4.42
4.874 , 4.44 , 4.43
4.875 , 4.42 , 4.43
4.875 , 4.42 , 4.43
4.876 , 4.42 , 4.43
4.877 , 4.44 , 4.43
4.878 , 4.42 , 4.43
4.879 , 4.42 , 4.43
4.879 , 4.42 , 4.43
4.88 , 4.42 , 4.43
4.881 , 4.44 , 4.43
4.882 , 4.44 , 4.43
4.883 , 4.44 , 4.43
4.883 , 4.37 , 4.41
4.884 , 4.42 , 4.41
4.885 , 4.42 , 4.41
4.886 , 4.44 , 4.42
4.887 , 4.44 , 4.43
4.888 , 4.42 , 4.43
4.888 , 4.37 , 4.41
4.889 , 4.42 , 4.41
4.89 , 4.44 , 4.42
4.891 , 4.44 , 4.43
4.892 , 4.44 , 4.43
4.892 , 4.42 , 4.43
4.893 , 4.42 , 4.43
4.894 , 4.42 , 4.43
4.895 , 4.42 , 4.43
4.896 , 4.44 , 4.43
4.896 , 4.46 , 4.44
4.897 , 4.44 , 4.44
4.898 , 4.44 , 4.44
4.899 , 4.46 , 4.45
4.9 , 4.44 , 4.45
4.9 , 4.44 , 4.45
4.901 , 4.44 , 4.45
4.902 , 4.46 , 4.45
4.903 , 4.44 , 4.45
4.904 , 4.46 , 4.45
4.905 , 4.44 , 4.45
4.905 , 4.44 , 4.45
4.906 , 4.46 , 4.45
4.907 , 4.44 , 4.45
4.908 , 4.46 , 4.45
4.908 , 4.44 , 4.45
4.909 , 4.46 , 4.45
4.91 , 4.44 , 4.45
4.911 , 4.46 , 4.45
4.912 , 4.46 , 4.45
4.913 , 4.46 , 4.45
4.913 , 4.46 , 4.45
4.914 , 4.46 , 4.45
4.915 , 4.46 , 4.45
4.916 , 4.51 , 4.47
4.917 , 4.46 , 4.47
4.918 , 4.46 , 4.47
4.918 , 4.51 , 4.49
4.919 , 4.51 , 4.5
4.92 , 4.51 , 4.5
4.921 , 4.53 , 4.51
4.921 , 4.51 , 4.51
4.922 , 4.51 , 4.51
4.923 , 4.46 , 4.49
4.924 , 4.51 , 4.5
4.924 , 4.51 , 4.5
4.925 , 4.53 , 4.51
4.926 , 4.51 , 4.51
4.927 , 4.53 , 4.52
4.927 , 4.53 , 4.52
4.928 , 4.53 , 4.52
4.929 , 4.53 , 4.52
4.93 , 4.53 , 4.52
4.931 , 4.51 , 4.52
4.931 , 4.53 , 4.52
4.932 , 4.51 , 4.52
4.933 , 4.51 , 4.52
4.934 , 4.51 , 4.52
4.935 , 4.51 , 4.52
4.935 , 4.46 , 4.5
4.936 , 4.46 , 4.48
4.937 , 4.51 , 4.49
4.938 , 4.46 , 4.48
4.939 , 4.46 , 4.47
4.939 , 4.46 , 4.47
4.94 , 4.46 , 4.47
4.941 , 4.46 , 4.47
4.942 , 4.44 , 4.46
4.943 , 4.44 , 4.45
4.943 , 4.44 , 4.45
4.944 , 4.44 , 4.45
4.945 , 4.42 , 4.44
4.946 , 4.42 , 4.43
4.947 , 4.37 , 4.41
4.947 , 4.42 , 4.41
4.948 , 4.37 , 4.39
4.949 , 4.37 , 4.38
4.95 , 4.37 , 4.38
4.951 , 4.35 , 4.37
4.952 , 4.35 , 4.36
4.952 , 4.35 , 4.36
4.953 , 4.3 , 4.34
4.954 , 4.3 , 4.32
4.955 , 4.3 , 4.31
4.956 , 4.21 , 4.27
4.956 , 4.21 , 4.25
4.957 , 4.21 , 4.23
4.958 , 4.14 , 4.19
4.959 , 4.12 , 4.16
4.96 , 4.12 , 4.14
4.96 , 4.05 , 4.1
4.961 , 4.05 , 4.08
4.962 , 3.98 , 4.04
4.963 , 3.96 , 4.01
4.964 , 3.91 , 3.97
4.964 , 3.85 , 3.92
4.965 , 3.78 , 3.86
4.966 , 3.75 , 3.82
4.967 , 3.73 , 3.78
4.968 , 3.69 , 3.74
4.968 , 3.62 , 3.69
4.969 , 3.59 , 3.65
4.97 , 3.52 , 3.6
4.971 , 3.5 , 3.56
4.972 , 3.43 , 3.51
4.973 , 3.39 , 3.46
4.973 , 3.32 , 3.4
4.974 , 3.27 , 3.35
4.975 , 3.23 , 3.3
4.976 , 3.16 , 3.24
4.977 , 3.09 , 3.18
4.978 , 3.02 , 3.12
4.978 , 2.98 , 3.06
4.979 , 2.93 , 3.01
4.98 , 2.86 , 2.95
4.981 , 2.77 , 2.88
4.982 , 2.77 , 2.84
4.983 , 2.7 , 2.78
4.983 , 2.63 , 2.72
4.984 , 2.54 , 2.65
4.985 , 2.47 , 2.58
4.986 , 2.33 , 2.48
4.987 , 2.29 , 2.4
4.987 , 2.29 , 2.36
4.988 , 2.15 , 2.28
4.989 , 2.08 , 2.2
4.99 , 1.99 , 2.12
4.991 , 1.95 , 2.05
4.992 , 1.83 , 1.96
4.992 , 1.72 , 1.86
4.993 , 1.65 , 1.78
4.994 , 1.56 , 1.69
4.995 , 1.42 , 1.58
4.996 , 1.33 , 1.48
4.996 , 1.26 , 1.39
4.997 , 1.12 , 1.28
4.998 , 1.01 , 1.17
4.999 , 0.87 , 1.05
5.0 , 0.73 , 0.92
5.001 , 0.62 , 0.8
5.001 , 0.43 , 0.65
5.002 , 0.34 , 0.53
5.003 , 0.18 , 0.39
5.004 , -0.16 , 0.17
5.005 , -0.27 , -0.01
5.006 , -0.53 , -0.22
5.006 , -0.76 , -0.44
5.007 , -1.03 , -0.68
5.008 , -1.37 , -0.9599999
5.009 , -0.43 , -0.75
5.01 , -0.16 , -0.51
5.01 , -0.14 , -0.36
5.011 , -0.16 , -0.28
5.012 , -0.16 , -0.23
5.013 , -0.14 , -0.19
5.014 , -0.16 , -0.18
5.015 , -0.09 , -0.14
5.016 , -0.09 , -0.12
5.017 , -0.14 , -0.13
5.017 , -0.09 , -0.11
5.018 , -0.14 , -0.12
5.019 , -0.09 , -0.11
5.02 , -0.14 , -0.12
5.021 , -0.16 , -0.14
5.022 , -0.14 , -0.14
5.023 , -0.09 , -0.12
5.024 , -0.14 , -0.13
5.025 , -0.09 , -0.11
5.026 , -0.16 , -0.13
5.027 , -0.16 , -0.14
5.027 , -0.14 , -0.14
5.028 , -0.09 , -0.12
5.029 , -0.14 , -0.13
5.03 , -0.09 , -0.11
5.031 , -0.14 , -0.12
5.032 , -0.14 , -0.13
5.033 , -0.14 , -0.13
5.034 , -0.09 , -0.11
5.035 , -0.09 , -0.1
5.036 , -0.09 , -0.1
5.037 , -0.14 , -0.12
5.037 , -0.09 , -0.11
5.038 , -0.09 , -0.1
5.039 , -0.09 , -0.1
5.04 , -0.14 , -0.12
5.041 , -0.14 , -0.13
5.042 , -0.09 , -0.11
5.043 , -0.09 , -0.1
5.044 , -0.14 , -0.12
5.045 , -0.09 , -0.11
5.045 , -0.14 , -0.12
5.046 , -0.14 , -0.13
5.047 , -0.14 , -0.13
5.048 , -0.14 , -0.13
5.049 , -0.14 , -0.13
5.05 , -0.09 , -0.11
5.051 , -0.07 , -0.09
5.052 , -0.14 , -0.11
5.053 , -0.14 , -0.12
5.053 , -0.09 , -0.11
5.054 , -0.14 , -0.12
5.055 , -0.14 , -0.13
5.056 , -0.14 , -0.13
5.057 , -0.14 , -0.13
5.058 , -0.09 , -0.11
5.059 , -0.16 , -0.13
5.06 , -0.09 , -0.11
5.061 , -0.14 , -0.12
5.062 , -0.14 , -0.13
5.063 , -0.16 , -0.14
5.063 , -0.14 , -0.14
5.064 , -0.14 , -0.14
5.065 , -0.14 , -0.14
5.066 , -0.09 , -0.12
5.067 , -0.14 , -0.13
5.068 , -0.09 , -0.11
5.069 , -0.14 , -0.12
5.07 , -0.09 , -0.11
5.071 , -0.14 , -0.12
5.071 , -0.09 , -0.11
5.072 , -0.14 , -0.12
5.073 , -0.09 , -0.11
5.074 , -0.14 , -0.12
5.075 , -0.14 , -0.13
5.076 , -0.14 , -0.13
5.077 , -0.09 , -0.11
5.078 , -0.14 , -0.12
5.079 , -0.14 , -0.13
5.08 , -0.09 , -0.11
5.081 , -0.09 , -0.1
5.081 , -0.14 , -0.12
5.082 , -0.09 , -0.11
5.083 , -0.14 , -0.12
5.084 , -0.14 , -0.13
5.085 , -0.14 , -0.13
5.086 , -0.14 , -0.13
5.087 , -0.09 , -0.11
5.088 , -0.14 , -0.12
5.089 , -0.14 , -0.13
5.09 , -0.09 , -0.11
5.09 , -0.14 , -0.12
5.091 , -0.14 , -0.13
5.092 , -0.14 , -0.13
5.093 , -0.14 , -0.13
5.094 , -0.14 , -0.13
5.095 , -0.14 , -0.13
5.096 , -0.14 , -0.13
5.097 , -0.09 , -0.11
5.098 , -0.09 , -0.1
5.098 , -0.14 , -0.12
5.099 , -0.14 , -0.13
5.1 , -0.09 , -0.11
5.101 , -0.14 , -0.12
5.102 , -0.14 , -0.13
5.103 , -0.09 , -0.11
5.104 , -0.14 , -0.12
5.105 , -0.09 , -0.11
5.106 , -0.14 , -0.12
5.107 , -0.14 , -0.13
5.107 , -0.14 , -0.13
5.108 , -0.09 , -0.11
5.109 , -0.16 , -0.13
5.11 , -0.14 , -0.13
5.111 , -0.09 , -0.11
5.112 , -0.14 , -0.12
5.113 , -0.09 , -0.11
5.114 , -0.09 , -0.1
5.115 , -0.09 , -0.1
5.116 , -0.09 , -0.1
5.116 , -0.14 , -0.12
5.117 , -0.14 , -0.13
5.118 , -0.09 , -0.11
5.119 , -0.14 , -0.12
5.12 , -0.09 , -0.11
5.121 , -0.14 , -0.12
5.122 , -0.14 , -0.13
5.123 , -0.09 , -0.11
5.124 , -0.09 , -0.1
5.124 , -0.14 , -0.12
5.125 , -0.14 , -0.13
5.126 , -0.14 , -0.13
5.127 , -0.14 , -0.13
5.128 , -0.14 , -0.13
5.129 , -0.09 , -0.11
5.13 , -0.09 , -0.1
5.131 , -0.14 , -0.12
5.132 , -0.14 , -0.13
5.132 , -0.14 , -0.13
5.133 , -0.09 , -0.11
5.134 , -0.14 , -0.12
5.135 , -0.14 , -0.13
5.136 , -0.14 , -0.13
5.137 , -0.09 , -0.11
5.138 , -0.09 , -0.1
5.139 , -0.09 , -0.1
5.14 , -0.14 , -0.12
5.141 , -0.09 , -0.11
5.141 , -0.09 , -0.1
5.142 , -0.14 , -0.12
5.143 , -0.14 , -0.13
5.144 , -0.09 , -0.11
5.145 , -0.14 , -0.12
5.146 , -0.14 , -0.13
5.147 , -0.09 , -0.11
5.148 , -0.14 , -0.12
5.149 , -0.14 , -0.13
5.15 , -0.14 , -0.13
5.15 , -0.14 , -0.13
5.151 , -0.14 , -0.13
5.152 , -0.09 , -0.11
5.153 , -0.14 , -0.12
5.154 , -0.09 , -0.11
5.155 , -0.14 , -0.12
5.156 , -0.14 , -0.13
5.157 , -0.09 , -0.11
5.158 , -0.14 , -0.12
5.159 , -0.14 , -0.13
5.159 , -0.09 , -0.11
5.16 , -0.14 , -0.12
5.161 , -0.14 , -0.13
5.162 , -0.09 , -0.11
5.163 , -0.14 , -0.12
5.164 , -0.14 , -0.13
5.165 , -0.09 , -0.11
5.166 , -0.09 , -0.1
5.167 , -0.14 , -0.12
5.168 , -0.14 , -0.13
5.169 , -0.14 , -0.13
5.169 , -0.14 , -0.13
5.17 , -0.14 , -0.13
5.171 , -0.16 , -0.14
5.172 , -0.09 , -0.12
5.173 , -0.09 , -0.11
5.174 , -0.14 , -0.12
5.175 , -0.14 , -0.13
5.176 , -0.09 , -0.11
5.177 , -0.14 , -0.12
5.178 , -0.09 , -0.11
5.178 , -0.14 , -0.12
5.179 , -0.14 , -0.13
5.18 , -0.09 , -0.11
5.181 , -0.14 , -0.12
5.182 , -0.09 , -0.11
5.183 , -0.16 , -0.13
5.184 , -0.14 , -0.13
5.185 , -0.09 , -0.11
5.186 , -0.09 , -0.1
5.187 , -0.07 , -0.09
5.188 , 0.0 , -0.05
5.189 , 0.05 , -0.01
5.19 , 0.27 , 0.1
5.19 , 0.43 , 0.23
5.191 , 0.73 , 0.43
5.192 , 0.94 , 0.63
5.193 , 1.19 , 0.85
5.194 , 1.42 , 1.08
5.194 , 1.63 , 1.3
5.195 , 1.76 , 1.48
5.196 , 1.92 , 1.66
5.197 , 2.06 , 1.82
5.198 , 2.22 , 1.98
5.198 , 2.31 , 2.11
5.199 , 2.45 , 2.25
5.2 , 2.56 , 2.37
5.201 , 2.63 , 2.47
5.202 , 2.75 , 2.58
5.203 , 2.79 , 2.66
5.203 , 2.86 , 2.74
5.204 , 2.93 , 2.82
5.205 , 2.98 , 2.88
5.206 , 3.02 , 2.94
5.207 , 3.09 , 3.0
5.207 , 3.14 , 3.06
5.208 , 3.23 , 3.13
5.209 , 3.27 , 3.19
5.21 , 3.27 , 3.22
5.21 , 3.32 , 3.26
5.211 , 3.36 , 3.3
5.212 , 3.39 , 3.34
5.213 , 3.46 , 3.39
5.214 , 3.46 , 3.42
5.214 , 3.5 , 3.45
5.215 , 3.55 , 3.49
5.216 , 3.55 , 3.51
5.217 , 3.62 , 3.55
5.218 , 3.66 , 3.59
5.218 , 3.73 , 3.65
5.219 , 3.75 , 3.69
5.22 , 3.78 , 3.73
5.221 , 3.82 , 3.77
5.222 , 3.85 , 3.8
5.223 , 3.91 , 3.84
5.223 , 3.96 , 3.89
5.224 , 3.96 , 3.92
5.225 , 3.98 , 3.94
5.226 , 4.01 , 3.97
5.226 , 4.07 , 4.01
5.227 , 4.12 , 4.05
5.228 , 4.14 , 4.09
5.229 , 4.14 , 4.11
5.229 , 4.19 , 4.14
5.23 , 4.21 , 4.17
5.231 , 4.28 , 4.21
5.232 , 4.23 , 4.22
5.233 , 4.35 , 4.27
5.233 , 4.35 , 4.3
5.234 , 4.37 , 4.33
5.235 , 4.37 , 4.35
5.236 , 4.42 , 4.38
5.237 , 4.42 , 4.4
5.237 , 4.44 , 4.42
5.238 , 4.46 , 4.44
5.239 , 4.44 , 4.44
5.24 , 4.46 , 4.45
5.241 , 4.51 , 4.47
5.241 , 4.58 , 4.51
5.242 , 4.58 , 4.54
5.243 , 4.58 , 4.56
5.244 , 4.6 , 4.58
5.245 , 4.65 , 4.61
5.246 , 4.65 , 4.63
5.246 , 4.67 , 4.65
5.247 , 4.67 , 4.66
5.248 , 4.67 , 4.66
5.249 , 4.69 , 4.67
5.249 , 4.69 , 4.68
5.25 , 4.74 , 4.7
5.251 , 4.74 , 4.72
5.252 , 4.74 , 4.73
5.253 , 4.76 , 4.74
5.254 , 4.74 , 4.74
5.255 , 4.76 , 4.75
5.255 , 4.76 , 4.75
5.256 , 4.81 , 4.77
5.257 , 4.81 , 4.79
5.258 , 4.83 , 4.81
5.259 , 4.83 , 4.82
5.26 , 4.88 , 4.84
5.26 , 4.88 , 4.86
5.261 , 4.88 , 4.87
5.262 , 4.88 , 4.87
5.263 , 4.88 , 4.87
5.271 , 5.04 , 4.94
5.272 , 5.04 , 4.98
5.273 , 5.04 , 5.0
5.274 , 5.04 , 5.02
5.275 , 5.06 , 5.04
5.276 , 5.06 , 5.05
5.276 , 5.06 , 5.05
5.277 , 5.06 , 5.05
5.278 , 5.06 , 5.05
5.279 , 5.04 , 5.05
5.28 , 5.04 , 5.05
5.28 , 5.04 , 5.05
5.281 , 5.04 , 5.05
5.282 , 5.04 , 5.05
5.283 , 5.04 , 5.05
5.284 , 4.99 , 5.03
5.284 , 4.99 , 5.01
5.285 , 4.99 , 5.0
5.286 , 4.99 , 5.0
5.287 , 4.99 , 5.0
5.288 , 4.99 , 5.0
5.289 , 4.97 , 4.99
5.289 , 4.99 , 4.99
5.29 , 4.92 , 4.96
5.291 , 4.92 , 4.94
5.292 , 4.97 , 4.95
5.293 , 4.92 , 4.94
5.294 , 4.92 , 4.93
5.294 , 4.9 , 4.92
5.295 , 4.9 , 4.91
5.296 , 4.88 , 4.9
5.297 , 4.9 , 4.9
5.297 , 4.88 , 4.89
5.298 , 4.9 , 4.89
5.299 , 4.83 , 4.87
5.3 , 4.83 , 4.85
5.301 , 4.81 , 4.83
5.302 , 4.76 , 4.8
5.302 , 4.74 , 4.78
5.303 , 4.74 , 4.76
5.304 , 4.74 , 4.75
5.305 , 4.69 , 4.73
5.306 , 4.67 , 4.71
5.306 , 4.67 , 4.69
5.307 , 4.67 , 4.68
5.308 , 4.65 , 4.67
5.309 , 4.65 , 4.66
5.309 , 4.65 , 4.66
5.31 , 4.58 , 4.63
5.311 , 4.58 , 4.61
5.312 , 4.53 , 4.58
5.313 , 4.51 , 4.55
5.313 , 4.51 , 4.53
5.314 , 4.51 , 4.52
5.315 , 4.44 , 4.49
5.316 , 4.44 , 4.47
5.317 , 4.42 , 4.45
5.317 , 4.37 , 4.42
5.318 , 4.37 , 4.4
5.319 , 4.35 , 4.38
5.32 , 4.3 , 4.35
5.321 , 4.3 , 4.33
5.321 , 4.28 , 4.31
5.322 , 4.21 , 4.27
5.323 , 4.21 , 4.25
5.324 , 4.14 , 4.21
5.325 , 4.07 , 4.15
5.325 , 4.12 , 4.14
5.326 , 4.07 , 4.11
5.327 , 4.07 , 4.09
5.328 , 4.01 , 4.06
5.328 , 3.98 , 4.03
5.329 , 3.98 , 4.01
5.33 , 3.96 , 3.99
5.331 , 3.91 , 3.96
5.332 , 3.89 , 3.93
5.332 , 3.85 , 3.9
5.333 , 3.75 , 3.84
5.334 , 3.75 , 3.8
5.335 , 3.73 , 3.77
5.336 , 3.69 , 3.74
5.336 , 3.62 , 3.69
5.337 , 3.62 , 3.66
5.338 , 3.55 , 3.62
5.339 , 3.52 , 3.58
5.34 , 3.46 , 3.53
5.34 , 3.39 , 3.47
5.341 , 3.39 , 3.44
5.342 , 3.3 , 3.38
5.343 , 3.3 , 3.35
5.344 , 3.27 , 3.32
5.345 , 3.2 , 3.27
5.345 , 3.14 , 3.22
5.346 , 3.14 , 3.19
5.347 , 3.02 , 3.12
5.348 , 2.98 , 3.06
5.348 , 2.91 , 3.0
5.349 , 2.86 , 2.94
5.35 , 2.79 , 2.88
5.351 , 2.77 , 2.84
5.352 , 2.7 , 2.78
5.353 , 2.63 , 2.72
5.353 , 2.56 , 2.66
5.354 , 2.52 , 2.6
5.355 , 2.47 , 2.55
5.356 , 2.38 , 2.48
5.356 , 2.33 , 2.42
5.357 , 2.29 , 2.37
5.358 , 2.17 , 2.29
5.359 , 2.11 , 2.22
5.36 , 2.01 , 2.14
5.36 , 1.92 , 2.05
5.361 , 1.85 , 1.97
5.362 , 1.76 , 1.89
5.363 , 1.63 , 1.79
5.364 , 1.63 , 1.73
5.365 , 1.53 , 1.65
5.365 , 1.4 , 1.55
5.366 , 1.3 , 1.45
5.367 , 1.19 , 1.35
5.368 , 1.03 , 1.22
5.369 , 0.94 , 1.11
5.369 , 0.8 , 0.99
5.37 , 0.66 , 0.86
5.371 , 0.57 , 0.74
5.372 , 0.41 , 0.61
5.373 , 0.21 , 0.45
5.373 , -0.05 , 0.25
5.374 , -0.23 , 0.06
5.375 , -0.6 , -0.2
5.376 , -0.8 , -0.44
5.377 , -1.08 , -0.7
5.378 , -0.07 , -0.45
5.379 , -0.09 , -0.31
5.38 , -0.16 , -0.25
5.38 , -0.16 , -0.21
5.381 , -0.09 , -0.16
5.382 , -0.14 , -0.15
5.383 , -0.16 , -0.15
5.384 , -0.14 , -0.15
5.385 , -0.14 , -0.15
5.386 , -0.07 , -0.12
5.387 , -0.16 , -0.14
5.387 , -0.09 , -0.12
5.388 , -0.14 , -0.13
5.389 , -0.16 , -0.14
5.39 , -0.14 , -0.14
5.391 , -0.09 , -0.12
5.392 , -0.14 , -0.13
5.393 , -0.14 , -0.13
5.394 , -0.14 , -0.13
5.395 , -0.09 , -0.11
5.396 , -0.14 , -0.12
5.397 , -0.09 , -0.11
5.398 , -0.14 , -0.12
5.399 , -0.09 , -0.11
5.399 , -0.14 , -0.12
5.4 , -0.09 , -0.11
5.401 , -0.09 , -0.1
5.402 , -0.09 , -0.1
5.403 , -0.16 , -0.12
5.404 , -0.09 , -0.11
5.405 , -0.14 , -0.12
5.406 , -0.16 , -0.14
5.407 , -0.09 , -0.12
5.408 , -0.09 , -0.11
5.409 , -0.09 , -0.1
5.409 , -0.14 , -0.12
5.41 , -0.09 , -0.11
5.411 , -0.14 , -0.12
5.412 , -0.14 , -0.13
5.413 , -0.14 , -0.13
5.414 , -0.14 , -0.13
5.415 , -0.14 , -0.13
5.416 , -0.09 , -0.11
5.417 , -0.14 , -0.12
5.418 , -0.14 , -0.13
5.418 , -0.14 , -0.13
5.419 , -0.14 , -0.13
5.42 , -0.14 , -0.13
5.421 , -0.16 , -0.14
5.422 , -0.14 , -0.14
5.423 , -0.09 , -0.12
5.424 , -0.09 , -0.11
5.425 , -0.14 , -0.12
5.426 , -0.09 , -0.11
5.427 , -0.09 , -0.1
5.427 , -0.14 , -0.12
5.428 , -0.14 , -0.13
5.429 , -0.14 , -0.13
5.43 , -0.09 , -0.11
5.431 , -0.14 , -0.12
5.432 , -0.14 , -0.13
5.433 , -0.14 , -0.13
5.434 , -0.14 , -0.13
5.435 , -0.14 , -0.13
5.435 , -0.14 , -0.13
5.436 , -0.14 , -0.13
5.437 , -0.09 , -0.11
5.438 , -0.14 , -0.12
5.439 , -0.09 , -0.11
5.44 , -0.14 , -0.12
5.441 , -0.14 , -0.13
5.442 , -0.09 , -0.11
5.443 , -0.14 , -0.12
5.444 , -0.16 , -0.14
5.445 , -0.09 , -0.12
5.445 , -0.14 , -0.13
5.446 , -0.14 , -0.13
5.447 , -0.09 , -0.11
5.448 , -0.09 , -0.1
5.449 , -0.09 , -0.1
5.45 , -0.09 , -0.1
5.451 , -0.14 , -0.12
5.452 , -0.14 , -0.13
5.453 , -0.14 , -0.13
5.454 , -0.14 , -0.13
5.455 , -0.14 , -0.13
5.455 , -0.09 , -0.11
5.456 , -0.14 , -0.12
5.457 , -0.14 , -0.13
5.458 , -0.14 , -0.13
5.459 , -0.09 , -0.11
5.46 , -0.14 , -0.12
5.461 , -0.14 , -0.13
5.462 , -0.09 , -0.11
5.463 , -0.14 , -0.12
5.464 , -0.14 , -0.13
5.464 , -0.14 , -0.13
5.465 , -0.14 , -0.13
5.466 , -0.14 , -0.13
5.467 , -0.09 , -0.11
5.468 , -0.14 , -0.12
5.469 , -0.14 , -0.13
5.47 , -0.14 , -0.13
5.471 , -0.09 , -0.11
5.472 , -0.14 , -0.12
5.472 , -0.14 , -0.13
5.473 , -0.09 , -0.11
5.474 , -0.09 , -0.1
5.475 , -0.14 , -0.12
5.476 , -0.09 , -0.11
5.477 , -0.09 , -0.1
5.478 , -0.14 , -0.12
5.479 , -0.09 , -0.11
5.48 , -0.09 , -0.1
5.481 , -0.14 , -0.12
5.481 , -0.09 , -0.11
5.482 , -0.09 , -0.1
5.483 , -0.09 , -0.1
5.484 , -0.09 , -0.1
5.485 , -0.09 , -0.1
5.486 , -0.14 , -0.12
5.487 , -0.09 , -0.11
5.488 , -0.14 , -0.12
5.489 , -0.09 , -0.11
5.49 , -0.09 , -0.1
5.491 , -0.09 , -0.1
5.492 , -0.14 , -0.12
5.493 , -0.09 , -0.11
5.493 , -0.14 , -0.12
5.494 , -0.16 , -0.14
5.495 , -0.09 , -0.12
5.496 , -0.09 , -0.11
5.497 , -0.09 , -0.1
5.498 , -0.09 , -0.1
5.499 , -0.09 , -0.1
5.5 , -0.14 , -0.12
5.501 , -0.14 , -0.13
5.502 , -0.14 , -0.13
5.503 , -0.09 , -0.11
5.503 , -0.14 , -0.12
5.504 , -0.09 , -0.11
5.505 , -0.09 , -0.1
5.506 , -0.09 , -0.1
5.507 , -0.14 , -0.12
5.508 , -0.14 , -0.13
5.509 , -0.09 , -0.11
5.51 , -0.14 , -0.12
5.511 , -0.09 , -0.11
5.512 , -0.09 , -0.1
5.512 , -0.16 , -0.12
5.513 , -0.09 , -0.11
5.514 , -0.14 , -0.12
5.515 , -0.14 , -0.13
5.516 , -0.14 , -0.13
5.517 , -0.14 , -0.13
5.518 , -0.09 , -0.11
5.519 , -0.14 , -0.12
5.52 , -0.09 , -0.11
5.521 , -0.09 , -0.1
5.521 , -0.09 , -0.1
5.522 , -0.14 , -0.12
5.523 , -0.14 , -0.13
5.524 , -0.09 , -0.11
5.525 , -0.14 , -0.12
5.526 , -0.14 , -0.13
5.527 , -0.14 , -0.13
5.528 , -0.14 , -0.13
5.529 , -0.14 , -0.13
5.53 , -0.14 , -0.13
5.53 , -0.09 , -0.11
5.531 , -0.14 , -0.12
5.532 , -0.14 , -0.13
5.533 , -0.09 , -0.11
5.534 , -0.09 , -0.1
5.535 , -0.14 , -0.12
5.536 , -0.14 , -0.13
5.537 , -0.14 , -0.13
5.538 , -0.14 , -0.13
5.539 , -0.14 , -0.13
5.539 , -0.14 , -0.13
5.54 , -0.14 , -0.13
5.541 , -0.09 , -0.11
5.542 , -0.09 , -0.1
5.543 , -0.14 , -0.12
5.544 , -0.14 , -0.13
5.545 , -0.09 , -0.11
5.546 , -0.14 , -0.12
5.547 , -0.14 , -0.13
5.548 , -0.14 , -0.13
5.548 , -0.14 , -0.13
5.549 , -0.09 , -0.11
5.55 , -0.14 , -0.12
5.551 , -0.14 , -0.13
5.552 , -0.14 , -0.13
5.553 , -0.09 , -0.11
5.554 , -0.09 , -0.1
5.555 , -0.14 , -0.12
5.556 , -0.14 , -0.13
