t,o,f
1.622 , -0.14 , -0.13
1.623 , -0.09 , -0.11
1.624 , -0.14 , -0.12
1.625 , -0.14 , -0.13
1.625 , -0.14 , -0.13
1.626 , -0.14 , -0.13
1.627 , -0.14 , -0.13
1.628 , -0.09 , -0.11
1.629 , -0.14 , -0.12
1.63 , -0.14 , -0.13
1.631 , -0.14 , -0.13
1.632 , -0.16 , -0.14
1.632 , -0.09 , -0.12
1.633 , -0.16 , -0.14
1.634 , -0.14 , -0.14
1.635 , -0.14 , -0.14
1.636 , -0.14 , -0.14
1.637 , -0.14 , -0.14
1.638 , -0.14 , -0.14
1.639 , -0.14 , -0.14
1.64 , -0.09 , -0.12
1.641 , -0.14 , -0.13
1.642 , -0.14 , -0.13
1.643 , -0.14 , -0.13
1.643 , -0.14 , -0.13
1.644 , -0.14 , -0.13
1.645 , -0.14 , -0.13
1.646 , -0.14 , -0.13
1.647 , -0.14 , -0.13
1.648 , -0.14 , -0.13
1.649 , -0.14 , -0.13
1.65 , -0.14 , -0.13
1.65 , -0.14 , -0.13
1.651 , -0.16 , -0.14
1.652 , -0.14 , -0.14
1.653 , -0.14 , -0.14
1.654 , -0.14 , -0.14
1.655 , -0.14 , -0.14
1.656 , -0.14 , -0.14
1.657 , -0.09 , -0.12
1.658 , -0.09 , -0.11
1.659 , -0.14 , -0.12
1.659 , -0.14 , -0.13
1.66 , -0.14 , -0.13
1.661 , -0.14 , -0.13
1.662 , -0.14 , -0.13
1.663 , -0.14 , -0.13
1.664 , -0.14 , -0.13
1.665 , -0.07 , -0.11
1.666 , -0.09 , -0.1
1.667 , -0.07 , -0.09
1.668 , -0.07 , -0.08
1.669 , -0.09 , -0.08
1.67 , -0.14 , -0.1
1.671 , -0.07 , -0.09
1.672 , -0.07 , -0.08
1.673 , -0.09 , -0.08
1.674 , -0.09 , -0.08
1.675 , -0.14 , -0.1
1.676 , -0.07 , -0.09
1.677 , -0.09 , -0.09
1.678 , -0.09 , -0.09
1.679 , -0.09 , -0.09
1.68 , -0.09 , -0.09
1.681 , -0.09 , -0.09
1.682 , -0.09 , -0.09
1.683 , -0.09 , -0.09
1.684 , -0.09 , -0.09
1.685 , -0.07 , -0.08
1.686 , -0.09 , -0.08
1.687 , -0.14 , -0.1
1.688 , -0.09 , -0.1
1.689 , -0.09 , -0.1
1.69 , -0.09 , -0.1
1.691 , -0.09 , -0.1
1.692 , -0.07 , -0.09
1.693 , -0.07 , -0.08
1.702 , -0.09 , -0.08
1.703 , -0.09 , -0.08
1.704 , -0.14 , -0.1
1.705 , -0.09 , -0.1
1.706 , -0.07 , -0.09
1.707 , -0.09 , -0.09
1.708 , -0.07 , -0.08
1.709 , -0.09 , -0.08
1.71 , -0.09 , -0.08
1.711 , -0.09 , -0.08
1.712 , -0.09 , -0.08
1.713 , -0.09 , -0.08
1.714 , -0.09 , -0.08
1.716 , -0.09 , -0.08
1.717 , -0.07 , -0.08
1.718 , -0.07 , -0.08
1.719 , -0.07 , -0.08
1.72 , -0.09 , -0.08
1.721 , -0.09 , -0.08
1.722 , -0.09 , -0.08
1.723 , -0.09 , -0.08
1.724 , -0.09 , -0.08
1.725 , -0.09 , -0.08
1.726 , -0.09 , -0.08
1.728 , -0.07 , -0.08
1.729 , -0.09 , -0.08
1.73 , -0.07 , -0.08
1.731 , -0.09 , -0.08
1.732 , -0.09 , -0.08
1.733 , -0.09 , -0.08
1.734 , -0.07 , -0.08
1.735 , -0.09 , -0.08
1.736 , -0.14 , -0.1
1.737 , -0.14 , -0.12
1.738 , -0.09 , -0.11
1.739 , -0.07 , -0.09
1.74 , -0.05 , -0.07
1.741 , -0.09 , -0.08
1.742 , -0.07 , -0.08
1.743 , -0.14 , -0.1
1.744 , -0.09 , -0.1
1.745 , -0.07 , -0.09
1.746 , -0.07 , -0.08
1.747 , -0.09 , -0.08
1.748 , -0.07 , -0.08
1.749 , -0.09 , -0.08
1.75 , -0.07 , -0.08
1.752 , -0.09 , -0.08
1.753 , -0.09 , -0.08
1.754 , -0.14 , -0.1
1.755 , -0.07 , -0.09
1.756 , -0.07 , -0.08
1.757 , -0.07 , -0.08
1.758 , -0.09 , -0.08
1.759 , -0.09 , -0.08
1.76 , -0.14 , -0.1
1.761 , -0.07 , -0.09
1.762 , -0.09 , -0.09
1.763 , -0.09 , -0.09
1.764 , -0.09 , -0.09
1.765 , -0.07 , -0.08
1.766 , -0.09 , -0.08
1.767 , -0.09 , -0.08
1.768 , -0.09 , -0.08
1.769 , -0.09 , -0.08
1.771 , -0.09 , -0.08
1.772 , -0.07 , -0.08
1.773 , -0.09 , -0.08
1.774 , -0.07 , -0.08
1.775 , -0.09 , -0.08
1.776 , -0.07 , -0.08
1.777 , -0.09 , -0.08
1.778 , -0.09 , -0.08
1.779 , -0.09 , -0.08
1.78 , -0.07 , -0.08
1.782 , -0.09 , -0.08
1.783 , -0.09 , -0.08
1.784 , -0.09 , -0.08
1.785 , -0.09 , -0.08
1.786 , -0.07 , -0.08
1.787 , -0.09 , -0.08
1.788 , -0.07 , -0.08
1.789 , -0.07 , -0.08
1.791 , -0.09 , -0.08
1.792 , -0.09 , -0.08
1.793 , -0.07 , -0.08
1.794 , -0.07 , -0.08
1.795 , -0.09 , -0.08
1.796 , -0.07 , -0.08
1.797 , -0.09 , -0.08
1.798 , -0.09 , -0.08
1.799 , -0.09 , -0.08
1.8 , -0.09 , -0.08
1.802 , -0.07 , -0.08
1.803 , -0.09 , -0.08
1.804 , -0.07 , -0.08
1.805 , -0.07 , -0.08
1.806 , -0.09 , -0.08
1.807 , -0.09 , -0.08
1.808 , -0.09 , -0.08
1.809 , -0.07 , -0.08
1.81 , -0.09 , -0.08
1.812 , -0.09 , -0.08
1.813 , -0.09 , -0.08
1.814 , -0.14 , -0.1
1.815 , -0.09 , -0.1
1.815 , -0.09 , -0.1
1.816 , -0.09 , -0.1
1.817 , -0.07 , -0.09
1.818 , -0.07 , -0.08
1.819 , -0.09 , -0.08
1.82 , -0.07 , -0.08
1.821 , -0.07 , -0.08
1.823 , -0.09 , -0.08
1.824 , -0.09 , -0.08
1.825 , -0.09 , -0.08
1.826 , -0.09 , -0.08
1.827 , -0.09 , -0.08
1.828 , -0.09 , -0.08
1.829 , -0.09 , -0.08
1.83 , -0.09 , -0.08
1.831 , -0.07 , -0.08
1.833 , -0.09 , -0.08
1.834 , -0.09 , -0.08
1.835 , -0.09 , -0.08
1.836 , -0.09 , -0.08
1.837 , -0.09 , -0.08
1.838 , -0.09 , -0.08
1.839 , -0.07 , -0.08
1.84 , -0.09 , -0.08
1.841 , -0.07 , -0.08
1.843 , -0.07 , -0.08
1.844 , -0.09 , -0.08
1.845 , -0.09 , -0.08
1.846 , -0.09 , -0.08
1.847 , -0.09 , -0.08
1.848 , -0.09 , -0.08
1.849 , -0.09 , -0.08
1.85 , -0.09 , -0.08
1.851 , -0.09 , -0.08
1.852 , -0.09 , -0.08
1.853 , -0.09 , -0.08
1.855 , -0.09 , -0.08
1.856 , -0.09 , -0.08
1.857 , -0.09 , -0.08
1.858 , -0.07 , -0.08
1.859 , -0.14 , -0.1
1.86 , -0.09 , -0.1
1.861 , -0.14 , -0.12
1.862 , -0.07 , -0.1
1.863 , -0.09 , -0.1
1.864 , -0.14 , -0.12
1.864 , -0.09 , -0.11
1.865 , -0.14 , -0.12
1.866 , -0.09 , -0.11
1.867 , -0.09 , -0.1
1.868 , -0.09 , -0.1
1.869 , -0.09 , -0.1
1.87 , -0.14 , -0.12
1.871 , -0.09 , -0.11
1.872 , -0.07 , -0.09
1.873 , -0.09 , -0.09
1.874 , -0.07 , -0.08
1.875 , -0.09 , -0.08
1.876 , -0.09 , -0.08
1.877 , -0.09 , -0.08
1.878 , -0.14 , -0.1
1.879 , -0.09 , -0.1
1.88 , -0.07 , -0.09
1.881 , -0.09 , -0.09
1.882 , -0.09 , -0.09
1.883 , -0.07 , -0.08
1.884 , -0.14 , -0.1
1.885 , -0.09 , -0.1
1.886 , -0.07 , -0.09
1.887 , -0.07 , -0.08
1.888 , -0.14 , -0.1
1.889 , -0.07 , -0.09
1.89 , -0.09 , -0.09
1.891 , -0.09 , -0.09
1.892 , -0.09 , -0.09
1.893 , -0.09 , -0.09
1.894 , -0.09 , -0.09
1.895 , -0.07 , -0.08
1.896 , -0.09 , -0.08
1.897 , -0.09 , -0.08
1.898 , -0.14 , -0.1
1.899 , -0.07 , -0.09
1.9 , -0.07 , -0.08
1.901 , -0.09 , -0.08
1.902 , -0.14 , -0.1
1.903 , -0.09 , -0.1
1.904 , -0.09 , -0.1
1.905 , -0.07 , -0.09
1.906 , -0.09 , -0.09
1.907 , -0.09 , -0.09
1.908 , -0.14 , -0.11
1.909 , -0.07 , -0.09
1.91 , -0.07 , -0.08
1.911 , -0.09 , -0.08
1.912 , -0.05 , -0.07
1.913 , -0.09 , -0.08
1.914 , -0.07 , -0.08
1.915 , -0.09 , -0.08
1.916 , -0.07 , -0.08
1.918 , -0.07 , -0.08
1.919 , -0.09 , -0.08
1.92 , -0.09 , -0.08
1.921 , -0.09 , -0.08
1.922 , -0.07 , -0.08
1.923 , -0.14 , -0.1
1.924 , -0.07 , -0.09
1.925 , -0.09 , -0.09
1.926 , -0.07 , -0.08
1.927 , -0.07 , -0.08
1.928 , -0.07 , -0.08
1.929 , -0.09 , -0.08
1.93 , -0.09 , -0.08
1.932 , -0.07 , -0.08
1.933 , -0.09 , -0.08
1.934 , -0.09 , -0.08
1.935 , -0.09 , -0.08
1.936 , -0.07 , -0.08
1.937 , -0.09 , -0.08
1.938 , -0.09 , -0.08
1.939 , -0.09 , -0.08
1.94 , -0.09 , -0.08
1.942 , -0.09 , -0.08
1.943 , -0.07 , -0.08
1.944 , -0.07 , -0.08
1.945 , -0.09 , -0.08
1.946 , -0.09 , -0.08
1.947 , -0.09 , -0.08
1.948 , -0.09 , -0.08
1.949 , -0.09 , -0.08
1.95 , -0.09 , -0.08
1.951 , -0.09 , -0.08
1.953 , -0.09 , -0.08
1.954 , -0.09 , -0.08
1.955 , -0.09 , -0.08
1.956 , -0.09 , -0.08
1.957 , -0.09 , -0.08
1.958 , -0.07 , -0.08
1.959 , -0.07 , -0.08
1.96 , -0.07 , -0.08
1.961 , -0.07 , -0.08
1.963 , -0.09 , -0.08
1.964 , -0.07 , -0.08
1.965 , -0.07 , -0.08
1.966 , -0.09 , -0.08
1.967 , -0.09 , -0.08
1.968 , -0.14 , -0.1
1.969 , -0.07 , -0.09
1.97 , -0.07 , -0.08
1.971 , -0.14 , -0.1
1.972 , -0.09 , -0.1
1.973 , -0.09 , -0.1
1.974 , -0.14 , -0.12
1.975 , -0.07 , -0.1
1.975 , -0.07 , -0.09
1.976 , -0.16 , -0.12
1.977 , -0.14 , -0.13
1.978 , -0.14 , -0.13
1.979 , -0.14 , -0.13
1.98 , -0.14 , -0.13
1.981 , -0.14 , -0.13
1.982 , -0.14 , -0.13
1.983 , -0.14 , -0.13
1.984 , -0.09 , -0.11
1.985 , -0.09 , -0.1
1.985 , -0.09 , -0.1
1.986 , -0.14 , -0.12
1.987 , -0.14 , -0.13
1.988 , -0.09 , -0.11
1.989 , -0.14 , -0.12
1.99 , -0.14 , -0.13
1.991 , -0.14 , -0.13
1.992 , -0.14 , -0.13
1.993 , -0.14 , -0.13
1.994 , -0.07 , -0.11
1.995 , -0.14 , -0.12
1.995 , -0.14 , -0.13
1.996 , -0.09 , -0.11
1.997 , -0.14 , -0.12
1.998 , -0.14 , -0.13
1.999 , -0.14 , -0.13
2.0 , -0.16 , -0.14
2.001 , -0.16 , -0.15
2.002 , -0.14 , -0.15
2.002 , -0.14 , -0.15
2.003 , -0.09 , -0.13
2.004 , -0.14 , -0.13
2.005 , -0.14 , -0.13
2.006 , -0.14 , -0.13
2.007 , -0.14 , -0.13
2.008 , -0.14 , -0.13
2.009 , -0.14 , -0.13
2.009 , -0.09 , -0.11
2.01 , -0.14 , -0.12
2.011 , -0.14 , -0.13
2.012 , -0.16 , -0.14
2.013 , -0.14 , -0.14
2.014 , -0.14 , -0.14
2.015 , -0.14 , -0.14
2.016 , -0.14 , -0.14
2.016 , -0.14 , -0.14
2.017 , -0.09 , -0.12
2.018 , -0.14 , -0.13
2.019 , -0.14 , -0.13
2.02 , -0.14 , -0.13
2.021 , -0.14 , -0.13
2.022 , -0.09 , -0.11
2.023 , -0.09 , -0.1
2.024 , -0.14 , -0.12
2.025 , -0.09 , -0.11
2.025 , -0.14 , -0.12
2.026 , -0.09 , -0.11
2.027 , -0.09 , -0.1
2.028 , -0.14 , -0.12
2.029 , -0.09 , -0.11
2.03 , -0.14 , -0.12
2.031 , -0.14 , -0.13
2.032 , -0.09 , -0.11
2.032 , -0.09 , -0.1
2.033 , -0.14 , -0.12
2.034 , -0.09 , -0.11
2.035 , -0.14 , -0.12
2.036 , -0.16 , -0.14
2.037 , -0.07 , -0.11
2.038 , -0.14 , -0.12
2.039 , -0.14 , -0.13
2.04 , -0.14 , -0.13
2.041 , -0.09 , -0.11
2.041 , -0.09 , -0.1
2.042 , -0.14 , -0.12
2.043 , -0.09 , -0.11
2.044 , -0.14 , -0.12
2.045 , -0.14 , -0.13
2.046 , -0.14 , -0.13
2.047 , -0.09 , -0.11
2.048 , -0.09 , -0.1
2.048 , -0.14 , -0.12
2.049 , -0.14 , -0.13
2.05 , -0.14 , -0.13
2.051 , -0.14 , -0.13
2.052 , -0.16 , -0.14
2.053 , -0.14 , -0.14
2.054 , -0.14 , -0.14
2.055 , -0.09 , -0.12
2.056 , -0.14 , -0.13
2.057 , -0.14 , -0.13
2.057 , -0.16 , -0.14
2.058 , -0.14 , -0.14
2.059 , -0.09 , -0.12
2.06 , -0.14 , -0.13
2.061 , -0.14 , -0.13
2.062 , -0.16 , -0.14
2.063 , -0.09 , -0.12
2.064 , -0.09 , -0.11
2.065 , -0.16 , -0.13
2.066 , -0.09 , -0.11
2.067 , -0.14 , -0.12
2.067 , -0.09 , -0.11
2.068 , -0.14 , -0.12
2.069 , -0.09 , -0.11
2.07 , -0.16 , -0.13
2.071 , -0.14 , -0.13
2.072 , -0.14 , -0.13
2.073 , -0.14 , -0.13
2.074 , -0.14 , -0.13
2.075 , -0.14 , -0.13
2.075 , -0.14 , -0.13
2.076 , -0.14 , -0.13
2.077 , -0.09 , -0.11
2.078 , -0.14 , -0.12
2.079 , -0.14 , -0.13
2.08 , -0.16 , -0.14
2.081 , -0.14 , -0.14
2.082 , -0.14 , -0.14
2.083 , -0.14 , -0.14
2.084 , -0.14 , -0.14
2.084 , -0.14 , -0.14
2.085 , -0.14 , -0.14
2.086 , -0.14 , -0.14
2.087 , -0.09 , -0.12
2.088 , -0.14 , -0.13
2.089 , -0.09 , -0.11
2.09 , -0.14 , -0.12
2.091 , -0.09 , -0.11
2.092 , -0.09 , -0.1
2.093 , -0.14 , -0.12
2.093 , -0.14 , -0.13
2.094 , -0.14 , -0.13
2.095 , -0.16 , -0.14
2.096 , -0.14 , -0.14
2.097 , -0.09 , -0.12
2.098 , -0.14 , -0.13
2.099 , -0.14 , -0.13
2.1 , -0.14 , -0.13
2.101 , -0.14 , -0.13
2.102 , -0.14 , -0.13
2.102 , -0.09 , -0.11
2.103 , -0.14 , -0.12
2.104 , -0.14 , -0.13
2.105 , -0.14 , -0.13
2.106 , -0.16 , -0.14
2.107 , -0.09 , -0.12
2.108 , -0.09 , -0.11
2.109 , -0.14 , -0.12
2.11 , -0.14 , -0.13
2.111 , -0.14 , -0.13
2.111 , -0.14 , -0.13
2.112 , -0.16 , -0.14
2.113 , -0.09 , -0.12
2.114 , -0.09 , -0.11
2.115 , -0.14 , -0.12
2.116 , -0.14 , -0.13
2.117 , -0.14 , -0.13
2.118 , -0.14 , -0.13
2.119 , -0.09 , -0.11
2.119 , -0.14 , -0.12
2.12 , -0.14 , -0.13
2.121 , -0.14 , -0.13
2.122 , -0.14 , -0.13
2.123 , -0.09 , -0.11
2.124 , -0.16 , -0.13
2.125 , -0.16 , -0.14
2.126 , -0.14 , -0.14
2.127 , -0.14 , -0.14
2.127 , -0.09 , -0.12
2.128 , -0.14 , -0.13
2.129 , -0.16 , -0.14
2.13 , -0.14 , -0.14
2.131 , -0.14 , -0.14
2.132 , -0.14 , -0.14
2.133 , -0.09 , -0.12
2.134 , -0.14 , -0.13
2.135 , -0.09 , -0.11
2.136 , -0.16 , -0.13
2.137 , -0.14 , -0.13
2.137 , -0.14 , -0.13
2.138 , -0.16 , -0.14
2.139 , -0.14 , -0.14
2.14 , -0.16 , -0.15
2.141 , -0.09 , -0.13
2.142 , -0.14 , -0.13
2.143 , -0.16 , -0.14
2.144 , -0.14 , -0.14
2.144 , -0.14 , -0.14
2.145 , -0.16 , -0.15
2.146 , -0.14 , -0.15
2.147 , -0.09 , -0.13
2.148 , -0.14 , -0.13
2.149 , -0.14 , -0.13
2.15 , -0.14 , -0.13
2.151 , -0.09 , -0.11
2.151 , -0.14 , -0.12
2.152 , -0.14 , -0.13
2.153 , -0.14 , -0.13
2.154 , -0.16 , -0.14
2.155 , -0.09 , -0.12
2.156 , -0.09 , -0.11
2.157 , -0.09 , -0.1
2.158 , -0.14 , -0.12
2.159 , -0.09 , -0.11
2.16 , -0.14 , -0.12
2.16 , -0.09 , -0.11
2.161 , -0.16 , -0.13
2.162 , -0.14 , -0.13
2.163 , -0.14 , -0.13
2.164 , -0.14 , -0.13
2.165 , -0.14 , -0.13
2.166 , -0.14 , -0.13
2.167 , -0.07 , -0.11
2.167 , -0.14 , -0.12
2.168 , -0.09 , -0.11
2.169 , -0.07 , -0.09
2.17 , -0.14 , -0.11
2.171 , -0.14 , -0.12
2.172 , -0.14 , -0.13
2.173 , -0.09 , -0.11
2.174 , -0.14 , -0.12
2.175 , -0.14 , -0.13
2.176 , -0.14 , -0.13
2.176 , -0.16 , -0.14
2.177 , -0.09 , -0.12
2.178 , -0.16 , -0.14
2.179 , -0.14 , -0.14
2.18 , -0.16 , -0.15
2.181 , -0.14 , -0.15
2.182 , -0.09 , -0.13
2.183 , -0.09 , -0.11
2.184 , -0.09 , -0.1
2.184 , -0.14 , -0.12
2.185 , -0.14 , -0.13
2.186 , -0.09 , -0.11
2.187 , -0.07 , -0.09
2.188 , -0.07 , -0.08
2.189 , -0.09 , -0.08
2.19 , -0.14 , -0.1
2.191 , -0.07 , -0.09
2.192 , -0.14 , -0.11
2.193 , -0.09 , -0.1
2.194 , -0.09 , -0.1
2.195 , -0.09 , -0.1
2.196 , -0.14 , -0.12
2.197 , -0.14 , -0.13
2.198 , -0.09 , -0.11
2.198 , -0.09 , -0.1
2.199 , -0.09 , -0.1
2.2 , -0.09 , -0.1
2.201 , -0.14 , -0.12
2.202 , -0.14 , -0.13
2.203 , -0.07 , -0.11
2.204 , -0.09 , -0.1
2.205 , -0.09 , -0.1
2.206 , -0.09 , -0.1
2.207 , -0.07 , -0.09
2.208 , -0.14 , -0.11
2.208 , -0.09 , -0.1
2.209 , -0.09 , -0.1
2.21 , -0.09 , -0.1
2.211 , -0.07 , -0.09
2.212 , -0.07 , -0.08
2.213 , -0.07 , -0.08
2.214 , -0.09 , -0.08
2.215 , -0.09 , -0.08
2.216 , -0.09 , -0.08
2.218 , -0.09 , -0.08
2.219 , -0.09 , -0.08
2.22 , -0.07 , -0.08
2.221 , -0.09 , -0.08
2.222 , -0.09 , -0.08
2.223 , -0.07 , -0.08
2.224 , -0.09 , -0.08
2.225 , -0.09 , -0.08
2.226 , -0.09 , -0.08
2.227 , -0.09 , -0.08
2.229 , -0.07 , -0.08
2.23 , -0.07 , -0.08
2.231 , -0.09 , -0.08
2.232 , -0.09 , -0.08
2.233 , -0.09 , -0.08
2.234 , -0.14 , -0.1
2.235 , -0.07 , -0.09
2.236 , -0.09 , -0.09
2.237 , -0.14 , -0.11
2.238 , -0.07 , -0.09
2.239 , -0.09 , -0.09
2.24 , -0.07 , -0.08
2.241 , -0.09 , -0.08
2.242 , -0.07 , -0.08
2.243 , -0.09 , -0.08
2.244 , -0.09 , -0.08
2.245 , -0.09 , -0.08
2.246 , -0.09 , -0.08
2.247 , -0.09 , -0.08
2.249 , -0.07 , -0.08
2.25 , -0.07 , -0.08
2.251 , -0.07 , -0.08
2.252 , -0.09 , -0.08
2.253 , -0.09 , -0.08
2.254 , -0.09 , -0.08
2.255 , -0.09 , -0.08
2.256 , -0.07 , -0.08
2.257 , -0.09 , -0.08
2.258 , -0.07 , -0.08
2.259 , -0.07 , -0.08
2.261 , -0.09 , -0.08
2.262 , -0.07 , -0.08
2.263 , -0.09 , -0.08
2.264 , -0.09 , -0.08
2.265 , -0.07 , -0.08
2.266 , -0.07 , -0.08
2.267 , -0.09 , -0.08
2.268 , -0.14 , -0.1
2.269 , -0.07 , -0.09
2.27 , -0.14 , -0.11
2.271 , -0.07 , -0.09
2.272 , -0.09 , -0.09
2.273 , -0.07 , -0.08
2.274 , -0.09 , -0.08
2.275 , -0.09 , -0.08
2.276 , -0.09 , -0.08
2.277 , -0.07 , -0.08
2.278 , -0.14 , -0.1
2.279 , -0.07 , -0.09
2.28 , -0.09 , -0.09
2.281 , -0.07 , -0.08
2.282 , -0.09 , -0.08
2.283 , -0.09 , -0.08
2.285 , -0.07 , -0.08
2.286 , -0.09 , -0.08
2.287 , -0.09 , -0.08
2.288 , -0.09 , -0.08
2.289 , -0.07 , -0.08
2.29 , -0.09 , -0.08
2.291 , -0.07 , -0.08
2.292 , -0.09 , -0.08
2.293 , -0.05 , -0.07
2.295 , -0.07 , -0.07
2.295 , -0.07 , -0.07
2.296 , -0.09 , -0.08
2.298 , -0.09 , -0.08
2.299 , -0.09 , -0.08
2.3 , -0.09 , -0.08
2.301 , -0.09 , -0.08
2.302 , -0.14 , -0.1
2.303 , -0.14 , -0.12
2.304 , -0.09 , -0.11
2.304 , -0.07 , -0.09
2.306 , -0.14 , -0.11
2.306 , -0.09 , -0.1
2.307 , -0.09 , -0.1
2.308 , -0.07 , -0.09
2.309 , -0.09 , -0.09
2.31 , -0.14 , -0.11
2.311 , -0.09 , -0.1
2.312 , -0.07 , -0.09
2.313 , -0.14 , -0.11
2.314 , -0.09 , -0.1
2.315 , -0.14 , -0.12
2.316 , -0.09 , -0.11
2.316 , -0.07 , -0.09
2.317 , -0.07 , -0.08
2.319 , -0.09 , -0.08
2.32 , -0.07 , -0.08
2.321 , -0.09 , -0.08
2.322 , -0.09 , -0.08
2.323 , -0.14 , -0.1
2.324 , -0.07 , -0.09
2.325 , -0.07 , -0.08
2.326 , -0.09 , -0.08
2.327 , -0.09 , -0.08
2.328 , -0.07 , -0.08
2.329 , -0.09 , -0.08
2.33 , -0.07 , -0.08
2.331 , -0.09 , -0.08
2.333 , -0.09 , -0.08
2.334 , -0.09 , -0.08
2.335 , -0.09 , -0.08
2.336 , -0.09 , -0.08
2.337 , -0.09 , -0.08
2.338 , -0.07 , -0.08
2.339 , -0.09 , -0.08
2.34 , -0.14 , -0.1
2.341 , -0.09 , -0.1
2.342 , -0.07 , -0.09
2.343 , -0.09 , -0.09
2.344 , -0.07 , -0.08
2.345 , -0.07 , -0.08
2.346 , -0.09 , -0.08
2.347 , -0.09 , -0.08
2.348 , -0.09 , -0.08
2.349 , -0.07 , -0.08
2.351 , -0.07 , -0.08
2.352 , -0.09 , -0.08
2.353 , -0.07 , -0.08
2.354 , -0.07 , -0.08
2.355 , -0.09 , -0.08
2.356 , -0.07 , -0.08
2.357 , -0.09 , -0.08
2.358 , -0.09 , -0.08
2.359 , -0.09 , -0.08
2.361 , -0.09 , -0.08
2.362 , -0.07 , -0.08
2.363 , -0.09 , -0.08
2.364 , -0.14 , -0.1
2.365 , -0.07 , -0.09
2.366 , -0.09 , -0.09
2.367 , -0.07 , -0.08
2.368 , -0.07 , -0.08
2.369 , -0.09 , -0.08
2.37 , -0.07 , -0.08
2.371 , -0.07 , -0.08
2.372 , -0.09 , -0.08
2.373 , -0.09 , -0.08
2.374 , -0.09 , -0.08
2.375 , -0.09 , -0.08
2.377 , -0.09 , -0.08
2.378 , -0.09 , -0.08
2.379 , -0.09 , -0.08
2.38 , -0.07 , -0.08
2.381 , -0.09 , -0.08
2.382 , -0.09 , -0.08
2.383 , -0.07 , -0.08
2.384 , -0.07 , -0.08
2.385 , -0.09 , -0.08
2.387 , -0.09 , -0.08
2.388 , -0.09 , -0.08
2.389 , -0.09 , -0.08
2.39 , -0.09 , -0.08
2.391 , -0.14 , -0.1
2.392 , -0.09 , -0.1
2.393 , -0.14 , -0.12
2.394 , -0.09 , -0.11
2.394 , -0.09 , -0.1
2.395 , -0.09 , -0.1
2.396 , -0.09 , -0.1
2.397 , -0.09 , -0.1
2.398 , -0.09 , -0.1
2.399 , -0.09 , -0.1
2.4 , -0.09 , -0.1
2.401 , -0.14 , -0.12
2.402 , -0.14 , -0.13
2.403 , -0.14 , -0.13
2.403 , -0.09 , -0.11
2.404 , -0.16 , -0.13
2.405 , -0.16 , -0.14
2.406 , -0.16 , -0.15
2.407 , -0.14 , -0.15
2.408 , -0.14 , -0.15
2.409 , -0.14 , -0.15
2.409 , -0.14 , -0.15
2.41 , -0.14 , -0.15
2.411 , -0.14 , -0.15
2.412 , -0.09 , -0.13
2.413 , -0.14 , -0.13
2.414 , -0.09 , -0.11
2.415 , -0.09 , -0.1
2.415 , -0.14 , -0.12
2.416 , -0.09 , -0.11
2.417 , -0.14 , -0.12
2.418 , -0.14 , -0.13
2.419 , -0.14 , -0.13
2.42 , -0.14 , -0.13
2.421 , -0.09 , -0.11
2.422 , -0.14 , -0.12
2.423 , -0.14 , -0.13
2.423 , -0.09 , -0.11
2.424 , -0.14 , -0.12
2.425 , -0.14 , -0.13
2.426 , -0.14 , -0.13
2.427 , -0.14 , -0.13
2.428 , -0.09 , -0.11
2.429 , -0.14 , -0.12
2.43 , -0.09 , -0.11
2.431 , -0.14 , -0.12
2.432 , -0.14 , -0.13
2.432 , -0.09 , -0.11
2.433 , -0.14 , -0.12
2.434 , -0.09 , -0.11
2.435 , -0.09 , -0.1
2.436 , -0.14 , -0.12
2.437 , -0.09 , -0.11
2.438 , -0.14 , -0.12
2.439 , -0.14 , -0.13
2.44 , -0.14 , -0.13
2.44 , -0.14 , -0.13
2.441 , -0.14 , -0.13
2.442 , -0.09 , -0.11
2.443 , -0.09 , -0.1
2.444 , -0.09 , -0.1
2.445 , -0.09 , -0.1
2.446 , -0.14 , -0.12
2.447 , -0.14 , -0.13
2.448 , -0.09 , -0.11
2.449 , -0.14 , -0.12
2.45 , -0.09 , -0.11
2.45 , -0.16 , -0.13
2.451 , -0.14 , -0.13
2.452 , -0.16 , -0.14
2.453 , -0.16 , -0.15
2.454 , -0.14 , -0.15
2.455 , -0.14 , -0.15
2.455 , -0.16 , -0.15
2.456 , -0.09 , -0.13
2.457 , -0.14 , -0.13
2.458 , -0.14 , -0.13
2.459 , -0.16 , -0.14
2.46 , -0.09 , -0.12
2.461 , -0.14 , -0.13
2.462 , -0.14 , -0.13
2.463 , -0.14 , -0.13
2.464 , -0.14 , -0.13
2.465 , -0.14 , -0.13
2.465 , -0.14 , -0.13
2.466 , -0.14 , -0.13
2.467 , -0.14 , -0.13
2.468 , -0.14 , -0.13
2.469 , -0.14 , -0.13
2.47 , -0.14 , -0.13
2.471 , -0.16 , -0.14
2.472 , -0.14 , -0.14
2.473 , -0.14 , -0.14
2.473 , -0.09 , -0.12
2.474 , -0.14 , -0.13
2.475 , -0.14 , -0.13
2.476 , -0.14 , -0.13
2.477 , -0.09 , -0.11
2.478 , -0.16 , -0.13
2.479 , -0.14 , -0.13
2.48 , -0.14 , -0.13
2.481 , -0.16 , -0.14
2.482 , -0.09 , -0.12
2.483 , -0.09 , -0.11
2.483 , -0.14 , -0.12
