t,pwm
0.731 , 26455.48
0.733 , 26199.67
0.734 , 26454.76
0.735 , 26379.7
0.737 , 26394.68
0.738 , 26379.68
0.74 , 26274.38
0.741 , 26259.08
0.743 , 26273.87
0.744 , 26258.67
0.746 , 26153.22
0.747 , 26137.72
0.748 , 26182.38
0.75 , 26136.96
0.751 , 26121.55
0.753 , 26226.58
0.754 , 26000.9
0.756 , 26015.24
0.757 , 25999.64
0.758 , 25923.88
0.76 , 25938.16
0.761 , 26072.97
0.763 , 25877.17
0.764 , 26011.88
0.766 , 25966.45
0.767 , 25800.54
0.769 , 25754.56
0.77 , 25738.56
0.772 , 25722.56
0.773 , 25826.98
0.774 , 25660.88
0.776 , 25765.15
0.777 , 25749.46
0.779 , 25703.67
0.78 , 25687.87
0.782 , 25672.07
0.783 , 25626.19
0.785 , 25610.29
0.786 , 25564.26
0.787 , 25548.26
0.789 , 25291.5
0.79 , 25545.59
0.792 , 25439.39
0.793 , 25423.19
0.795 , 25467.21
0.796 , 25421.08
0.797 , 25344.76
0.799 , 25478.97
0.8 , 25282.58
0.802 , 25296.26
0.803 , 25279.96
0.805 , 25263.66
0.8059999 , 25217.28
0.808 , 25200.88
0.809 , 25274.78
0.81 , 25138.29
0.812 , 25212.04
0.813 , 25075.46
0.815 , 25179.24
0.816 , 25132.96
0.818 , 25206.96
0.8190001 , 24950.2
0.82 , 25053.78
0.822 , 24886.87
0.823 , 24869.97
0.825 , 24943.36
0.826 , 24926.76
0.828 , 25000.46
0.829 , 24863.78
0.8309999 , 24847.08
0.832 , 24890.55
0.833 , 24874.05
0.8349999 , 24827.46
0.8360001 , 24810.87
0.838 , 24854.48
0.8389999 , 24747.74
0.841 , 24731.04
0.842 , 24744.47
0.844 , 24727.87
0.8450001 , 24681.18
0.847 , 24604.27
0.848 , 24587.37
0.849 , 24540.34
0.851 , 24523.34
0.852 , 24536.47
0.854 , 24459.36
0.855 , 24412.17
0.857 , 24455.19
0.858 , 24438.19
0.86 , 24541.57
0.861 , 24524.97
0.862 , 24327.77
0.864 , 24310.57
0.865 , 24263.29
0.867 , 24245.99
0.8679999 , 24138.35
0.87 , 24331.47
0.871 , 24164.06
0.8719999 , 24327.3
0.874 , 24099.78
0.875 , 24202.7
0.877 , 24185.6
0.8780001 , 24138.37
0.88 , 24121.17
0.8809999 , 24103.97
0.883 , 23906.18
0.884 , 24038.89
0.885 , 24051.67
0.887 , 23974.26
0.888 , 23776.27
0.89 , 23908.78
0.891 , 23951.49
0.893 , 23904.11
0.894 , 23886.71
0.896 , 23839.18
0.897 , 23821.68
0.898 , 23774.1
0.9 , 23756.5
0.901 , 23738.9
0.903 , 23691.21
0.904 , 23793.89
0.906 , 23746.46
0.907 , 23819.36
0.909 , 23681.88
0.91 , 23664.38
0.9110001 , 23827.52
0.913 , 23690.19
0.9139999 , 23672.89
0.916 , 23625.46
0.917 , 23728.49
0.918 , 23560.98
0.92 , 23543.48
0.921 , 23616.27
0.923 , 23599.07
0.924 , 23461.45
0.926 , 23413.77
0.927 , 23516.49
0.929 , 23469.11
0.93 , 23451.71
0.9309999 , 23404.18
0.933 , 23386.68
0.934 , 23369.18
