t, OWM
20.81,47.07
20.813,47.06
20.815,47.09
20.818,47.10999
20.821,47.07
20.823,47.08
20.826,47.06
20.829,47.01999
20.831,47.03999
20.834,47.04
20.837,47.03
20.839,47.03
20.842,47
20.845,46.99
20.848,47
20.85,46.99
20.853,46.98
20.855,46.99
20.858,46.99
20.861,46.96
20.864,47.01
20.866,46.98
20.869,46.97
20.872,46.94
20.874,46.93
20.877,46.91999
20.88,46.96
20.882,46.97
20.885,46.95
20.888,46.94999
20.89,46.91
20.893,46.9
20.895,46.93
20.898,46.93
20.901,46.92
20.903,46.93
20.906,46.89
20.909,46.88
20.911,46.89
20.914,46.88999
20.917,46.89999
20.919,46.9
20.922,46.89
20.925,46.87
20.928,46.9
20.93,46.88
20.933,46.88
20.936,46.87
20.938,46.86
20.941,46.84
20.944,46.88
20.946,46.86
20.949,46.85999
20.952,46.86
20.954,46.84
20.957,46.84
20.96,46.85999
20.962,46.84999
20.965,46.85
20.968,46.83
20.97,46.81
20.973,46.80999
20.976,46.82999
20.979,46.84
20.981,46.81
20.984,46.82
20.987,46.80999
20.989,46.81
20.992,46.83
20.995,46.82999
20.998,46.81
21,46.79
21.003,46.79
21.006,46.8
21.008,46.82
21.011,46.81
21.014,46.8
21.016,46.79
21.019,46.77999
21.022,46.79
21.024,46.79
21.027,46.78
21.03,46.78
21.032,46.77
21.035,46.75999
21.038,46.77
21.04,46.77
21.043,46.76999
21.046,46.75999
21.048,46.76
21.051,46.75
21.054,46.76
21.056,46.76999
21.059,46.75
21.061,46.76
21.064,46.74
21.067,46.72
21.077,46.74
21.079,46.73999
21.082,46.72
21.085,46.73
21.088,46.74
21.09,46.73
21.093,46.71999
21.095,46.71
21.098,46.67
21.101,46.73
21.104,46.87
21.106,46.93999
21.109,47.01
21.112,47.03
21.114,46.99
21.117,46.92999
21.12,46.89
21.122,46.88
21.125,46.89999
21.128,46.93
21.13,46.96
21.133,47
21.136,47.02
21.138,47.02999
21.141,47.02999
21.144,47.02
21.146,47.03
21.149,47.04
21.152,47.05999
21.154,47.07999
21.157,47.12
21.16,47.14
21.162,47.13999
21.165,47.18
21.168,47.38
21.17,47.68
21.173,48.04
21.176,48.09
21.178,48.13
21.181,48.04
21.184,47.98
21.186,47.93999
21.189,48.04
21.192,48.22
21.194,48.44
21.197,48.69
21.2,48.87
21.202,48.93999
21.205,48.97
21.208,48.99999
21.21,49.01999
21.213,49.07
21.216,49.14
21.218,49.22
21.221,49.3
21.224,49.35999
21.226,49.42
21.229,49.44
21.232,49.49
21.234,49.52
21.237,49.57999
21.24,49.63
21.242,49.69
21.245,49.71999
21.248,49.77
21.25,49.79
21.253,49.82
21.256,49.85
21.258,49.89
21.261,49.91
21.264,49.93
21.267,49.97
21.269,50.02999
21.272,50.02999
21.275,50.04
21.277,50.03
21.28,50.05
21.283,50.07999
21.285,50.1
21.288,50.03
21.291,49.53999
21.293,48.99999
21.296,48.89
21.299,48.96
21.302,49.2
21.304,49.46
21.307,49.57999
21.31,49.47
21.312,49.34
21.315,49.19
21.318,49.14999
21.32,49.16
21.323,49.21
21.325,49.21
21.328,49.21
21.331,49.16
21.333,49.07
21.336,49.03
21.339,49.03
21.341,49.03999
21.344,49.03999
21.347,49.02
21.35,48.98
21.352,48.92999
21.355,48.89
21.358,48.86
21.36,48.85
21.363,48.86
21.366,48.85999
21.368,48.8
21.371,48.76
21.374,48.69
21.376,48.59999
21.379,48.61
21.382,48.65
21.385,48.76
21.387,48.62
21.39,48.44999
21.393,48.34
21.395,48.2
21.398,48.12
21.401,48.18999
21.403,48.25
21.406,48.25
21.409,48.2
21.411,48.08999
21.414,47.99999
21.417,47.93999
21.419,47.93
21.422,47.93
21.425,47.98999
21.427,47.93999
21.43,47.89
21.433,47.83
21.435,47.81999
21.438,47.75999
21.441,47.72
21.443,47.71
21.446,47.73
21.449,47.71
21.451,47.67
21.454,47.61
21.457,47.61
21.459,47.57999
21.462,47.52999
21.465,47.53
21.467,47.53
21.47,47.49
21.473,47.46999
21.476,47.43
21.478,47.44
21.481,47.41
21.491,47.31
21.494,47.31
21.497,47.41
21.5,47.39
21.502,47.42
21.505,47.4
21.507,47.3
21.51,47.25
21.513,47.22
21.515,47.22
21.518,47.26999
21.521,47.29
21.524,47.26
21.526,47.21
21.529,47.19
21.532,47.16999
21.534,47.18
21.537,47.18
21.539,47.17
21.542,47.16999
21.545,47.14
21.547,47.12
21.55,47.11
21.553,47.09
21.556,47.09
21.559,47.09
21.561,47.09
21.564,47.09
21.566,47.08
21.569,47.03999
21.572,47.04
21.575,47.02
21.577,47.01
21.58,47.05999
21.583,47
21.585,47.01
21.588,46.99
21.591,46.98999
21.593,46.96999
21.596,47
21.599,46.98
21.601,46.96999
21.604,46.93999
21.607,46.95
21.609,46.96
21.612,46.96
21.615,46.93999
21.617,46.92999
21.62,46.9
21.623,46.94
21.626,46.92999
21.628,46.93
21.631,46.89
21.634,46.89
21.636,46.85
21.639,46.89
21.642,46.9
21.644,46.89
21.647,46.87
21.65,46.85
21.653,46.85999
21.655,46.88
21.658,46.87
21.66,46.85
21.663,46.82999
21.666,46.82999
21.668,46.84
21.671,46.86
21.674,46.84
21.676,46.82999
21.679,46.83
21.682,46.8
21.685,46.82999
21.687,46.81999
21.69,46.82
21.693,46.8
21.695,46.8
21.698,46.8
21.701,46.81
21.703,46.81
21.706,46.79
21.709,46.8
21.712,46.77999
21.714,46.79
21.717,46.79
21.719,46.79
21.722,46.77999
21.725,46.77
21.727,46.75999
21.73,46.78
21.733,46.78
21.736,46.77999
21.738,46.77
21.741,46.75
21.744,46.75999
21.746,46.75999
21.749,46.77
21.752,46.74
21.754,46.75
21.757,46.73
21.76,46.73999
21.762,46.76
21.765,46.75
21.768,46.74999
21.77,46.73999
21.773,46.71999
21.776,46.75
21.778,46.74
21.781,46.73999
21.784,46.74
21.786,46.71
21.789,46.7
21.792,46.71999
21.794,46.71999
21.797,46.71
21.8,46.71
21.802,46.7
21.805,46.71
21.808,46.72
21.811,46.71
21.813,46.7
21.816,46.68
21.819,46.66999
21.821,46.69
21.824,46.69
21.827,46.69
21.829,46.67999
21.832,46.67
21.835,46.67
21.837,46.67
21.84,46.67
21.843,46.66
21.845,46.65
21.848,46.62
21.851,46.68999
21.854,46.82
21.856,46.89
21.859,46.96
21.862,46.98
21.864,46.94999
21.867,46.87999
21.87,46.84
21.873,46.83
21.875,46.84999
21.878,46.89
21.881,46.93
21.883,46.95
21.886,46.97
21.889,46.98
21.891,46.98
21.894,46.98
21.897,46.98
21.9,47.04
21.91,47.09
21.912,47.08999
21.915,47.12
21.918,47.31
21.92,47.6
21.923,47.97
21.925,48.02
21.928,48.07
21.931,48.01
21.934,47.93999
21.936,47.88999
21.939,48
21.942,48.2
21.945,48.44
21.947,48.68
21.95,48.84
21.953,48.91
21.955,48.92
21.958,48.92999
21.961,48.96999
21.963,49.02
21.966,49.12
21.969,49.2
21.971,49.27999
21.974,49.34
21.977,49.38
21.979,49.42
21.982,49.46
21.985,49.50999
21.988,49.57
21.99,49.63
21.993,49.67
21.996,49.71
21.998,49.74
22.001,49.8
22.004,49.83
22.006,49.86
22.009,49.89999
22.012,49.93
22.014,49.93
22.017,49.98999
22.02,50.00999
22.022,50.04
22.025,50.06
22.028,50.07
22.03,50.09
22.033,50.09999
22.036,50.14
22.038,50.11
22.041,50.14999
22.043,50.06999
22.046,49.64999
22.049,49.16
22.051,49
22.054,49.00999
22.057,49.18999
22.059,49.42
22.062,49.59
22.065,49.57
22.068,49.43999
22.07,49.28999
22.073,49.19
22.076,49.19
22.078,49.23999
22.081,49.27999
22.084,49.26
22.086,49.2
22.089,49.14
22.092,49.07
22.095,49.05
22.097,49.05
22.1,49.06
22.103,49.03999
22.105,49.02999
22.108,49
22.111,48.94
22.113,48.88
22.116,48.85999
22.119,48.86
22.121,48.87
22.124,48.80999
22.127,48.62
22.129,48.64
22.132,48.72
22.135,48.77
22.137,48.67999
22.14,48.50999
22.143,48.32
22.146,48.17
22.148,48.18
22.151,48.21999
22.153,48.23999
22.156,48.24
22.159,48.2
22.161,48.05999
22.164,47.96
22.167,47.97
22.17,47.98
22.172,47.96
22.175,47.96999
22.178,47.97
22.18,47.89
22.183,47.83
22.186,47.76999
22.188,47.77999
22.191,47.75
22.194,47.72
22.196,47.7
22.199,47.71999
22.202,47.67
22.204,47.6
22.207,47.57999
22.21,47.56999
22.212,47.52
22.215,47.5
22.218,47.51
22.22,47.5
22.223,47.46
22.226,47.41
22.228,47.39
22.231,47.38
22.233,47.34
22.236,47.32
22.239,47.36
22.241,47.35
22.244,47.37
22.246,47.35999
22.249,47.32999
22.252,47.33
22.254,47.33
22.257,47.27999
22.26,47.25999
22.262,47.24
22.265,47.2
22.268,47.23999
22.27,47.19999
22.273,47.17
22.276,47.16
22.278,47.14
22.281,47.16
22.284,47.16
22.286,47.16
22.289,47.14
22.292,47.09999
22.294,47.07
22.297,47.09
22.3,47.05
22.302,47.06
22.305,47.05999
22.307,47.05
22.31,47.04
22.313,47.03
22.323,46.92
22.326,46.94
22.329,46.95999
22.331,46.95
22.334,46.97
22.337,46.93
22.339,46.93
22.342,46.91999
22.344,46.9
22.347,46.89
22.35,46.9
22.352,46.91
22.355,46.93999
22.358,46.91
22.361,46.87
22.363,46.85
22.366,46.84
22.369,46.86
22.371,46.9
22.374,46.87
22.377,46.87
22.379,46.84
22.382,46.83
22.385,46.83
22.388,46.82999
22.39,46.8
22.393,46.81
22.396,46.81
22.398,46.84
22.401,46.82999
22.404,46.81
22.406,46.79
22.409,46.79
22.411,46.77
22.414,46.8
22.417,46.8
22.419,46.78
22.422,46.76
22.425,46.74999
22.427,46.77
22.43,46.75999
22.433,46.77
22.435,46.75999
22.438,46.75
22.441,46.75
22.443,46.76
22.446,46.74
22.449,46.73999
22.452,46.71
22.454,46.72
22.457,46.73
22.46,46.71999
22.462,46.73
22.465,46.72
22.468,46.71
22.47,46.71
22.473,46.71999
22.476,46.71999
22.478,46.69
22.481,46.68
22.484,46.68999
22.486,46.68999
22.489,46.68999
22.491,46.68
22.494,46.67999
22.497,46.67
22.5,46.67
22.502,46.67
22.505,46.67
22.508,46.66
22.51,46.65
22.513,46.64
22.516,46.66
22.518,46.64999
22.521,46.64999
22.524,46.64
22.526,46.63
22.529,46.65
22.532,46.63999
22.534,46.63
22.537,46.62
22.54,46.60999
22.542,46.60999
22.545,46.62
22.548,46.62
22.55,46.62
22.553,46.6
22.556,46.59
22.559,46.6
22.561,46.6
22.564,46.6
22.567,46.59
22.569,46.57
22.572,46.58
22.575,46.59
22.577,46.59
22.58,46.57999
22.583,46.56
22.586,46.57
22.588,46.58
22.591,46.56
22.593,46.55
22.596,46.54
22.599,46.51
22.602,46.60999
22.604,46.73
22.607,46.83
22.609,46.88
22.612,46.89
22.615,46.84
22.618,46.78
22.62,46.74
22.623,46.73
22.626,46.73999
22.628,46.78999
22.631,46.84
22.634,46.87
22.636,46.88
22.639,46.87999
22.642,46.87
22.645,46.88
22.647,46.89
22.65,46.91
22.653,46.91999
22.655,46.96
22.658,46.99
22.661,47.00999
22.663,46.98999
22.666,47.09
22.669,47.31
22.671,47.68
22.674,47.91999
22.677,47.96
22.679,47.98
22.682,47.91
22.685,47.84
22.688,47.85999
22.69,48.02
22.693,48.24
22.696,48.51
22.698,48.71999
22.701,48.82
22.704,48.86
22.706,48.85
22.709,48.87999
22.712,48.93
22.714,49
22.717,49.1
22.72,49.17999
22.723,49.25999
22.725,49.34
22.728,49.38
22.731,49.42
22.741,49.71
22.743,49.71
22.746,49.74999
22.749,49.79
22.751,49.82
22.754,49.86
22.757,49.91999
22.759,49.96999
22.762,49.98
22.765,50.01
22.768,50.03999
22.77,50.07999
22.773,50.09
22.776,50.12
22.778,50.17
22.781,50.17999
22.784,50.22
22.786,50.14
22.789,49.67
22.792,49.19999
22.794,49.03999
22.797,49.04
22.799,49.22
22.802,49.5
22.805,49.64
22.807,49.64
22.81,49.52
22.813,49.4
22.816,49.29
22.818,49.27
22.821,49.31
22.824,49.36
22.826,49.34
22.829,49.32999
22.832,49.25
22.834,49.21
22.837,49.17
22.84,49.17999
22.842,49.17999
22.845,49.18999
22.847,49.16
22.85,49.14999
22.853,49.09999
22.855,49.07
22.858,49.05
22.861,49.04
22.864,49.03999
22.866,48.98999
22.869,48.98
22.872,48.97
22.874,48.84999
22.877,48.7
22.88,48.78
22.882,48.86
22.885,48.93
22.888,48.84
22.89,48.67
22.893,48.45
22.896,48.33
22.899,48.35
22.901,48.39999
22.904,48.43999
22.907,48.44
22.909,48.36
22.912,48.21999
22.915,48.14
22.917,48.11
22.92,48.16
22.923,48.18
22.925,48.16
22.928,48.12
22.931,48.06
22.933,48.01
22.936,47.93999
22.938,47.93
22.941,47.96
22.944,47.95
22.946,47.88
22.949,47.85999
22.952,47.82999
22.955,47.81
22.957,47.74999
22.96,47.75
22.963,47.74
22.966,47.71
22.968,47.68
22.971,47.64999
22.974,47.63
22.976,47.62
22.979,47.58
22.982,47.54
22.984,47.55
22.987,47.52
22.99,47.49
22.992,47.5
22.995,47.52
22.998,47.57999
23,47.58
23.003,47.54
23.006,47.47
23.008,47.41999
23.011,47.39
23.014,47.45
23.016,47.44
23.019,47.42999
23.022,47.39999
23.025,47.36
23.027,47.33
23.03,47.37
23.033,47.36
23.035,47.32
23.038,47.3
23.041,47.27999
23.043,47.28999
23.046,47.28999
23.048,47.28
23.051,47.26
23.054,47.23999
23.056,47.18999
23.059,47.27
23.062,47.24
23.064,47.22
23.067,47.21999
23.07,47.16
23.072,47.14
23.075,47.17
23.078,47.19999
23.08,47.14999
23.083,47.16
23.086,47.12
23.089,47.1
23.091,47.13
23.094,47.12
23.097,47.09
23.099,47.08
23.102,47.07999
23.105,47.07
23.107,47.1
23.11,47.06
23.113,47.06999
23.115,47.02999
23.118,47.03
23.121,47.05
23.123,47.06999
23.126,47.01999
23.129,47.02999
23.131,47
23.134,46.99
23.137,47.00999
23.139,46.98999
23.142,47
23.145,46.97
23.147,46.91
23.158,46.94
23.16,46.91999
23.163,46.92
23.166,46.92
23.168,46.93
23.171,46.94
23.174,46.91
23.176,46.89999
23.179,46.89
23.182,46.91
23.185,46.91
23.187,46.91
23.19,46.89
23.193,46.87
23.195,46.84
23.198,46.88999
23.201,46.88
23.203,46.89
23.206,46.88
23.209,46.85999
23.211,46.84999
23.214,46.88
23.217,46.86
23.22,46.85999
23.222,46.81999
23.225,46.81
23.228,46.82
23.23,46.86
23.233,46.82999
23.236,46.82
23.238,46.82
23.241,46.8
23.244,46.82999
23.246,46.82999
23.249,46.82
23.252,46.82
23.254,46.81
23.257,46.78999
23.26,46.82
23.262,46.81
23.265,46.81
23.268,46.80999
23.271,46.78999
23.273,46.8
23.276,46.79
23.279,46.8
23.282,46.77999
23.284,46.77
23.287,46.77
23.29,46.77999
23.292,46.77999
23.295,46.77999
23.297,46.78
23.3,46.77
23.303,46.74999
23.306,46.77
23.308,46.75999
23.311,46.76
23.314,46.76
23.316,46.73
23.319,46.73
23.322,46.75
23.324,46.75
23.327,46.74999
23.33,46.74
23.333,46.74
23.335,46.73
23.338,46.74
23.341,46.73999
23.343,46.72
23.346,50.18
23.412,50.89
23.415,49.85
23.418,50.32
23.42,50.71
23.423,50.72
23.426,50.65
23.428,50.76
23.431,50.6
23.434,50.41
23.436,50.31
23.439,50.38
23.442,50.5
23.444,50.69
23.447,50.87
23.449,50.94
23.452,50.93
23.455,50.89
23.457,50.83
23.46,50.83
23.463,50.86
23.465,50.9
23.468,50.94
23.471,50.98
23.473,50.99
23.476,50.99
23.479,50.98
23.482,50.99001
23.484,50.99
23.487,51.02
23.49,51.04
23.492,51.03
23.495,51.05
23.497,51.04
23.5,51.04
23.503,51.05
23.505,51.06001
23.508,51.05
23.511,51.07
23.513,51.06
23.516,51.02999
23.519,51.04
23.521,51.04
23.524,51.05
23.527,51.03
23.529,50.72
23.532,50.06
23.535,49.81
23.537,49.78
23.54,49.89
23.543,50.15
23.545,50.34
23.548,50.35
23.551,50.21
23.553,50.06
23.556,49.94
23.559,49.89
23.561,49.91
23.564,49.94
23.567,49.92
23.569,49.87
23.572,49.81
23.574,49.73
23.577,49.69
23.58,49.68
23.583,49.68
23.593,49.58
23.595,49.49
23.598,49.45
23.601,49.43999
23.604,49.44
23.606,49.43
23.609,49.4
23.611,49.34
23.614,49.29
23.617,49.25
23.619,49.2
23.622,49.19
23.624,49.18999
23.627,49.18
23.63,49.15
23.632,49.09
23.635,49.06
23.638,48.93
23.64,48.8
23.643,48.72
23.645,48.68
23.648,48.69
23.651,48.66
23.653,48.63
23.656,48.58
23.659,48.55
23.661,48.49
23.664,48.42
23.667,48.34
23.669,48.31
23.672,48.29
23.674,48.26
23.677,48.26
23.68,48.25
23.682,48.23
23.685,48.17
23.688,48.13
23.69,48.07
23.693,48.09
23.696,48.05
23.698,48.02
23.701,47.98
23.704,47.96
23.706,47.95
23.709,47.87
23.712,47.85
23.714,47.82
23.717,47.83
23.72,47.78
23.722,47.75
23.725,47.73
23.728,47.77
23.73,47.73
23.733,47.67
23.736,47.62
23.738,47.59
23.741,47.63
23.743,47.68
23.746,47.69
23.749,47.67
23.751,47.63
23.754,47.57
23.757,47.59
23.759,47.54
23.762,47.54
23.765,47.51
23.767,47.51
23.77,47.48
23.773,47.51
23.775,47.47
23.778,47.46
23.781,47.46
23.783,47.45
23.786,47.42
23.788,47.41
23.791,47.4
23.794,47.36
23.796,47.35
23.799,47.33
23.802,47.32
23.804,47.34
23.807,47.37
23.81,47.31
23.812,47.29
23.815,47.28
23.817,47.24
23.82,47.26
23.822,47.29
23.825,47.27
23.828,47.26
23.83,47.23
23.833,47.18
23.836,47.16
23.838,47.19
23.841,47.22
23.843,47.21
23.846,47.2
23.849,47.17
23.851,47.11
23.854,47.14
23.857,47.14
23.86,47.14
23.862,47.13
23.865,47.13
23.868,47.1
23.87,47.11
23.873,47.11
23.876,47.09
23.878,47.08
23.881,47.07
23.884,47.06
23.886,47.07
23.889,47.08
23.892,47.06
23.894,47.06
23.897,47.03
23.899,47.01
23.902,47.02
23.905,47.05
23.907,47.06
23.91,47.04
23.912,47.03
23.915,47
23.918,46.97
23.92,47.01
23.923,47.02
23.926,47.01
23.928,46.99
23.931,46.99
23.934,46.96
23.936,46.98
23.939,46.99
23.942,46.99
23.944,46.98
23.947,46.97
23.95,46.96
23.952,46.94
23.955,46.96
23.957,46.96
23.96,46.95
23.963,46.95
23.965,46.92
23.968,46.92
23.971,46.94
23.973,46.95
23.976,46.94
23.978,46.93
23.981,46.92001
23.984,46.91
23.986,46.93
23.989,46.92
23.992,46.92
23.994,46.91
24.004,46.89
24.007,46.89
24.01,46.89
24.012,46.88
24.015,46.88
24.018,46.86
24.02,46.88
24.023,46.88
24.026,46.88
24.028,46.86
24.031,46.85
24.033,46.84
24.036,46.86
24.039,46.87
24.041,46.86
24.044,46.85
24.046,46.85
24.049,46.83
24.052,46.83
24.055,46.84
24.057,46.84
24.06,46.84
24.062,46.82
24.065,46.81001
24.068,46.8
24.07,46.82
24.073,46.83
24.075,46.82
24.078,46.82
24.081,46.81
24.083,46.8
24.086,46.81001
24.089,46.82
24.091,46.8
24.094,46.79
24.096,46.79
24.099,46.74
24.102,46.8
24.104,46.9
24.107,47
24.11,47.07
24.112,47.09
24.115,47.07
24.117,47.01
24.12,46.97
24.123,46.95
24.125,46.95
24.128,46.98
24.131,47.02
24.133,47.06
24.136,47.08
24.139,47.09
24.141,47.08
24.144,47.08
24.146,47.08
24.149,47.1
24.152,47.1
24.154,47.12
24.157,47.16
24.159,47.18999
24.162,47.18999
24.165,47.19
24.167,47.34
24.17,47.57
24.172,47.91
24.175,48.1
24.178,48.15
24.181,48.14
24.183,48.07
24.186,48.01
24.189,48.09
24.191,48.26
24.194,48.47
24.196,48.72
24.199,48.9
24.202,48.97
24.204,48.98
24.207,48.98
24.21,49
24.213,49.06
24.215,49.12
24.218,49.21
24.22,49.27
24.223,49.35
24.226,49.41
24.228,49.43
24.231,49.47001
24.233,49.51
24.236,49.55
24.239,49.62
24.241,49.67
24.244,49.71
24.247,49.75
24.249,49.77
24.252,49.79
24.255,49.83
24.257,49.85
24.26,49.89
24.263,49.92
24.265,49.94
24.268,49.98
24.27,49.92
24.273,49.4
24.276,48.9
24.278,48.75
24.281,48.78
24.284,48.98
24.286,49.27
24.289,49.42
24.292,49.39
24.294,49.3
24.297,49.15
24.299,49.06
24.302,49.03
24.305,49.08
24.308,49.11
24.31,49.13
24.313,49.12
24.316,49.06
24.318,48.99
24.321,48.97
24.323,48.97
24.326,48.98
24.329,48.99
24.331,48.98
24.334,48.96
24.337,48.92
24.339,48.89
24.342,48.85
24.345,48.85
24.347,48.86
24.35,48.85
24.352,48.82
24.355,48.8
24.358,48.79
24.36,48.76
24.363,48.75
24.366,48.74
24.368,48.72
24.371,48.71
24.374,48.67
24.376,48.59
24.379,48.52
24.382,48.54
24.384,48.59
24.387,48.64
24.39,48.51
24.392,48.4
24.395,48.3
24.397,48.23
24.4,48.18
24.403,48.22
24.405,48.15
24.416,48.09
24.418,48.01
24.421,48.01
24.423,47.99
24.426,47.99
24.429,48
24.431,47.98
24.434,47.95
24.437,47.89
24.439,47.85
24.442,47.8
24.445,47.82
24.447,47.81
24.45,47.78
24.452,47.74
24.455,47.72
24.458,47.72
24.46,47.69
24.463,47.65
24.466,47.63
24.469,47.61
24.471,47.61
24.474,47.59
24.477,47.56
24.479,47.52
24.482,47.52
24.485,47.51
24.487,47.48
24.49,47.48
24.493,47.48
24.495,47.49
24.498,47.52
24.501,47.5
24.503,47.46
24.506,47.45
24.509,47.4
24.511,47.38
24.514,47.41
24.517,47.42
24.519,47.39
24.522,47.38
24.525,47.32
24.527,47.31001
24.53,47.3
24.532,47.34
24.535,47.34
24.538,47.3
24.54,47.3
24.543,47.25
24.545,47.23
24.548,47.24
24.551,47.27
24.553,47.28
24.556,47.25
24.559,47.22
24.561,47.19
24.564,47.16
24.567,47.19
24.569,47.22
24.572,47.2
24.575,47.16
24.577,47.15
24.58,47.12
24.582,47.12
24.585,47.14
24.588,47.15
24.59,47.15
24.593,47.11
24.596,47.1
24.598,47.05
24.601,47.05
24.604,47.09
24.606,47.13
24.609,47.08
24.612,47.1
24.614,47.05
24.617,47.02
24.619,47.03
24.622,47.06
24.625,47.02999
24.628,47.02
24.63,47.04
24.633,47.01
24.635,46.98
24.638,47.01
24.641,47.01
24.643,47
24.646,47.01
24.648,46.98
24.651,46.96
24.654,46.96
24.656,46.98
24.659,46.97
24.662,46.99
24.664,46.97
24.667,46.95
24.67,46.93
24.672,46.93
24.675,46.93
24.678,46.96
24.68,46.96
24.683,46.96
24.686,46.93
24.688,46.92
24.691,46.92
24.694,46.93
24.696,46.93
24.699,46.93
24.702,46.93
24.704,46.89
24.707,46.89
24.71,46.9
24.712,46.91
24.715,46.9
24.718,46.91
24.72,46.91
24.723,46.9
24.725,46.88
24.728,46.91
24.731,46.91
24.733,46.91
24.736,46.91
24.738,46.88
24.741,46.86
24.744,46.87
24.746,46.9
24.749,46.91
24.752,46.9
24.755,46.89
24.757,46.87
24.76,46.86
24.763,46.88
24.765,46.88
24.768,46.89
24.771,46.88
24.773,46.87
24.776,46.86
24.779,46.84
24.781,46.86
24.784,46.88
24.787,46.87
24.789,46.88
24.792,46.87
24.795,46.84
24.797,46.84
24.8,46.87
24.802,46.88
24.805,46.88
24.808,46.86
24.81,46.84
24.813,46.83
24.815,46.83
24.826,46.86
24.828,46.84
24.831,46.82
24.834,46.83
24.836,46.84
24.839,46.85
24.842,46.85
24.844,46.83
24.847,46.81
24.849,46.78
24.852,46.84
24.855,46.94
24.857,47.04
24.86,47.09
24.862,47.12
24.865,47.08
24.868,47.04
24.87,46.99
24.873,46.98
24.876,46.99
24.878,47.02
24.881,47.06
24.884,47.09
24.886,47.11
24.889,47.11
24.892,47.12
24.894,47.12
24.897,47.12
24.9,47.14
24.902,47.15
24.905,47.17
24.907,47.2
24.91,47.22
24.913,47.23
24.915,47.23
24.918,47.42
24.921,47.68
24.923,48.02
24.926,48.13
24.929,48.17
24.931,48.13
24.934,48.06
24.936,48
24.939,48.07
24.942,48.25
24.944,48.5
24.947,48.71
24.95,48.86
24.952,48.91
24.955,48.92
24.957,48.89
24.96,48.91
24.963,48.97
24.966,49.06
24.968,49.13
24.971,49.19
24.974,49.26
24.976,49.28
24.979,49.31001
24.982,49.33
24.984,49.36
24.987,49.42
24.99,49.48
24.992,49.53
24.995,49.54
24.997,49.57
25,49.59
25.003,49.62
25.005,49.68
25.008,49.68
25.011,49.7
25.013,49.5
25.016,49.02
25.018,48.58
25.021,48.53
25.024,48.62
25.026,48.81001
25.029,49.08
25.032,49.14
25.034,49.06
25.037,48.95
25.04,48.84
25.042,48.8
25.045,48.81
25.047,48.85
25.05,48.87
25.053,48.87
25.055,48.83
25.058,48.78
25.06,48.74
25.063,48.74001
25.066,48.74
25.068,48.73
25.071,48.74
25.074,48.73
25.077,48.68999
25.079,48.66
25.082,48.64
25.084,48.63
25.087,48.63
25.09,48.63
25.092,48.61
25.095,48.59
25.098,48.55
25.1,48.53
25.103,48.53
25.106,48.53
25.108,48.51
25.111,48.5
25.113,48.47
25.116,48.45
25.119,48.42
25.121,48.39
25.124,48.38
25.126,48.29
25.129,48.25
25.132,48.31
25.134,48.37
25.137,48.36
25.14,48.23
25.143,48.15
25.145,48.06001
25.148,47.98
25.15,47.98
25.153,48
25.156,48.03
25.158,48.02
25.161,47.97
25.164,47.91
25.166,47.84
25.169,47.82
25.172,47.79
25.174,47.73
25.177,47.73
25.18,47.73
25.182,47.74
25.185,47.74
25.188,47.69
25.191,47.65
25.193,47.61
25.196,47.61
25.198,47.59
25.201,47.56
25.204,47.56
25.207,47.52999
25.209,47.51
25.212,47.51
25.214,47.47
25.217,47.44
25.22,47.42
25.222,47.41
25.225,47.41
25.228,47.27
25.238,47.29
25.24,47.29
25.243,47.31
25.245,47.36
25.248,47.36
25.251,47.36
25.253,47.33
25.256,47.31
25.259,47.28
25.261,47.25
25.264,47.25
25.266,47.25999
25.269,47.24
25.272,47.24
25.274,47.24
25.277,47.24
25.279,47.2
25.282,47.19
25.285,47.17
25.287,47.16
25.29,47.13
25.293,47.18
25.295,47.17
25.298,47.17
25.3,47.15
25.303,47.12
25.306,47.1
25.308,47.08
25.311,47.08
25.314,47.12
25.316,47.13
25.319,47.09
25.322,47.09
25.324,47.05
25.327,47.04
25.33,47.04
25.332,47.06
25.335,47.07
25.338,47.05
25.34,47.04
25.343,47.01
25.345,47.01
25.348,46.98
25.351,47.03
25.353,47.04
25.356,47.03
25.359,47.01
25.361,46.97
25.364,46.96
25.367,46.95
25.369,46.97
25.372,47.00999
25.375,47
25.377,46.99
25.38,46.96
25.383,46.96
25.385,46.94
25.388,46.93
25.391,46.97
25.393,46.97
25.396,46.95
25.398,46.93
25.401,46.94
25.404,46.91
25.406,46.92
25.409,46.95
25.411,46.95
25.414,46.95
25.417,46.93
25.419,46.92
25.422,46.9
25.425,46.9
25.427,46.89
25.43,46.94
25.432,46.95
25.435,46.94
25.438,46.91
25.441,46.9
25.443,46.88
25.446,46.87
25.449,46.91
25.451,46.92
25.454,46.92
25.457,46.9
25.459,46.9
25.462,46.88
25.465,46.86
25.467,46.88
25.47,46.91
25.473,46.9
25.475,46.9
25.478,46.88
25.481,46.87
25.483,46.85
25.486,46.87
25.489,46.9
25.491,46.9
25.494,46.9
25.496,46.89
25.499,46.88
25.502,46.85
25.504,46.85
25.507,46.9
25.51,46.89
25.512,46.9
25.515,46.89
25.517,46.87
25.52,46.85
25.523,46.85
25.525,46.88
25.528,46.89
25.531,46.88
25.533,46.89
25.536,46.88
25.539,46.85
